001723-21CP,Complaint,Request,LandLord/Tenant,"No complaint is made. This record is being established to process the TRAO hold for record numbers 6798422-DM and 6798421-CN. The dwelling unit on the subject parcel is currently vacant and has been vacant for at least six months. Therefore, tenant relocation is not required. A Certificate of No Displacement is attached for the record. Please lift the TRAO holds for both the demolition and building permits.",3/5/2021,,,Under Investigation,928 23RD AVE,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001723-21CP,928 23RD AVE,EATTLE, WA 98122 (47.61091763
001727-21CP,Complaint,Request,LandLord/Tenant,"I received a Pay Rent or Vacate notice. I paid the full rent in time to meet the deadline of this notice. The landlord gave me the rent back and said I still have to move out. It did not feel legal, and caused me to upend my life at the time and much stress and hardship after. This building was also doing unlicensed construction on various units - constant construction sound within the halls.",3/5/2021,,,Under Investigation,5605 CORSON AVE S,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001727-21CP,5605 CORSON AVE S,EATTLE, WA 98108 (47.55218151
001789-21CP,Complaint,Request,Land Use,PER CSB: Junk storage including a delapidated travel trailer and a truck filled with garbage bags. This is not business related garbage and had been present on the site for months.,3/5/2021,,,Under Investigation,10202 EVANSTON AVE N,SEATTLE,WA,98133,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001789-21CP,10202 EVANSTON AVE N,EATTLE, WA 98133 (47.70319936
001714-21CP,Complaint,Request,Vacant Building,"This vacant building is always full of garbage, rats, covered in graffiti, and poses a fire hazard. The condition, which was already bad, has deteriorated significantly the last year.",3/5/2021,,,Under Investigation,9061 16TH AVE SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001714-21CP,9061 16TH AVE SW,EATTLE, WA 98106 (47.52116821
001722-21CP,Complaint,Request,Vacant Building,report vacant building,3/4/2021,,,Under Investigation,801 M L KING JR WAY,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001722-21CP,801 M L KING JR WAY,EATTLE, WA 98122 (47.60914427
001708-21CP,Complaint,Request,,Per Online; My dining room ceiling had a leak in October of 2019. The leak didn't get addressed properly until Nov 2020. �My family and I were temporarily relocated to a hotel from 12/09/2020 to 01/23/2021 we were told the management company would not extend the stay at the hotel and we were told to move back into our unit or pay outta pocket for the hotel room. So �due to me not having the finances to cover the hotel stay we moved back into our unit while repairs were still b,3/4/2021,,,Under Investigation,1863 E YESLER WAY,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001708-21CP,1863 E YESLER WAY,EATTLE, WA 98122 (47.60114665
001675-21CP,Complaint,Request,Noise,"Construction noise has been incessant between midnight and 6AM along 5th Ave NE and NE 103rd St, as well as at the Northgate Mall (where they are constructing the NHL stadium.) This has been occurring for at least a week.",3/4/2021,,,Under Investigation,490 A NE THORNTON PL,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001675-21CP,490 A NE THORNTON PL,EATTLE, WA 98125 (47.70257356
001687-21CP,Complaint,Request,Noise,Per Online; Project 3036792-LUWe are in the middle of a pandemic quarantine. It is not acceptable to run heavy machinery for 8 hours a day when people are working from home and unable to leave due to everything being closed.,3/4/2021,,,Under Investigation,13333 GREENWOOD AVE N,SEATTLE,WA,98133,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001687-21CP,13333 GREENWOOD AVE N,EATTLE, WA 98133 (47.72611435
001661-21CP,Complaint,Request,Land Use,Per Online; 9461 Delridge Way SW Seattle Wa 98106 to 9751 Delridge Way SW. Seattle Wa 98106 .... tents and trash either fully or partially obstructing sidewalk. Appears unsafe for wheelchair ambulation. Sidewalk in front of tents that are in front of 9461 Delridge Way SW ( East side of building going North direction) has multiple wooden pallets and a visible unsecured propane tank. Tent that appears to be inches from door of 9751 appears to be secured to that building with som,3/3/2021,,,Under Investigation,9461 DELRIDGE WAY SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001661-21CP,9461 DELRIDGE WAY SW,EATTLE, WA 98106 (47.51773837
001650-21CP,Complaint,Request,Vacant Building,"Per Online; Vacant building has unsecured doors--the doors and/or plywood have been completely removed. Also the usual overgrown vegetation, garbage and graffiti.",3/3/2021,,,Under Investigation,1405 S BAYVIEW ST,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001650-21CP,1405 S BAYVIEW ST,EATTLE, WA 98144 (47.58080913
001677-21CP,Complaint,Request,Weeds,"PER FIND IT FIX IT APP:Laurel hedge blocking 2/3 of sidewalk, extending 3' over sidewalk",3/2/2021,,,Under Investigation,6405 30TH AVE NW,SEATTLE,WA,98107,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001677-21CP,6405 30TH AVE NW,EATTLE, WA 98107 (47.67538715
001607-21CP,Complaint,Request,LandLord/Tenant,"? The lease allows the landlord to charge late fees on rent 3 days after the due date, which is a violation of�RCW 59.18.170 (2). ? The lease allows the landlord to apply tenants' payments to utilities first and rent last, which is a violation of�RCW 59.18.283 (1) and�SMC 7.24.030.E. ? The landlord may have recently changed the order of posting utilities and rent in their system, but they still apply tenants' payments to previous month's utilities before current month's rent,",3/2/2021,,,Under Investigation,1414 10TH AVE,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001607-21CP,1414 10TH AVE,EATTLE, WA 98122 (47.61328798
001552-21CP,Complaint,Request,,"My 15-month-old baby almost fell out of the 10th story window in unit 1007. The windows have no bars, are not sturdy, are not to code, and have a wide enough opening that a small toddler (like my son) can climb over the furniture located right by the windows and fall out! �I know the Camlin is a historic site, but this would be very tragic for a child to fall to his death when they could make the windows open from the top for better safety.",3/1/2021,,,Under Investigation,1619 9TH AVE,SEATTLE,WA,98101,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001552-21CP,1619 9TH AVE,EATTLE, WA 98101 (47.6139049
001582-21CP,Complaint,Request,,"Per Online; Facility has windows in room 115 screwed shut, and they are not able to be used for emergency egress.Almost all guest rooms have a 4-plex outlet between the beds that is powered by an extension cord run through the wall, coming from another outlet in the room, instead of approved electrical wiring.",3/1/2021,,,Under Investigation,200 6TH AVE N,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001582-21CP,200 6TH AVE N,EATTLE, WA 98109 (47.62014913
001554-21CP,Complaint,Request,LandLord/Tenant,"received 60 days notice to vacate, need to know about my tenant rights",3/1/2021,,,Under Investigation,57 W DRAVUS ST,SEATTLE,WA,98119,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001554-21CP,57 W DRAVUS ST,EATTLE, WA 98119 (47.64849302
001507-21CP,Complaint,Request,Construction,constructing a building larger than 120 sq.ft. without a permit,2/26/2021,,,Under Investigation,3501 S RONALD DR,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001507-21CP,3501 S RONALD DR,EATTLE, WA 98118 (47.51867497
001517-21CP,Complaint,Request,Land Use,PER CSB: Trash/car hood/shopping carts,2/25/2021,,,Under Investigation,9223 A 17TH AVE SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001517-21CP,9223 A 17TH AVE SW,EATTLE, WA 98106 (47.52035209
001464-21CP,Complaint,Request,Noise,"At 7:15 AM today, I heard impact construction noise. The frequency of the noise was ~5 hz (5 impacts/second). The noise is very disruptive. I can also feel the vibrations of material being dropped.",2/25/2021,,,Under Investigation,4902 25TH AVE NE,SEATTLE,WA,98105,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001464-21CP,4902 25TH AVE NE,EATTLE, WA 98105 (47.66470048
001487-21CP,Complaint,Request,LandLord/Tenant,Rights inquiry,2/24/2021,,,Under Investigation,6900 EAST GREEN LAKE WAY N,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001487-21CP,6900 EAST GREEN LAKE WAY N,EATTLE, WA 98115 (47.67815547
001498-21CP,Complaint,Request,Construction,PER CSB: Wall is tilting toward sidewalk. Roof is buckling. Is this a hazard of collapse?PHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/6032fec2e89693ab0418d70c/report.jpg,2/24/2021,,,Under Investigation,7708 GREENWOOD AVE N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001498-21CP,7708 GREENWOOD AVE N,EATTLE, WA 98103 (47.68506623
001437-21CP,Complaint,Request,,SECURITY DEPOSIT HELP,2/22/2021,,,Under Investigation,532 14TH AVE E,SEATTLE,WA,98112,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001437-21CP,532 14TH AVE E,EATTLE, WA 98112 (47.62405048
001509-21CP,Complaint,Request,Weeds,"Per CSB; overgrownvegetation, blocking sidewalk.Very unsafe walking/hiking.ALSO SEE 000236-21CP",2/22/2021,,,Under Investigation,2031 WESTLAKE AVE N,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001509-21CP,2031 WESTLAKE AVE N,EATTLE, WA 98109 (47.63749339
001381-21CP,Complaint,Request,Land Use,Possible curb cut. Email in documents,2/22/2021,,,Under Investigation,5200 48TH AVE SW,SEATTLE,WA,98136,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001381-21CP,5200 48TH AVE SW,EATTLE, WA 98136 (47.55547
001352-21CP,Complaint,Request,Land Use,Large amounts of junk and salvage material stored in back yard continuously for over a year. New junk material is added on a regular basis. A potentially inoperable vehicle is stored in the back yard as well.,2/21/2021,,,Under Investigation,4221 SW MYRTLE ST,SEATTLE,WA,98136,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001352-21CP,4221 SW MYRTLE ST,EATTLE, WA 98136 (47.53980317
001348-21CP,Complaint,Request,Noise,"Per Online; The noise from the Key Arena construction is driving me crazy. Drilling ( on 1st Ave N) has been going on for hours, and the noise gave my family severe headache.",2/20/2021,,,Under Investigation,315 1ST AVE N,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001348-21CP,315 1ST AVE N,EATTLE, WA 98109 (47.62158027
001367-21CP,Complaint,Request,LandLord/Tenant,Rights inquiry,2/19/2021,,,Under Investigation,3416 A CLAREMONT AVE S,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001367-21CP,3416 A CLAREMONT AVE S,EATTLE, WA 98144 (47.57208965
001322-21CP,Complaint,Request,Tree,"Per Online; Regarding the two year old Arborists Report submitted, SDCI established the paper birch tree #12 as exceptional in April 2019 and required protections. This precedent was set prior to the report submitted. In that decision, SDCI established the tree protection requirements that needed to be followed for any further work in the vicinity of the exceptional tree. Those requirements should also apply to this project.�It should be noted that the property owner has had",2/19/2021,,,Under Investigation,1622 Sunset AVE SW,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001322-21CP,"1622 Sunset AVE SW (47.58857624, -122.3913299)",,
001480-21CP,Complaint,Request,Land Use,PER CSB: Mattress and trash on the street/curb. Trash throughout the vacant lot to the south,2/19/2021,,,Under Investigation,8617 17TH AVE S,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001480-21CP,8617 17TH AVE S,EATTLE, WA 98108 (47.52617335
001325-21CP,Complaint,Request,LandLord/Tenant,PREVIOUS EVICTIONTHREATS IN SUMMBERAND WINTER 2020.12/23/20 ALL ITEMSPUT IN STORAGE ANDLOCKED OUT OF UNITUNDER CLAIM OF ABANDONMENT. TENANTNEVER ABANDONDED.NO EVICTION EVEROCCURRED. ATTORNEYLETTER DEMANDINGPAYMENT WAS LASTNOTICE. NO RESPONSEFROM OWNER/ATTY.,2/19/2021,,,Under Investigation,9215 D ROOSEVELT WAY NE,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001325-21CP,9215 D ROOSEVELT WAY NE,EATTLE, WA 98115 (47.69634856
001309-21CP,Complaint,Request,Noise,"Per Online; Condo owner is aware noise is at an unreasonable level and is continuous and refuses to alleviate (not eliminate) the noise through any means of mitigation. .  It sounds like a mix between a power generator, and a washing machine with rocks inside of it.",2/18/2021,,,Under Investigation,6200 24TH AVE NW,SEATTLE,WA,98107,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001309-21CP,6200 24TH AVE NW,EATTLE, WA 98107 (47.67403175
001336-21CP,Complaint,Request,LandLord/Tenant,TRAO help,2/18/2021,,,Under Investigation,301 2ND AVE S,SEATTLE,WA,98104,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001336-21CP,301 2ND AVE S,EATTLE, WA 98104 (47.59986743
001341-21CP,Complaint,Request,Construction,TREE PROTECTION CONCERNS.TALL DOUGLAS FIRIN SIDE YARD 2/3OF WAY BACK FROMSTREET. HUGE PILEOF ROCKS PLACEDON PROTECTIVE FENCING.,2/18/2021,,,Under Investigation,8747 14TH AVE NW,SEATTLE,WA,98117,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001341-21CP,8747 14TH AVE NW,EATTLE, WA 98117 (47.69346541
001310-21CP,Complaint,Request,LandLord/Tenant,"Sewage leak on 2/10/2021.Management has not addressed the issue nor offerrelocation while my apt iscleaned.  I've been trying clean it up myself, but I'ma senior citizen with some limitations.  My refrigeratorand stove doesn't sealproperly.  My door is broken and unsecure, Managementis aware of all of theseissues, but won't do anything about them.  What are my rights?",2/18/2021,,,Under Investigation,9230 2ND AVE SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001310-21CP,9230 2ND AVE SW,EATTLE, WA 98106 (47.52025967
001333-21CP,Complaint,Request,LandLord/Tenant,TRAO help,2/17/2021,,,Under Investigation,8415 INVERNESS DR NE,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001333-21CP,8415 INVERNESS DR NE,EATTLE, WA 98115 (47.69055135
001259-21CP,Complaint,Request,Noise,"Late night/Early morning machinery being run, heavy objects being dropped and dragged at approx 3:16 - 4 AM in the morning.",2/17/2021,,,Under Investigation,2310 S LANE ST,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001259-21CP,2310 S LANE ST,EATTLE, WA 98144 (47.59737467
001470-21CP,Complaint,Request,Land Use,Per CSB: Safety rail missing at drug store parking lot . Sidewalk fall danger.,2/16/2021,,,Under Investigation,7200 RAINIER AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001470-21CP,7200 RAINIER AVE S,EATTLE, WA 98118 (47.53753834
001383-21CP,Complaint,Request,Land Use,"Per CSB: Junk Storage On 53rd Ave., South. (East side of the street.) Approximately 100 yards south of the intersection showing of 53rd Ave. south and S. Bangor St.",2/16/2021,,,Under Investigation,10610 53RD AVE S,SEATTLE,WA,98178,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001383-21CP,10610 53RD AVE S,EATTLE, WA 98178 (47.5056531
001231-21CP,Complaint,Request,Noise,"It is 2 am on a Sunday with 19 inches of snow on the ground and the crew at Key Arena is waking everyone in the neighborhood up. You would think that being its a holiday weekend,  a Sunday,  2 am and 10 inches of snow are on the ground they would shut the hell up....no.    what the actual f***. Why do we have noise ordinance laws if they are not enforced",2/14/2021,,,Under Investigation,305 HARRISON ST,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001231-21CP,305 HARRISON ST,EATTLE, WA 98109 (47.62141767
001192-21CP,Complaint,Request,Construction,"Tree Code Violation.  The lot at 12015 is being developed into two units.  As part of the construction process two large conifers have been fenced off for protection.  However, both trees are already in advanced state of decline.  These trees should not count toward meeting tree coverage codes.  They should be removed prior to construction completion - for easier access and less costly removal.  The construction company may have misrepresented the tree health in their permit.",2/11/2021,,,Under Investigation,12015 8TH AVE NE,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001192-21CP,12015 8TH AVE NE,EATTLE, WA 98125 (47.71637253
001162-21CP,Complaint,Request,Land Use,Per CSB; Per SPU: Dumping trash and appliance,2/10/2021,,,Under Investigation,2787 SW HARBOR AVE,,WA,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001162-21CP,"2787 SW HARBOR AVE, WA",,
001168-21CP,Complaint,Request,Land Use,PER CSB: JUNK STORAGEPHOTO LINKS:http://spot-moto-res.cloudinary.com/image/upload/v1612814065/seattle/production/qyclfpfg2du4vvcx67yy.jpghttp://servicerequest.seattle.gov/media/seattle/report/photos/601dd718e8964625623113e0/report.jpghttp://spot-moto-res.cloudinary.com/image/upload/v1612814075/seattle/production/y8nn1syscijaevjbca2n.jpghttp://spot-moto-res.cloudinary.com/image/upload/v1612814067/seattle/production/mof0gzmge7ufwiwqfogx.jpg,2/10/2021,,,Under Investigation,10616 53RD AVE S,SEATTLE,WA,98178,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001168-21CP,10616 53RD AVE S,EATTLE, WA 98178 (47.50554225
001132-21CP,Complaint,Request,Land Use,"VACANT LOTUNMAINTAINED, DUMPINGSTARTING TO OCCUR",2/9/2021,,,Under Investigation,7911 ASHWORTH AVE N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001132-21CP,7911 ASHWORTH AVE N,EATTLE, WA 98103 (47.68664696
001070-21CP,Complaint,Request,,"Our unit and the 3 units below us have had inconsistent, and frequently no, hot water. This has been happening since October. Management is aware of the problem but does not seem to actually be concerned with fixing it. Hot water is a health and safety issue, especially during a pandemic.",2/8/2021,,,Under Investigation,100 ROY ST,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001070-21CP,100 ROY ST,EATTLE, WA 98109 (47.62573815
001072-21CP,Complaint,Request,Land Use,PER CSB: This dumping area is growing with tires and other trash. I don't know if it's private or public.PHOTO LINK:http://servicerequest.seattle.gov/media/seattle/report/photos/60142dd4e89646256230652b/photo_20210129_074615.jpg,2/8/2021,,,Under Investigation,4423 S BARTON ST,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001072-21CP,4423 S BARTON ST,EATTLE, WA 98118 (47.52079846
001082-21CP,Complaint,Request,LandLord/Tenant,"My deposit was never refunded, nor have I receivedan itemized statement.  Also,management tacking onfees I don't agree with.",2/8/2021,,,Under Investigation,5240 UNIVERSITY WAY NE,SEATTLE,WA,98105,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001082-21CP,5240 UNIVERSITY WAY NE,EATTLE, WA 98105 (47.66761575
001061-21CP,Complaint,Request,LandLord/Tenant,TRAO Service Request for project #6761087-CN/#6761088-DM (6519 49th Ave SW) and #6762449-CN/#6762450-DM (6517 49th Ave SW),2/8/2021,,,Under Investigation,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001061-21CP,,,
001043-21CP,Complaint,Request,Land Use,Construction Debris Pile Stored on Front/Side Yard for Multiple Years,2/6/2021,,,Under Investigation,5045 31ST AVE S,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001043-21CP,5045 31ST AVE S,,
000998-21CP,Complaint,Request,Weeds,Per CSB; [SDOT: looks to be growing from the private property just west of the unopened alley here - Property ID: 0859000055] Sidewalk blocked totally,2/4/2021,,,Under Investigation,2420 SW TRENTON ST,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000998-21CP,2420 SW TRENTON ST,EATTLE, WA 98106 (47.52489287
000909-21CP,Complaint,Request,Vacant Building,"Exterior door to the stairs leading to the space above Bergman's Luggage (on the second floor) has been recently broken out and there are likely trespassers occupying the space.  Note, Bergman Luggage is at 1901 3 Av so the door in question may have an address of 1905 or 1907.   It appears that the entire building is vacant and distressed.",2/2/2021,,,Under Investigation,1901 3RD AVE,SEATTLE,WA,98101,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000909-21CP,1901 3RD AVE,EATTLE, WA 98101 (47.61165414
000927-21CP,Complaint,Request,LandLord/Tenant,"Per Online; TRAO - TRAO was incorrectly checked at application for permit 6792886-CN.  The site is a clear site with no structures, therefore no tenants on site.  Per SDCI reviewer, filing complaint to remove TRAO requirement.",2/2/2021,,,Under Investigation,821 S WASHINGTON ST,SEATTLE,WA,98104,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000927-21CP,821 S WASHINGTON ST,EATTLE, WA 98104 (47.60092633
000899-21CP,Complaint,Request,LandLord/Tenant,"Property has been sold and during this process we were expected to facilitate multiple showings of groups of people during the pandemic, without being able to leave our home because it is during the work day and we work from home.�Multiple tenants have not been okay with this and refused. We felt we had no choice but to let them in for the previous viewings. The old property owner (Paul) emailed to say he sold the business to a new person (George). Then a notice to enter app",2/1/2021,,,Under Investigation,6515 4TH AVE NE,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000899-21CP,6515 4TH AVE NE,EATTLE, WA 98115 (47.67622489
000853-21CP,Complaint,Request,Land Use,"Per Online; Someone is residing inside of the business, though it isn't a residence",1/30/2021,,,Under Investigation,3513 SW ALASKA ST,SEATTLE,WA,98126,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000853-21CP,3513 SW ALASKA ST,EATTLE, WA 98126 (47.56079415
000836-21CP,Complaint,Request,Weeds,PER FIND IT FIX IT APP:The only trees at this location seem to be on private property.  Trees planted do not allow to see when turning onto or crossing 50th. This is a difficult intersection anyway and needs a crosswalk but these trees pose a visual problem.,1/29/2021,,,Under Investigation,2506 N 50TH ST,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000836-21CP,2506 N 50TH ST,EATTLE, WA 98103 (47.66519134
000846-21CP,Complaint,Request,Noise,Very loud generator noise from Foss Tug beginning at 6 p.m. at nite. Last two days. Too loud for day or night hours . Cycles on and off. Vibrates whole house.,1/29/2021,,,Under Investigation,660 W ewing ST,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000846-21CP,660 W ewing ST,,
000802-21CP,Complaint,Request,Land Use,"There is an inoperable car which is against code parked in front of their garage and covered. We have made 2 additional complaints which have been closed by your team. One closure reason was that the owner would be allowed 2 weeks to resolve due to a missing part. That was ~2 years ago and the car still is in the same condition. The second was closed stating that the inoperable car was parked along the alley. That is inaccurate, the car is directly in front of the gara",1/28/2021,,,Under Investigation,4811 G S GRAHAM ST,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000802-21CP,4811 G S GRAHAM ST,EATTLE, WA 98118 (47.54485331
000829-21CP,Complaint,Request,Land Use,Per CSB;  Per SPU; Tons of garbage and debris dumped all over the parking lot. Such an eye sore and mess,1/28/2021,,,Under Investigation,5240 CALIFORNIA AVE SW,SEATTLE,WA,98136,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000829-21CP,5240 CALIFORNIA AVE SW,EATTLE, WA 98136 (47.55449068
000822-21CP,Complaint,Request,Weeds,PER FIND IT FIX IT APP:private property Weeds and sticker bushes covering the sidewalk,1/28/2021,,,Under Investigation,3823 23RD AVE SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000822-21CP,3823 23RD AVE SW,EATTLE, WA 98106 (47.56940215
000784-21CP,Complaint,Request,Land Use,"PER CSB: per SPU: active tent camping with note that we are sending the bags and yard waste on the ROW to contractor to remove.bags on the street, trash throughout vacant lot to the south: 1700 S DONOVAN ST Unauthorized camping",1/27/2021,,,Under Investigation,8617 17th AVE S,,WA,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000784-21CP,"8617 17th AVE S, WA (47.52617335, -122.31211196)",,
000751-21CP,Complaint,Request,LandLord/Tenant,TRAO inquiry,1/26/2021,,,Under Investigation,1919 QUEEN ANNE AVE N,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000751-21CP,1919 QUEEN ANNE AVE N,EATTLE, WA 98109 (47.6366287
000750-21CP,Complaint,Request,LandLord/Tenant,Rights inquiry,1/26/2021,,,Under Investigation,954 E UNION ST,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000750-21CP,954 E UNION ST,EATTLE, WA 98122 (47.61329668
000689-21CP,Complaint,Request,,"SEE #000327-20CP MOLD ISSEUE, LOW HOT WATER PRESSURE, ROOF LEAKING",1/25/2021,,,Under Investigation,416 N 36TH ST,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000689-21CP,416 N 36TH ST,EATTLE, WA 98103 (47.65230266
000710-21CP,Complaint,Request,Weeds,PER FIND IT FIX IT APP:Vegetation has overtaken sidewalk,1/23/2021,,,Under Investigation,4109 A DELRIDGE WAY SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000710-21CP,4109 A DELRIDGE WAY SW,EATTLE, WA 98106 (47.5662221
000706-21CP,Complaint,Request,LandLord/Tenant,TRAO help918 / 920 N 35TH ST,1/22/2021,,,Under Investigation,918 N 35TH ST,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000706-21CP,918 N 35TH ST,EATTLE, WA 98103 (47.65021776
000624-21CP,Complaint,Request,LandLord/Tenant,"AFTER 4 DAY TRIP, CAMEHOME TO LOCKS CHANGEDPER LANDLORD DECLAREDABANDONED.",1/22/2021,,,Under Investigation,2328 10TH AVE E,SEATTLE,WA,98102,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000624-21CP,2328 10TH AVE E,EATTLE, WA 98102 (47.64032321
000705-21CP,Complaint,Request,LandLord/Tenant,TRAO help,1/22/2021,,,Under Investigation,4802 DAYTON AVE N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000705-21CP,4802 DAYTON AVE N,EATTLE, WA 98103 (47.66382209
000702-21CP,Complaint,Request,LandLord/Tenant,ENTRY WITHOUT NOTICE,1/22/2021,,,Under Investigation,14100 LINDEN AVE N,SEATTLE,WA,98133,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000702-21CP,14100 LINDEN AVE N,EATTLE, WA 98133 (47.73157296
000576-21CP,Complaint,Request,Noise,Per Online; This noise complain concerns the construction site at 4120 Stone Way North... for some reason the address field on the website does not appear to accept any addresses on Stone Way.There is intermittent low frequency rumbling at night come from the construction site. It is loud enough to be hear/felt through a white noise machine and earplugs. Most days it starts between 5am and 6am and will run most of the day until around 10pm. I will also start up intermittentl,1/21/2021,,,Under Investigation,4120 STONE WAY N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000576-21CP,4120 STONE WAY N,EATTLE, WA 98103 (47.65752636
000608-21CP,Complaint,Request,Land Use,Per Online; Junk piles stored long-term in backyard that is adjacent to the alley.,1/21/2021,,,Under Investigation,4221 SW MYRTLE ST,SEATTLE,WA,98136,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000608-21CP,4221 SW MYRTLE ST,EATTLE, WA 98136 (47.53980317
