3/8/2021,21ENFCP00250ZON,Enforcement - Zoning Complaint,unregistered motor vehicles on the lot,"1579 STATE ST, Springfield MA 01109 United States",1579 STATE ST,In Process,exterior- unregistered vehicles on the lot
3/8/2021,21ENFCP00249ZON,Enforcement - Zoning Complaint,rooming house /bed and breakfest,"176 SPRINGFIELD ST, Springfield MA 01107 United States",176 SPRINGFIELD ST,Closed,rooming house/bed and breakfest
3/8/2021,21ENFCP00248ZON,Enforcement - Zoning Complaint,possible rooming house/bed and breakfest,"176 FLORIDA ST, Springfield MA 01109 United States",176 FLORIDA ST,Closed,possible rooming house/bed and breakfest
3/8/2021,21ENFCP-00405HS,Enforcement  - Housing Complaint,No heat,"313 ORANGE ST, APT 3, Springfield MA 01108 United States",313 ORANGE ST,Closed,CLOSE - Duplicate -  Emergency
3/8/2021,21ENFCP-00404HS,Enforcement  - Housing Complaint,"Emergency-no heat, no running water in the shower","313 ORANGE ST, 1st floor, Springfield MA 01108 United States",313 ORANGE ST,Closed,"CLOSE - Duplicate - Emergency-no heat, no running water in the shower"
3/8/2021,21ENFCP00247ZON,Enforcement - Zoning Complaint,referred by PMCCARTHY: 03/08/2021  possible fire condemnation  - PLM Inspection contacts: null null,"53 TURNBULL ST, Springfield MA 01104 United States",53 TURNBULL ST,Closed,Referral: 03/08/2021  possible fire condemnation  - PLM
3/8/2021,21ENFCP00053PLM,Enforcement - Plumbing Complaint,referred by PMCCARTHY: 03/08/2021  possible fire condemnation  - PLM  Inspection contacts: null null,"53 TURNBULL ST, Springfield MA 01104 United States",53 TURNBULL ST,Pending,Referral: 03/08/2021  possible fire condemnation  - PLM
3/8/2021,21ENFCP00065ELE,Enforcement - Electrical Complaint,referred by PMCCARTHY: 03/08/2021  possible fire condemnation  - PLM  Inspection contacts: null null,"53 TURNBULL ST, Springfield MA 01104 United States",53 TURNBULL ST,Violations,Referral: 03/08/2021  possible fire condemnation  - PLM
3/8/2021,21ENFCP00074BLD,Enforcement - Building Complaint,referred by PMCCARTHY: 03/08/2021  possible fire condemnation  - PLM  Inspection contacts: null null,"53 TURNBULL ST, Springfield MA 01104 United States",53 TURNBULL ST,Pending,Referral: 03/08/2021  possible fire condemnation  - PLM
3/8/2021,21ENFCP-00403HS,Enforcement  - Housing Complaint,Fire Condemnation,"53 TURNBULL ST, Springfield MA 01104 United States",53 TURNBULL ST,Close Related Records,Fire Condemnation
3/5/2021,21ENFCP-00402HS,Enforcement  - Housing Complaint,Litter,"42 CHESTER ST, Springfield MA 01105",42 CHESTER ST,Closed,Litter
3/5/2021,21ENFCP00246ZON,Enforcement - Zoning Complaint,"Commercial vehicle over 10,000 lbs GVW","175 WALNUT ST, Springfield MA 01109 United States",175 WALNUT ST,In Process,"commercial vehicle over 10,000 lbs GVW"
3/5/2021,21ENFCP-00401HS,Enforcement  - Housing Complaint,Bed bugs infestation in the apartment.,"66 MILLER ST, APT 2R, Springfield MA 01108 United States",66 MILLER ST,Online Submittal,Bed bugs.
3/5/2021,21ENFCP00245ZON,Enforcement - Zoning Complaint,referred by MROWTHAM: Possible rooming house at single-family dwelling. Inspection 3/5/21 Inspection contacts: Troy Tanner 413-687-8487,"34 BROWN ST, Springfield MA 01109 United States",34 BROWN ST,In Process,Rooming house
3/5/2021,21ENFCP00052PLM,Enforcement - Plumbing Complaint,referred by MROWTHAM: Rehab work being inside single family dwelling and no plumbing permits pulled. Inspection 3/5/21  Inspection contacts: Troy Tanner 413-687-8487,"34 BROWN ST, Springfield MA 01109 United States",34 BROWN ST,Violations,PLUMBING VIOLATIONS
3/5/2021,21ENFCP00064ELE,Enforcement - Electrical Complaint,referred by MROWTHAM: Electrical being done inside dwelling with no electrical permits pulled. Inspection 3/5/21  Inspection contacts: Troy Tanner 413-687-8487,"34 BROWN ST, Springfield MA 01109 United States",34 BROWN ST,Violations,Referral: Electrical being done inside dwelling with no electrical permits pulled. Inspection 3/5/21
3/5/2021,21ENFCP00073BLD,Enforcement - Building Complaint,referred by MROWTHAM: Heavy rehab work going on inside dwelling unit with no building permits and Sheetrock being done-Inspection 3/5/21  Inspection contacts: Troy Tanner 413-687-8487,"34 BROWN ST, Springfield MA 01109 United States",34 BROWN ST,Pending,Referral: Heavy rehab work going on inside dwelling unit with no building permits and Sheetrock being done-Inspection 3/5/21
3/5/2021,21ENFCP-00400HS,Enforcement  - Housing Complaint,Tenant called reporting that he's been without heating probably the entire winter.  He reported that he has talked to the owner mulitple times about the issue and he hasn't fixed it.  He said owner is using propane gas for heat and is giving him headaches and chest pains; he's also asthmatic.  Tenant also reported that the electricity is on/off from having too many heaters in the house.  Tenant also reported that there's garbage all over the place.,"34 BROWN ST, Springfield MA 01109 United States",34 BROWN ST,Violations,No Heat
3/5/2021,21ENFCP-00399HS,Enforcement  - Housing Complaint,"Full Gen, Unreg , trash, rubbish","192 LEYFRED TE, Springfield MA 01108 United States",192 LEYFRED TE,Closed,"Full Gen, Unreg , trash, rubbish"
3/5/2021,21ENFCP-00398HS,Enforcement  - Housing Complaint,Exterior Inspection,"372 ORANGE ST, Springfield MA 01108",372 ORANGE ST,Closed,Exterior Inspection
3/5/2021,21ENFCP-00397HS,Enforcement  - Housing Complaint,3/5/21 - Tenant Cancelled Inspection - Also stated she is sick and was not a good time for an inspection - See inspectors notes - Close per DCNO  HEAT  ON THE  SECOND  FLOOR  / RADIATOR IS CRACKED - 3 MONTHS AGO MAINTENANCE TURNED IT OFF  ( 2 CHILDREN OVER 6 IN THE HOUSE ) FLOOR IS  UNEVEN IN THE KITCHEN   EVERY THING  NEEDS TO BE PROPPED UP  IE STOVE AND SINK PIPES  - CALLER  IS CONCERNED  ABOUT  MOLD,"51 GREENLEAF ST, Springfield MA 01108 United States",51 GREENLEAF ST,Closed,NO HEAT  SECOND FLOOR / KITCHEN SINK PIPES PROPPED UP/ STOVE IS PROPPED UP
3/5/2021,21ENFCP-00396HS,Enforcement  - Housing Complaint,next door neighbor called reporting that house on 41 Terrance street burned down about a year ago and now mice are coming into her house.,"41 TERRENCE ST, Springfield MA 01109 United States",41 TERRENCE ST,Closed,House Burned down
3/4/2021,21ENFCP-00395HS,Enforcement  - Housing Complaint,Litter,"0 MASSASOIT ST, Springfield MA 01107",0 MASSASOIT ST,Closed,Litter
3/4/2021,21ENFCP-00394HS,Enforcement  - Housing Complaint,"A lot of Glass, tires and clutter in yard.","65 PROSPECT ST, Springfield MA 01107 United States",65 PROSPECT ST,Closed,Exterior
3/4/2021,21ENFCP-00393HS,Enforcement  - Housing Complaint,Exterior Inspection,"44 REVERE ST, Springfield MA 01108",44 REVERE ST,Closed,Exterior Inspection
3/4/2021,21ENFCP00051PLM,Enforcement - Plumbing Complaint,"referred by MTUCKEY: Red tagged boiler ,  Inspection contacts: Virgen Ramos 4135574807","70 ALEXANDER ST, UNIT 2nd FL, Springfield MA 01107 United States",70 ALEXANDER ST,Pending,"Referral: Red tagged boiler ,"
3/4/2021,21ENFCP00244ZON,Enforcement - Zoning Complaint,Fence in disrepair etc,"651 SUMNER AV, Springfield MA 01108",651 SUMNER AV,In Process,
3/4/2021,21ENFCP-00392HS,Enforcement  - Housing Complaint,RODENTS  ARE  IN THE  CABINETS  - BUT  ALL THE TRAPS  WERE ON THE  FLOOR  THEY  ARE  BEHIND THE WALLS EVERY WHERE   2  CHILDREN UNDER 6 CALLER  HAS BEEN COMPLAINING FOR OVER A YEAR  TO SPA SENT UP ANOTHER COMPLAINT  3/3/21,"589 BAY ST, APT b, Springfield MA 01109 United States",589 BAY ST,Online Submittal,MICE / RATS    EATING ALL THE  FOOD
3/4/2021,21ENFCP-00391HS,Enforcement  - Housing Complaint,Proactive Litter,"1458 STATE ST, Springfield MA 01109",1458 STATE ST,Closed,Litter
3/4/2021,21ENFCP00072BLD,Enforcement - Building Complaint,EXPIRED PERMITS WITH OUTSTANDING VIOLATIONS FOR NON COMPLETION OF WORK; ATTACHED GARAGE AND SECOND FLOOR RECONFIGURATION; FRONT PORCH; SINGLE FAMILY DWELLING,"72 SKY RIDGE DR, Springfield MA 01128 United States",72 SKY RIDGE DR,Violations,BUILDING VIOLATIONS
3/4/2021,21ENFCP00243ZON,Enforcement - Zoning Complaint,,"1283 CAREW ST, Springfield MA 01104",1283 CAREW ST,In Process,RECREATIONAL VEHICLE OVER 20FT
3/4/2021,21ENFCP-00390HS,Enforcement  - Housing Complaint,Tenant reported that she has talked to the landlord about the mice that are in her apt. and they haven't done anything yet.  She also reported that there's too much trash everywhere due to not having enough trash barrels.,"17 SUMNER AV, #7, Springfield MA 01108 United States",17 SUMNER AV,Online Submittal,Mice
3/4/2021,21ENFCP00242ZON,Enforcement - Zoning Complaint,truck repairs on the property-flatbeds on the property along with other type of commercial trucks on the property-running some type of business,"120 DEVENS ST, Springfield MA 01151 United States",120 DEVENS ST,Closed,general-exterior
3/4/2021,21ENFCP-00389HS,Enforcement  - Housing Complaint,MRVP Unit 1 Left Contact Alberto 413-219-4901,"282 CENTRAL ST, 1 Left, Springfield MA 01105 United States",282 CENTRAL ST,Closed,MRVP Unit 1Left
3/3/2021,21ENFCP-00388HS,Enforcement  - Housing Complaint,Tenant called reporting that he has been waiting for a year for his front door to be fixed.  He says hinges are rotten and in case of an emergency cannot use the door because it falls.  He also reported that the kitchen floor is sinking.  He has reported the problem multiple times and landlords don't do anything about it.,"33 WENDELL PL, 1st floor, Springfield MA 01105 United States",33 WENDELL PL,Re-Inspection,Interior fixings
3/3/2021,21ENFCP-00387HS,Enforcement  - Housing Complaint,Unregistered Vehicles,"246 CENTRAL ST, Springfield MA 01105",246 CENTRAL ST,Closed,Unreg
3/3/2021,21ENFCP-00386HS,Enforcement  - Housing Complaint,tenant called reporting that she's been without hot water for 2 days.  She said she's called the landlord and they tell her they're working on it but nothing's happened yet.  She also reported there's insufficient heat in the apt; gets really cold at night.,"226 PEARL ST, 2R, Springfield MA 00000 United States",226 PEARL ST,Closed,Interior/ No hot water and insufficient heat
3/3/2021,21ENFCP-00385HS,Enforcement  - Housing Complaint,Litter,"246 MILL ST, Springfield MA 01105",246 MILL ST,Online Submittal,
3/3/2021,21ENFCP-00384HS,Enforcement  - Housing Complaint,Overgrown trees/bushes. Peeling paint House/garage. Falling down Antenna. Cracked/Broken Windows. Dead/Rotten City Tree.,"67 SUNAPEE ST, Springfield MA 01108 United States",67 SUNAPEE ST,Closed,general-exterior
3/3/2021,21ENFCP00241ZON,Enforcement - Zoning Complaint,Fence erected in front yard (not allowed in Res A zone property),"139 QUAKER RD, Springfield MA 01118",139 QUAKER RD,In Process,
3/3/2021,21ENFCP-00383HS,Enforcement  - Housing Complaint,REFRIGERATOR  NOT  WORKING  SINCE  1/15/21MICE  IN TH  WALLS     OWNER  LIVES  DOWN STAIRS,"99 GROVER ST, APT 2nd floor, Springfield MA 01104 United States",99 GROVER ST,Re-Inspection,2nd flr - REFRIGERATOR  NOT  WORKING  /  MICE IN THE WALLS
3/3/2021,21ENFCP-00382HS,Enforcement  - Housing Complaint,Exterior Inspection,"115 BELVIDERE ST, Springfield MA 01108",115 BELVIDERE ST,Closed,Exterior Inspection
3/3/2021,21ENFCP-00381HS,Enforcement  - Housing Complaint,Bed Bugs,"135 BELMONT AV, APT 1 R Rear, Springfield MA 01108 United States",135 BELMONT AV,Online Submittal,Apt #1R - General Inspection
3/3/2021,21ENFCP-00380HS,Enforcement  - Housing Complaint,Unregistered Vehicles,"54 DEXTER ST, Springfield MA 01105",54 DEXTER ST,Closed,Unregistered Vehicles
3/3/2021,21ENFCP00240ZON,Enforcement - Zoning Complaint,referred by MROWTHAM: Possible rooming house with padlock on bedroom doors throughout Inspection 3/3/21 Inspection contacts: Ruby Stroman 4135077314,"89 KENYON ST, APT 2nd floor, Springfield MA 01109 United States",89 KENYON ST,Violations,Dumping and inoperable motor vehicle
3/3/2021,21ENFCP00050PLM,Enforcement - Plumbing Complaint,"referred by MTUCKEY: Boiler not working , defective . Condemnation. Of dwelling unit by m.t on 3/4/21  Inspection contacts: Magdalena Santiago 413-218-7939","126 LOWELL ST, APT 2nd floor, Springfield MA 01107 United States",126 LOWELL ST,Inspection,PLUMBING VIOLATIONS
3/3/2021,21ENFCP00063ELE,Enforcement - Electrical Complaint,"referred by MTUCKEY: Exposed wires in multiple spots . Electric water heater recently installed with exposed wiring . Property being condemned , post unit by M.T on 3/4/21  Inspection contacts: Magdalena Santiago 4132187939","126 LOWELL ST, APT 2nd floor, Springfield MA 01107 United States",126 LOWELL ST,Violations,"Referral: Exposed wires in multiple spots . Electric water heater recently installed with exposed wiring . Property being condemned , post unit by M.T on 3/4/21"
3/3/2021,21ENFCP00239ZON,Enforcement - Zoning Complaint,referred by MMCNULTY: Car Parked on the grass Inspection contacts: null null,"219 MORTON ST, Springfield MA 01119 United States",219 MORTON ST,In Process,Referral: Car Parked on the grass
3/3/2021,21ENFCP00049PLM,Enforcement - Plumbing Complaint,referred by MROWTHAM: Illegal plumbing connections in basement around hot water tanks and expose asbestos around furnace. Inspection 3/3/21  Inspection contacts: Ruby Stroman 4135077314,"89 KENYON ST, APT 2nd floor, Springfield MA 01109 United States",89 KENYON ST,Violations,PLUMBING VIOLATIONS
3/3/2021,21ENFCP00062ELE,Enforcement - Electrical Complaint,referred by MROWTHAM: Exposed electrical panels in basement impossible electrical wiring exposed in basement. Inspection 3/3/21  Inspection contacts: Ruby Stroman 4135077314,"89 KENYON ST, APT 2nd floor, Springfield MA 01109 United States",89 KENYON ST,Violations,Referral: Exposed electrical panels in basement impossible electrical wiring exposed in basement. Inspection 3/3/21
3/3/2021,21ENFCP00071BLD,Enforcement - Building Complaint,referred by MROWTHAM: Front porches in steps structurally unsound broken. Inspection 3/3/21  Inspection contacts: Ruby Stroman 4135077314,"89 KENYON ST, APT 2nd floor, Springfield MA 01109 United States",89 KENYON ST,Pending,BUILDING VIOLATION
3/3/2021,21ENFCP-00379HS,Enforcement  - Housing Complaint,The bath tub leaks and mold in bathroom. There is insufficient heat in the apartment There are mice in the apartment. initial,"100 MILL ST, Unit 1L, Springfield MA 01105 United States",100 MILL ST,Re-Inspection,Initial
3/3/2021,21ENFCP-00378HS,Enforcement  - Housing Complaint,Exterior Inspection,"719 BELMONT AV, Springfield MA 01108",719 BELMONT AV,Closed,Exterior Inspection
3/3/2021,21ENFCP-00377HS,Enforcement  - Housing Complaint,Exterior Inspection,"17 FAIRMOUNT ST, Springfield MA 01108",17 FAIRMOUNT ST,Closed,Exterior Inspection
3/3/2021,21ENFCP-00376HS,Enforcement  - Housing Complaint,Litter,"0 THOMPSON ST, Springfield MA 01109 United States",0 THOMPSON ST,Violations,Litter
3/3/2021,21ENFCP-00375HS,Enforcement  - Housing Complaint,Full General Inspection and Run all Utilities - per DC,"219 MORTON ST, Springfield MA 01119 United States",219 MORTON ST,Violations,Full General Inspection
3/3/2021,21ENFCP-00374HS,Enforcement  - Housing Complaint,"The bedroom ceiling is leaking. Please call before deployment,","33 LONGHILL ST, 1R, Springfield MA 01108 United States",33 LONGHILL ST,Violations,Unit #1R - ceiling leaking
3/3/2021,21ENFCP00061ELE,Enforcement - Electrical Complaint,Electrical COMPLAINT,"469 BOSTON RD, Springfield MA 01119 United States",469 BOSTON RD,Violations,Electrical COMPLAINT
3/2/2021,21ENFCP-00373HS,Enforcement  - Housing Complaint,No heat.,"126 LOWELL ST, APT 2nd floor, Springfield MA 01107 United States",126 LOWELL ST,Refer to Court,No heat
3/2/2021,21ENFCP-00372HS,Enforcement  - Housing Complaint,No heat,"91 SUMNER AV, APT 4, Springfield MA 01108 United States",91 SUMNER AV,Closed,Unit #4 - Emergency- No heat
3/2/2021,21ENFCP-00371HS,Enforcement  - Housing Complaint,"No heat, no smoke or carbon monoxide detectors, no lock on front door, front steps broken up.","89 KENYON ST, APT 2nd floor, Springfield MA 01109 United States",89 KENYON ST,Refer to Court,2nd flr - No heat and other issues
3/2/2021,21ENFCP-00370HS,Enforcement  - Housing Complaint,Exterior Inspection,"606 SUMNER AV, Springfield MA 01108",606 SUMNER AV,Violations,Exterior Inspection
3/2/2021,21ENFCP00060ELE,Enforcement - Electrical Complaint,referred by MROWTHAM: Defective electric baseboard heaters throughout dwelling unit  and burnt outlet in second-floor bedroom. Inspection-3/2/21  Inspection contacts: Brenda Trujillo 4132229647,"515 UNION ST, Springfield MA 01109 United States",515 UNION ST,Violations,Referral: Defective electric baseboard heaters throughout dwelling unit  and burnt outlet in second-floor bedroom. Inspection-3/2/21
3/2/2021,21ENFCP-00369HS,Enforcement  - Housing Complaint,Full General re-written from 19enfcp-02087 & 19ENFCP-01950 - PLM,"1206 ST JAMES AV, Springfield MA 01104 United States",1206 ST JAMES AV,Re-Inspection,Full General
3/2/2021,21ENFCP00238ZON,Enforcement - Zoning Complaint,Illegal tractor trailer storage lot,"491 ALLEN ST, Springfield MA 01118",491 ALLEN ST,In Process,
3/2/2021,21ENFCP00237ZON,Enforcement - Zoning Complaint,Unreg/inoperative motor vehicles etc,"1461 SOUTH BRANCH PW, Springfield MA 01129",1461 SOUTH BRANCH PW,In Process,
3/2/2021,21ENFCP00070BLD,Enforcement - Building Complaint,COMPLAINT PER SPD AND STEVE,"471 BOSTON RD, Springfield MA 01119 United States",471 BOSTON RD,Violations,BUILDING VIOLATIONS-PER SPD & STEVE
3/2/2021,21ENFCP-00368HS,Enforcement  - Housing Complaint,"There's no thermostat, no heat in the kitchen, kitchen heater is not working, it's sparks all the time, tenant is afraid is going to caught up on fire. Not enough heat in the bedrooms, it goes on and off, it's off most of the time. There's kids between 7-17 years (5 kids)","515 UNION ST, Springfield MA 01109 United States",515 UNION ST,Ticket/Fine,No heat-
3/2/2021,21ENFCP-00367HS,Enforcement  - Housing Complaint,Unregistered Vehicle,"36 GREENACRE SQ, Springfield MA 01105",36 GREENACRE SQ,Closed,Unregistered Vehicle
3/2/2021,21ENFCP-00366HS,Enforcement  - Housing Complaint,There is a refrigerator on the back porch.  It is from the second floor tenant.,"318 FRANKLIN ST, Springfield MA 01104 United States",318 FRANKLIN ST,Online Submittal,refirator
3/2/2021,21ENFCP-00365HS,Enforcement  - Housing Complaint,The closet is not insulated. There are hole in the bedroom walls. The is a hole in the living ceiling. The pipes from the second floor are exposed and are leaking. There is trash blocking the back entrance.03/23/21 - Sent Demand for Access to owner and tenant,"37 SILVER ST, Springfield MA 01107 United States",37 SILVER ST,Closed,"holes in walls, trash, pipes leaking"
3/2/2021,21ENFCP-00364HS,Enforcement  - Housing Complaint,Unreg MV,"90 SYLVAN ST, Springfield MA 01108",90 SYLVAN ST,Violations,Unreg MV
3/2/2021,21ENFCP-00363HS,Enforcement  - Housing Complaint,MRVPContact - Robert Caudle #413-433-7466,"1440 WORCESTER ST, 2nd flr, Springfield MA 01151 United States",1440 WORCESTER ST,Closed,2nd flr - MRVP
3/2/2021,21ENFCP-00362HS,Enforcement  - Housing Complaint,"Tenant called reporting that she's been having heating issues in her apt.  She says that heat isn't evenly distributed throughout the house; one room really warm other rooms extremely cold.  She said she's complained about it to landlord but hasn't fixed the issue.  Tenant also reported carbon monoxide level readings extremely high, which is dangerous; she has a 6 year old son.  Tenant also reported there's some mold in attic  that is getting into the bathroom.","56 CAMPECHI ST, 56, Springfield MA 01104 United States",56 CAMPECHI ST,Violations,Interior/ Insufficient Heat
3/2/2021,21ENFCP00059ELE,Enforcement - Electrical Complaint,referred by CHOPPIE: 3/2/2021 Water leaking into light switch re-inspection 3/4/2021  Inspection contacts: Eddy Lluveras 8608167859,"5 Temple ST, APT 003, Springfield MA 01105 United States",5 Temple ST,Violations,Referral: 3/2/2021 Water leaking into light switch re-inspection 3/4/2021
3/2/2021,21ENFCP-00361HS,Enforcement  - Housing Complaint,"Rodents infestation, There's something wrong with the water heater, they only have like 10 minutes of hot water then it goes freezing water. Management said they can only fit a timed water heater in that area.","6 Cortland ST, UNIT 3rd Fl, Springfield MA 01109 United States",6 Cortland ST,Online Submittal,Interior
3/2/2021,21ENFCP00236ZON,Enforcement - Zoning Complaint,2021 license review,"712 BOSTON RD, Springfield MA 01119 United States",712 BOSTON RD,Closed,2021 license review
3/2/2021,21ENFCP-00360HS,Enforcement  - Housing Complaint,DeNovo03/02/21 - Sent to court - per Atty Scott Brown request - See Denovo email,"383 WATER ST, Springfield MA 01151 United States",383 WATER ST,Inspection,DeNovo
3/2/2021,21ENFCP-00359HS,Enforcement  - Housing Complaint,"boat in the yard, resting against neighbors fence along with pile of wood-swimming pool in the  yard, unknown about a permit","247 ARNOLD AV, Springfield MA 01119 United States",247 ARNOLD AV,Online Submittal,general-exterior
3/1/2021,21ENFCP00048PLM,Enforcement - Plumbing Complaint,referred by MROWTHAM: Back up in tub and toilet and water leak coming from ceiling into basement from unknown source. Inspection 3/2/21 @ 9:30 am  Inspection contacts: DEBRA COLEMAN 413-273-4347,"86 OAK GROVE AV, APT 1ST, Springfield MA 01109 United States",86 OAK GROVE AV,Pending,Referral: Back up in tub and toilet and water leak coming from ceiling into basement from unknown source. Inspection 3/2/21 @ 9:30 am
3/1/2021,21ENFCP00058ELE,Enforcement - Electrical Complaint,referred by MROWTHAM: Electrical fire inside dwelling unit and expose wiring in the basement. Inspection 3/2/21 @ 9:30 am  Inspection contacts: DEBRA COLEMAN 413-273-4347,"86 OAK GROVE AV, APT 1ST, Springfield MA 01109 United States",86 OAK GROVE AV,Pending,Referral: Electrical fire inside dwelling unit and expose wiring in the basement. Inspection 3/2/21 @ 9:30 am
3/1/2021,21ENFCP00069BLD,Enforcement - Building Complaint,BUILDING VIOLATION,"86 OAK GROVE AV, APT 1ST, Springfield MA 01109 United States",86 OAK GROVE AV,Pending,BUILDING VIOLATION
3/1/2021,21ENFCP00068BLD,Enforcement - Building Complaint,referred by MTUCKEY: Roof re-shingles without building permit. Reinspect by my on 4/1//21  Inspection contacts: Patricia Henderson 413-636-2266,"32 EVERETT ST, APT 1 FL., Springfield MA 01104 United States",32 EVERETT ST,Pending,Referral: Roof re-shingles without building permit. Reinspect by my on 4/1//21
3/1/2021,21ENFCP-00358HS,Enforcement  - Housing Complaint,Active leaking trough light fixtures on the hallway. This is an ongoing situation that's been actively leaking fir the past 2 months. management is aware of it but is doing nothing to fix it.,"5 Temple ST, APT 003, Springfield MA 01105 United States",5 Temple ST,Ticket/Fine,Apt #003 - Active leaking-light fixtures
3/1/2021,21ENFCP-00357HS,Enforcement  - Housing Complaint,TOILET BACKED  UP  //  WATER IS RUNNING DOWN THE WALLS  FROM  SECOND  FLOOR//  2 WEEKS AGO THERE WAS A FIRE FROM  BAD  WIRING  SOME OF THE WIRING HAS BEEN FIXED  BUT  THE  AREA  IS STILL EXPOSE  ( WALL HAS AN OPENING ),"86 OAK GROVE AV, APT 1ST, Springfield MA 01109 United States",86 OAK GROVE AV,Violations,TOILET BACKED  UP / WATER RUNNING DOWN THE WALLS / OPEN WALL AREA
3/1/2021,21ENFCP00057ELE,Enforcement - Electrical Complaint,COMPLAINT  DRYER FIRE,"537 NASSAU DR, Springfield MA 00000 United States",537 NASSAU DR,Violations,COMPLAINT DRYER FIRE
3/1/2021,21ENFCP-00356HS,Enforcement  - Housing Complaint,Bulk Items,"19 HAYDEN AV, Springfield MA 01109 United States",19 HAYDEN AV,Violations,Bulk items / Unreg
3/1/2021,21ENFCP-00355HS,Enforcement  - Housing Complaint,Litter,"49 SCHOOL ST, Springfield MA 01105",49 SCHOOL ST,Closed,litter
3/1/2021,21ENFCP-00354HS,Enforcement  - Housing Complaint,Walkway not cleared of snow and ice,"0 NORMAN ST, Springfield MA 01104",0 NORMAN ST,Closed,Walkway not cleared of snow and ice
3/1/2021,21ENFCP-00353HS,Enforcement  - Housing Complaint,Interior Fire Damage,"537 NASSAU DR, Springfield MA 00000",537 NASSAU DR,Re-Inspection,Interior Fire Damage
3/1/2021,21ENFCP-00352HS,Enforcement  - Housing Complaint,Interior Fire Damage,"541 NASSAU DR, Springfield MA 00000",541 NASSAU DR,Re-Inspection,Interior Fire Damage
3/1/2021,21ENFCP00056ELE,Enforcement - Electrical Complaint,referred by CBENNETT: Possible cross metering.Exposed wires. Reinspect 3/29 10:00  Inspection contacts: null null,"57 HOLLYWOOD ST, 3rd, Springfield MA 01108 United States",57 HOLLYWOOD ST,Pending,Referral: Possible cross metering.Exposed wires. Reinspect 3/29 10:00
3/1/2021,21ENFCP-00351HS,Enforcement  - Housing Complaint,Exterior Inspection,"3 VENTURA ST, Springfield MA 01108",3 VENTURA ST,Violations,Exterior Inspection
3/1/2021,21ENFCP00047PLM,Enforcement - Plumbing Complaint,referred by PMCCARTHY: possible fire condemnation  w/ MG on 03/01 - PLM  Inspection contacts: null null,"539 NASSAU DR, Springfield MA 00000 United States",539 NASSAU DR,Violations,Referral: possible fire condemnation  w/ MG on 03/01 - PLM
