3/26/2020,CC-2020-01625,Code Complaint,a small strip of land on the south side of La France St NE between 1463 La France St NE and Lowry St NE that is becoming very overgrown and unsightly.,"1463 LA FRANCE ST NE, COMMON AREA, ATLANTA GA 30307",Referred to Staff Research,Property Maintenance,1463 LA FRANCE ST NE,1463,LA FRANCE ,ST,NE
3/16/2021,CC-2021-01258,Code Complaint,Opened case due to new ownership. Cross reference case: : CC-2019-00265,"1464 NORTHWEST DR NW, ATLANTA GA 30318",Assigned to Officer,Property Maintenance,1464 NORTHWEST DR NW,1464,NORTHWEST ,DR,NW
1/2/2020,CC-2020-00014,Code Complaint,junk trash& debris,"1465 HOWELL MILL RD NW, ATLANTA GA 30318",No Violation Found,Property Maintenance,1465 HOWELL MILL RD NW,1465,HOWELL MILL ,RD,NW
2/13/2020,CC-2020-00918,Code Complaint,Retaining wall along the edge of the ditch behind City Park Townhomes is completely compromised by plant growth. Concern is structural integrity of the retaining wall.,"1465 NORTHSIDE DR NW, ATLANTA GA 30318",No Violation Found,Property Maintenance,1465 NORTHSIDE DR NW,1465,NORTHSIDE ,DR,NW
1/29/2021,CC-2021-00378,Code Complaint,"stated all the lightings are blown out and not been replaced, the elevators are malfunctioning, one of the hallways has exposed wires and there was a flood near the wiring. The Property maintenance is no to code with will lit areas and repairs","1465 NORTHSIDE DR NW, ATLANTA GA 30318",Unable to Gain Entry,Property Maintenance,1465 NORTHSIDE DR NW,1465,NORTHSIDE ,DR,NW
9/21/2020,CC-2020-04787,Code Complaint,"Open & Vacant / Broken Windows/ Exterior Structure Damages / Basement window opens / Rodent infestation / Possible foundation issues, definite moisture problems around the exterior of the house, badly broken siding and peeling exterior paint, the roof has at least two large holes that are only covered up by a single black trash bag, and a host of other issues. Junk Trash & Debris","1466 AVON AVE SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1466 AVON AVE SW,1466,AVON ,AVE,SW
12/8/2020,CC-2020-06121,Code Complaint,Junk vehicle; overgrowth,"1466 CONNALLY AVE SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1466 CONNALLY AVE SW,1466,CONNALLY ,AVE,SW
9/28/2020,CC-2020-04923,Code Complaint,"Junk, Trash and Debris, and Overgrowth on the front and side of the property","1466 VENETIAN DR SW, ATLANTA GA 30311",Notice Mailed,Property Maintenance,1466 VENETIAN DR SW,1466,VENETIAN ,DR,SW
12/7/2020,CC-2020-06108,Code Complaint,JTD/ damaged fence,"1467 RYAN ST SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1467 RYAN ST SW,1467,RYAN ,ST,SW
11/4/2020,CC-2020-05680,Code Complaint,Squatters on the front porch. For months at least 2-3 people squatting on the front porch. The individuals regularly expose themselves and urinate/defecate in the front yard. Accumulation of trash/waste on/in front porch/yard/sidewalk.,"1468 BEECHER ST SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1468 BEECHER ST SW,1468,BEECHER ,ST,SW
12/29/2020,CC-2020-06432,Code Complaint,Overgrowth in the rear of property,"1468 CHIPLEY ST NE, ATLANTA GA 30307",Notice Mailed,Property Maintenance,1468 CHIPLEY ST NE,1468,CHIPLEY ,ST,NE
11/24/2020,CC-2020-05947,Code Complaint,"parking on the grass, junk vehicle, junk trash debris- EDAVIS","1468 LUCILE AVE SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1468 LUCILE AVE SW,1468,LUCILE ,AVE,SW
7/6/2020,CC-2020-03176,Code Complaint,caller wants to report overgrowth on a vacant property,"1468 WEST NORTH AVE NW, ATLANTA GA 30318",Notice Mailed,Property Maintenance,1468 WEST NORTH AVE NW,1468,WEST NORTH ,AVE,NW
12/7/2020,CC-2020-06106,Code Complaint,JTD/OV,"1471 OLIVE ST SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1471 OLIVE ST SW,1471,OLIVE ,ST,SW
8/3/2020,CC-2020-03753,Code Complaint,"JUNK VEHICLE PARKED ON THE GRASS, JUNK TRASH DEBRIS-EDAVIS","1474 LUCILE AVE SW, ATLANTA GA 30310",Notice-Clerical,Property Maintenance,1474 LUCILE AVE SW,1474,LUCILE ,AVE,SW
2/15/2021,CC-2021-00585,Code Complaint,"Junk, trash, & debris and Junk Vehicles in the yard.-PER M. CULBRETH-EDAVIS","1474 VENETIAN DR SW, ATLANTA GA 30311",Notice Mailed,Property Maintenance,1474 VENETIAN DR SW,1474,VENETIAN ,DR,SW
4/15/2020,CC-2020-01855,Code Complaint,junk vehicle; basement door unsecured; trash and debris; specialized vehicle parked in front yard (camper); possibly working on vehicles in residential area (report specialized vehicle and illegal auto repairs to Office of Zoning if required),"1476 ANDREWS ST NW, ATLANTA GA 30314",Complied,Highly Hazardous,1476 ANDREWS ST NW,1476,ANDREWS ,ST,NW
4/1/2020,CC-2020-01682,Code Complaint,JTD carport and rear. Vehicles parked on grass./ CLBurdin,"1476 MONTEEL DR NW, ATLANTA GA 30318",Complied,Property Maintenance,1476 MONTEEL DR NW,1476,MONTEEL ,DR,NW
7/16/2020,CC-2020-03398,Code Complaint,"Junk, Trash & Debris  from chicken and dogs","1476 MONTEEL DR NW, ATLANTA GA 30318",Notice Mailed,Property Maintenance,1476 MONTEEL DR NW,1476,MONTEEL ,DR,NW
7/23/2020,CC-2020-03557,Code Complaint,Anonymous caller called to report code enforcement violations Junk Trash Debris,"1478 BEECHER ST SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1478 BEECHER ST SW,1478,BEECHER ,ST,SW
12/29/2020,CC-2020-06405,Code Complaint,JTD/ JV,"1481 ALMONT DR SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1481 ALMONT DR SW,1481,ALMONT ,DR,SW
12/7/2020,CC-2020-06098,Code Complaint,Junk vehicle; parking on grass,"1481 OLIVE ST SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1481 OLIVE ST SW,1481,OLIVE ,ST,SW
2/16/2021,CC-2021-00602,Code Complaint,Overgrowth and Missing  (Unreadable) House numbers on the premises.- PER M. CULBRETH-EDAVIS,"1481 VENETIAN DR SW, ATLANTA GA 30311",Notice Mailed,Property Maintenance,1481 VENETIAN DR SW,1481,VENETIAN ,DR,SW
2/15/2021,CC-2021-00579,Code Complaint,Excessive overgrowth and parking on the grass.,"1482 VENETIAN DR SW, ATLANTA GA 30311",Notice Mailed,Property Maintenance,1482 VENETIAN DR SW,1482,VENETIAN ,DR,SW
4/7/2020,CC-2020-01743,Code Complaint,Building 9 Raw Sewage coming out the building,"1483 ARTHUR LANGFORD JR PL SW, ATLANTA GA 30315",Complied,Highly Hazardous,1483 ARTHUR LANGFORD JR PL SW,1483,ARTHUR LANGFORD JR ,PL,SW
2/5/2020,CC-2020-00730,Code Complaint,"hole in wall behind toilet ,outside near air unit raw sewage","1483 ARTHUR LANGFORD JR PL SW, ATLANTA GA 30315",No Violation Found,Highly Hazardous,1483 ARTHUR LANGFORD JR PL SW,1483,ARTHUR LANGFORD JR ,PL,SW
2/17/2020,CC-2020-00986,Code Complaint,No power or heat in apartment A8,"1483 ARTHUR LANGFORD JR PL SW, ATLANTA GA 30315",No Violation Found,Highly Hazardous,1483 ARTHUR LANGFORD JR PL SW,1483,ARTHUR LANGFORD JR ,PL,SW
2/24/2021,CC-2021-00789,Code Complaint,"Reports that there are termites eating away at her walls inside her unit and she reports that she is unable to receive her mail, because the apartments have not provided any type of mailbox for residents. UNIT B83","1483 ARTHUR LANGFORD JR PL SW, ATLANTA GA 30315",Research Return to Clerical,Highly Hazardous,1483 ARTHUR LANGFORD JR PL SW,1483,ARTHUR LANGFORD JR ,PL,SW
11/17/2020,CC-2020-05858,Code Complaint,"Unit # 11-10no screens on the bathroom windows, crack in the bedroom ceiling, missing kitchen cabinets","1483 ARTHUR LANGFORD JR PL SW, ATLANTA GA 30315",Unable to Gain Entry,Property Maintenance,1483 ARTHUR LANGFORD JR PL SW,1483,ARTHUR LANGFORD JR ,PL,SW
1/23/2020,CC-2020-00440,Code Complaint,Unit 64  No water,"1483 ARTHUR LANGFORD JR PL SW, ATLANTA GA 30315",No Violation Found,Highly Hazardous,1483 ARTHUR LANGFORD JR PL SW,1483,ARTHUR LANGFORD JR ,PL,SW
3/17/2021,CC-2021-01294,Code Complaint,Opened case due to new ownership; cross reference case: CC-2019-00996,"1483 WELLSWOOD DR SE, ATLANTA GA 30315",Assigned to Officer,Property Maintenance,1483 WELLSWOOD DR SE,1483,WELLSWOOD ,DR,SE
12/7/2020,CC-2020-06109,Code Complaint,"Junk, trash, debris; failure to post assigned house numbers; flaking paint; junk vehicle in driveway","1485 RYAN ST SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1485 RYAN ST SW,1485,RYAN ,ST,SW
9/10/2020,CC-2020-04567,Code Complaint,Downed tree in the back yard,"1488 MONTEEL DR NW, ATLANTA GA 30318",No Violation Found,Property Maintenance,1488 MONTEEL DR NW,1488,MONTEEL ,DR,NW
10/12/2020,CC-2020-05135,Code Complaint,"VACANT LOT, OVERGROWTH, JUNK TRASH DEBRIS-EDAVIS","1491 MEMORIAL DR SE, ATLANTA GA 30317",Notice Mailed,Property Maintenance,1491 MEMORIAL DR SE,1491,MEMORIAL ,DR,SE
1/22/2020,CC-2020-00414,Code Complaint,Vacant house for over 1 year.  Windows are busted out. / CLBurdin,"1492 AKRIDGE ST NW, ATLANTA GA 30314",Referred to Staff Research,Highly Hazardous,1492 AKRIDGE ST NW,1492,AKRIDGE ,ST,NW
3/10/2021,CC-2021-01131,Code Complaint,Case created due to CC-2019-06549 being closed (new ownership). *Dilapidated,"1495 RALPH D ABERNATHY BLVD SW, ATLANTA GA 00000",Assigned to Officer,Highly Hazardous,1495 RALPH D ABERNATHY BLVD SW,1495,RALPH D ABERNATHY ,BLVD,SW
6/11/2020,CC-2020-02750,Code Complaint,"caller advised og, trees hanging in right of way scratching vehicles","1495 WELLSWOOD DR SE, ATLANTA GA 30315",Complied,Property Maintenance,1495 WELLSWOOD DR SE,1495,WELLSWOOD ,DR,SE
1/16/2020,CC-2020-00332,Code Complaint,junk trash and debris (tree stumps) / CLBurdin,"1498 NASH RD NW, ATLANTA GA 30331",Complied,Property Maintenance,1498 NASH RD NW,1498,NASH ,RD,NW
3/11/2020,CC-2020-01449,Code Complaint,Inspector Jeter reports: Parking on Grass/ non- all weather surface/KTurner,"1500 LANGSTON AVE SW, ATLANTA GA 30310",Complied,Property Maintenance,1500 LANGSTON AVE SW,1500,LANGSTON ,AVE,SW
8/19/2020,CC-2020-04103,Code Complaint,dumping on property/building partially burned,"1500 MURPHY AVE SW, ATLANTA GA 30310",Notice Mailed,Highly Hazardous,1500 MURPHY AVE SW,1500,MURPHY ,AVE,SW
1/19/2021,CC-2021-00217,Code Complaint,Ms Westbrook called about debris and trash in front yard and property is over grown.,"1501 AVON AVE SW, ATLANTA GA 30311",No Violation Found,Property Maintenance,1501 AVON AVE SW,1501,AVON ,AVE,SW
4/1/2020,CC-2020-01672,Code Complaint,"JUNK TRASH DEBRIS (FRONT AND REAR), PARKING ON GRASS-EDAVIS","1501 MONTEEL DR NW, ATLANTA GA 30318",No Violation Found,Property Maintenance,1501 MONTEEL DR NW,1501,MONTEEL ,DR,NW
8/6/2020,CC-2020-03820,Code Complaint,ceiling has fallen in in the laundry room and bedroom and its leaking in the living room and the floor is caving  in ..in the kitchen and laundray room and rats are coming in thru there,"1503 MOZLEY PL SW, ATLANTA GA 30314",Extension Approved,Highly Hazardous,1503 MOZLEY PL SW,1503,MOZLEY ,PL,SW
10/8/2020,CC-2020-05089,Code Complaint,Discarded furniture on front lawn- PER TJ ENGLISH-EDAVIS,"1504 MARY GEORGE AVE NW, ATLANTA GA 30318",Complied,Property Maintenance,1504 MARY GEORGE AVE NW,1504,MARY GEORGE ,AVE,NW
2/10/2021,CC-2021-00531,Code Complaint,"Construction debris, rubbish, trash, refuse, and other discarded material on vacant lot near Beecher St SW and Cascade-","1505 BEECHER ST SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1505 BEECHER ST SW,1505,BEECHER ,ST,SW
2/24/2020,CC-2020-01124,Code Complaint,"caller calls and advised that there this a white cargo van that is blocking the sidewalk as well as the view of drivers, and it has been sitting there for 1 month and  a half and there is also a blue car in the yard that is inoperable.","1505 BOLTON RD NW, ATLANTA GA 30331",Citation Initiated,Property Maintenance,1505 BOLTON RD NW,1505,BOLTON ,RD,NW
2/18/2020,CC-2020-01014,Code Complaint,open and vacant/ JTD,"1507 SYLVAN RD SW, ATLANTA GA 30310",Referred to Staff Research,Highly Hazardous,1507 SYLVAN RD SW,1507,SYLVAN ,RD,SW
11/4/2020,CC-2020-05676,Code Complaint,"Excessive junk trash and debris, Junk vehicle, parking on grass and overgrowth.","1509 AVON AVE SW, ATLANTA GA 30311",Notice Mailed,Property Maintenance,1509 AVON AVE SW,1509,AVON ,AVE,SW
11/5/2020,CC-2020-05702,Code Complaint,"Luke Ellington called to report code enforcement violation Over Growth  on the property side of Dixie and Memorial Drive, Wood fence bushes are blocking the ROW","1509 STONE GATE LN SE, ATLANTA GA 30317",Closed,Property Maintenance,1509 STONE GATE LN SE,1509,STONE GATE ,LN,SE
9/2/2020,CC-2020-04411,Code Complaint,overgrown grass has rats and snakes in the back yard,"1509 WESTVIEW DR SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1509 WESTVIEW DR SW,1509,WESTVIEW ,DR,SW
5/29/2020,CC-2020-02514,Code Complaint,"Junk, Trash & Debris dumped in the rear of the property","1510 AVON AVE SW, ATLANTA GA 30311",Notice Mailed,Property Maintenance,1510 AVON AVE SW,1510,AVON ,AVE,SW
3/2/2020,CC-2020-01243,Code Complaint,junk vehicle in back yard /  CLBurdin,"1510 OLYMPIAN WAY SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1510 OLYMPIAN WAY SW,1510,OLYMPIAN ,WAY,SW
2/15/2021,CC-2021-00584,Code Complaint,"Junk, trash,& debris on the premises. PER M. CULBRETH-EDAVIS","1511 BEECHER ST SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1511 BEECHER ST SW,1511,BEECHER ,ST,SW
12/18/2020,CC-2020-06300,Code Complaint,Citizen calling to report an issue for junk vehicles all over this property. tt.,"1515 HOWELL MILL RD NW, ATLANTA GA 30318",Notice Mailed,Property Maintenance,1515 HOWELL MILL RD NW,1515,HOWELL MILL ,RD,NW
3/2/2021,CC-2021-00887,Code Complaint,"Junk trash debris, damage structure","1515 JONESBORO RD SE, ATLANTA GA 30315",Notice Mailed,Property Maintenance,1515 JONESBORO RD SE,1515,JONESBORO ,RD,SE
9/25/2020,CC-2020-04894,Code Complaint,overgrowth and outside storage,"1516 SOUTH GORDON ST SW, ATLANTA GA 30310",Citation Stop Scheduled,Property Maintenance,1516 SOUTH GORDON ST SW,1516,SOUTH GORDON ,ST,SW
8/26/2020,CC-2020-04262,Code Complaint,reporting junk vehicles,"1520 BOULEVARD LORRAINE SW, ATLANTA GA 30311",Complied,Property Maintenance,1520 BOULEVARD LORRAINE SW,1520,BOULEVARD ,LORRAINE,SW
11/13/2020,CC-2020-05809,Code Complaint,Flooding,"1521 PEACHTREE ST NE, ATLANTA GA 30309",No Violation Found,Highly Hazardous,1521 PEACHTREE ST NE,1521,PEACHTREE ,ST,NE
9/2/2020,CC-2020-04406,Code Complaint,"Completely overgrown for months, if not a year!","1521 SYLVAN RD SW, ATLANTA GA 30310",Complied,Property Maintenance,1521 SYLVAN RD SW,1521,SYLVAN ,RD,SW
3/3/2021,CC-2021-00970,Code Complaint,Case created due to CC-2019-04849 being closed (new ownership). *Overgrowth,"1525 MONTREAT PL SW, ATLANTA GA 30311",Assigned to Officer,Property Maintenance,1525 MONTREAT PL SW,1525,MONTREAT ,PL,SW
12/7/2020,CC-2020-06096,Code Complaint,Several junk vehicles parked on grass,"1526 ALMA ST SW, ATLANTA GA 30311",Notice Mailed,Property Maintenance,1526 ALMA ST SW,1526,ALMA ,ST,SW
2/5/2020,CC-2020-00717,Code Complaint,"Caller stated the house has dumpster in the front yard that has been there for months and it is over flowing with trash. Caller called buildings and they stated this permit expired and the house is now deemed as abandon again, and to file a code enforcement complaint","1527 1ST ST NE, ATLANTA GA 30307",Extension Denied,Property Maintenance,1527 1ST ST NE,1527,1ST ,ST,NE
8/31/2020,CC-2020-04368,Code Complaint,"caller advised vacant property , lots of OG, fallen tree","1527 WILLIS MILL RD SW, ATLANTA GA 30311",Citation Initiated,Property Maintenance,1527 WILLIS MILL RD SW,1527,WILLIS MILL ,RD,SW
11/24/2020,CC-2020-05963,Code Complaint,Junk trash debris: Overgrowth: Junk Vehicle :  Parking On Grass,"1528 OLYMPIAN WAY SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1528 OLYMPIAN WAY SW,1528,OLYMPIAN ,WAY,SW
9/14/2020,CC-2020-04605,Code Complaint,Overgrowthm JTD and garbage smell/nabrown,"1529 BOLTON RD NW, ATLANTA GA 30331",Notice Mailed,Property Maintenance,1529 BOLTON RD NW,1529,BOLTON ,RD,NW
10/21/2020,CC-2020-05324,Code Complaint,Construction debris strewn in the front yards of all four homes under construction. No dumpster on site.,"1529 ELLEBY RD SE, ATLANTA GA 30315",Notice Mailed,Property Maintenance,1529 ELLEBY RD SE,1529,ELLEBY ,RD,SE
10/27/2020,CC-2020-05428,Code Complaint,open and vacant the front door is wide open and there is junk trash and debris inthe yard,"1529 MONTREAT PL SW, ATLANTA GA 30311",Notice Mailed,Highly Hazardous,1529 MONTREAT PL SW,1529,MONTREAT ,PL,SW
9/4/2020,CC-2020-04464,Code Complaint,Junk Vehicle/ Parking on the lawn/ Overgrowth,"1531 ALDER CT SE, ATLANTA GA 30317",Notice Mailed,Property Maintenance,1531 ALDER CT SE,1531,ALDER ,CT,SE
3/1/2021,CC-2021-00868,Code Complaint,"Case created due to CC-2019-05316 being closed (new ownership). Premises littered w/ accumulation of trash, debris, garbage, or refuse","1531 CAMPBELLTON RD SW, ATLANTA GA 30311",Notice Mailed,Property Maintenance,1531 CAMPBELLTON RD SW,1531,CAMPBELLTON ,RD,SW
9/9/2020,CC-2020-04539,Code Complaint,vacant home/debris/mattresses/ rodents /overgrowth,"1531 GLENROCK DR NW, ATLANTA GA 30318",Notice Mailed,Property Maintenance,1531 GLENROCK DR NW,1531,GLENROCK ,DR,NW
5/8/2020,CC-2020-02201,Code Complaint,"Junk, Trash and Debris with Overgrowth","1531 JOSEPH E BOONE BLVD NW, ATLANTA GA 30314",Notice Mailed,Property Maintenance,1531 JOSEPH E BOONE BLVD NW,1531,JOSEPH E BOONE ,BLVD,NW
3/24/2020,CC-2020-01610,Code Complaint,Overgrowth behind 429 Mcwilliams ave se,"1535 MARBUT AVE SE, ATLANTA GA 30316",Complied,Property Maintenance,1535 MARBUT AVE SE,1535,MARBUT ,AVE,SE
1/14/2021,CC-2021-00173,Code Complaint,Junk tires and discarded furniture in front yard,"1540 ALDER LN SW, ATLANTA GA 30311",Complied,Property Maintenance,1540 ALDER LN SW,1540,ALDER ,LN,SW
3/5/2021,CC-2021-01047,Code Complaint,"Who Called: Ms. CodyReason for Call: Reporting that excessive stacks of mattresses are in the backyard at this property. Info Given: A residential or commercial property that has extensive junk, trash or debris on the property itself is in violation of the housing code for the City of Atlanta. The Code Enforcement section of the Atlanta Police Department handles these violations on residential properties.Provide customer with the Accela case number, inspection date, and contact information for the Code Enforcement Officer SR#:  1197069620","1541 NORTH AVE NW, ATLANTA GA 30318",Closed,Property Maintenance,1541 NORTH AVE NW,1541,NORTH ,AVE,NW
11/4/2020,CC-2020-05694,Code Complaint,Fallen tree in front yard Junk trash and debris,"1545 LOCH LOMOND TRL SW, ATLANTA GA 30331",Assigned to Officer,Property Maintenance,1545 LOCH LOMOND TRL SW,1545,LOCH LOMOND ,TRL,SW
1/22/2020,CC-2020-00424,Code Complaint,"Open and Vacant,Junk Trash * Debris","1546 ALMA ST SW, ATLANTA GA 30311",Referred to Staff Research,Highly Hazardous,1546 ALMA ST SW,1546,ALMA ,ST,SW
2/22/2021,CC-2021-00743,Code Complaint,junk vehicle in yard,"1546 NORTH AVE NW, ATLANTA GA 30318",Research Return to Clerical,Property Maintenance,1546 NORTH AVE NW,1546,NORTH ,AVE,NW
12/7/2020,CC-2020-06105,Code Complaint,Debris in front yard; vacant dwelling boarded in excess of six months; vacant dwelling not boarded to minimum specifications; failure to post assigned house numbers,"1549 ALMA ST SW, ATLANTA GA 30311",Notice Mailed,Property Maintenance,1549 ALMA ST SW,1549,ALMA ,ST,SW
4/15/2020,CC-2020-01830,Code Complaint,"OPEN AND VACANT, BOARDED OVER 6 MONTHS & JUNK, TRASH & DEBRIS","1549 BEECHER ST SW, ATLANTA GA 30310",Complied,Highly Hazardous,1549 BEECHER ST SW,1549,BEECHER ,ST,SW
12/17/2020,CC-2020-06264,Code Complaint,There is a very overgrown lot across from United rental on Northwest Dr. there is a for sale sign by Keller Williams on the lot that is about to fall down the lot and the sign is an eye sore to the community,"1550 NORTHWEST DR NW, ATLANTA GA 30331",No Violation Found,Property Maintenance,1550 NORTHWEST DR NW,1550,NORTHWEST ,DR,NW
7/9/2020,CC-2020-03224,Code Complaint,"Open & Vacant / Overgrowth / Junk, Trash & Debris / Exterior Structure Damages","1552 DONALD LEE HOLLOWELL HWY NW, ATLANTA GA 00000",Notice Mailed,Highly Hazardous,1552 DONALD LEE HOLLOWELL HWY NW,1552,DONALD LEE HOLLOWELL ,HWY,NW
4/15/2020,CC-2020-01835,Code Complaint,dilapidated vacant structure,"1555 DEAUVILLE CT NW, ATLANTA GA 30318",Complied,Property Maintenance,1555 DEAUVILLE CT NW,1555,DEAUVILLE ,CT,NW
3/31/2020,CC-2020-01668,Code Complaint,Illegal items dumped on the vacant lot from 1553 Orlando,"1556 ORLANDO ST SW, ATLANTA GA 30311",Notice Mailed,Property Maintenance,1556 ORLANDO ST SW,1556,ORLANDO ,ST,SW
10/5/2020,CC-2020-05027,Code Complaint,No Utilities / Generator Running at the property,"1557 JONESBORO RD SE, ATLANTA GA 00000",Complied,Highly Hazardous,1557 JONESBORO RD SE,1557,JONESBORO ,RD,SE
8/3/2020,CC-2020-03762,Code Complaint,overgrowth and tree fell in yard / CLBurdin,"1557 PINEVIEW TER SW, ATLANTA GA 00000",Notice Mailed,Property Maintenance,1557 PINEVIEW TER SW,1557,PINEVIEW ,TER,SW
10/16/2020,CC-2020-05265,Code Complaint,"Junk,Trash & Debris","1558 BOULEVARD LORRAINE SW, ATLANTA GA 30311",Transferred to Another Agency,Property Maintenance,1558 BOULEVARD LORRAINE SW,1558,BOULEVARD ,LORRAINE,SW
10/13/2020,CC-2020-05168,Code Complaint,Wall is crumbling into neighboring driveway,"1558 MARTIN L KING JR DR SW, ATLANTA GA 30314",Notice Mailed,Property Maintenance,1558 MARTIN L KING JR DR SW,1558,MARTIN L KING JR ,DR,SW
3/11/2021,CC-2021-01175,Code Complaint,"Case created due to CC-2019-05470 being closed (new ownership). *Junk, Trash & Debris*Overgrowth*Missing House Numbers*No Gutter Downspouts*Deteriorated Roof*Missing Porch Railings*Missing Exterior Siding*Missing Steps*Boarded 6+ Months*Not Boarded to Specifications*Missing Exterior Bricks","1563 PAXON ST SE, ATLANTA GA 30317",Assigned to Officer,Property Maintenance,1563 PAXON ST SE,1563,PAXON ,ST,SE
8/26/2020,CC-2020-04265,Code Complaint,junk cars,"1568 BOULEVARD LORRAINE SW, ATLANTA GA 30311",Notice Mailed,Property Maintenance,1568 BOULEVARD LORRAINE SW,1568,BOULEVARD ,LORRAINE,SW
12/28/2020,CC-2020-06356,Code Complaint,Damaged Gutters: Overgrowth : No House Numbers,"1569 OLYMPIAN WAY SW, ATLANTA GA 30310",Notice Mailed,Property Maintenance,1569 OLYMPIAN WAY SW,1569,OLYMPIAN ,WAY,SW
12/28/2020,CC-2020-06350,Code Complaint,called in to report trees down on this vacant property,"1570 NISKEY LAKE RD SW, ATLANTA GA 30331",Assigned to Officer,Property Maintenance,1570 NISKEY LAKE RD SW,1570,NISKEY LAKE ,RD,SW
1/20/2021,CC-2021-00242,Code Complaint,open/vacant  overflowing dumpster at the rear (of off ally) overgrowth  trash & debris   squatters,"1570 WESTWOOD AVE SW, ATLANTA GA 30310",Notice Mailed,Highly Hazardous,1570 WESTWOOD AVE SW,1570,WESTWOOD ,AVE,SW
