Closed,construction without a permit,922 F St,,6/18/2020
Closed,construction without a permit,2114 Ahlers Ave,,6/18/2020
Closed,construction without a permit,212 W 6th St,,6/18/2020
Closed,construction without a permit,212 N Tower Ave,,6/10/2020
Closed,construction without a permit,111 Purvis,,3/2/2020
Closed,construction without a permit,601 Yew St,,6/5/2020
Closed,construction without a permit,111 Purvis Ave Cent.,,6/8/2020
Closed,construction without a permit,616 Grove St,,6/4/2020
Closed,construction without a permit,1705 N Tower ,,6/5/2020
Closed,construction without a permit,312 S Gold St,,6/5/2020
Closed,construction without a permit,1005 W 1St St,,6/3/2020
Closed,construction without a permit,0 E Bridge St,,6/3/2020
Closed,construction without a permit,1110 K St,,6/2/2020
Closed,construction without a permit,1108 E Street,,6/2/2020
Closed,construction without a permit,1309 St Helens,,6/2/2020
Closed,construction without a permit,0 River Heights,,5/29/2020
Closed,construction without a permit,1304 Rhobina St,,5/28/2020
Closed,construction without a permit,2711 Howard Ave,,5/26/2020
Closed,construction without a permit,402 W Roanoke St,,5/26/2020
Closed,construction without a permit,1011 N Washington,,5/27/2020
Closed,construction without a permit,219 N Rock St,,5/22/2020
Closed,construction without a permit,507 N Iron St ,,5/21/2020
Closed,construction without a permit,1918 Harrison #36 ,,5/20/2020
Closed,construction without a permit,2224 N Pearl St ,,5/20/2020
Closed,construction without a permit,508 N Iron,,5/19/2020
Closed,construction without a permit, 1016 H St ,,5/19/2020
Closed,construction without a permit,1002 S Tower,,5/19/2020
Closed,construction without a permit,1112 Long Rd. #19,,5/8/2020
Closed,construction without a permit,112 Margaret Meadows D,,5/14/2020
Closed,construction without a permit,305 E Summa St,,5/13/2020
Closed,construction without a permit,1117 W 1st St,,5/8/2020
Closed,construction without a permit,1814 Taylor ST,,5/8/2020
Closed,construction without a permit,1901 N Tower,,5/7/2020
Open,construction without a permit,216 S Cedar St,,5/6/2020
Closed,construction without a permit,802 W 1st ,,5/6/2020
Closed,construction without a permit,314 Hemlock St,,5/5/2020
Closed,construction without a permit,1612 Military Rd,,5/5/2020
Closed,construction without a permit,1308 Central,,5/4/2020
Closed,construction without a permit,1202 Ham Hill Rd,,5/25/2020
Closed,construction without a permit,401 S Oak St,,4/30/2020
Closed,construction without a permit,103 E Hanson,,4/28/2020
Closed,construction without a permit,525 N. Iron,,4/23/2020
Closed,construction without a permit,0 ECKERSON RD OFF,,4/21/2020
Closed,construction without a permit,335 W Summa St,,4/20/2020
Closed,construction without a permit,708 H St,,4/15/2020
Closed,construction without a permit,310 E Magnolia St,,4/17/2020
Closed,construction without a permit,2515 N Pearl St Spc#7,,4/15/2020
Closed,construction without a permit,1402 Reynolds,,4/16/2020
Closed,construction without a permit,2340 Harrison Ave,,4/16/2020
Closed,construction without a permit,2318 Harrison Ave,,4/16/2020
Closed,construction without a permit,402 Dowing Rd ,,4/15/2020
Closed,construction without a permit,402 Downing Rd ,,4/15/2020
Closed,construction without a permit,2310 Sirkka Ave,,4/15/2020
Closed,construction without a permit,2327 Eureka Ave ,,4/16/2020
Closed,construction without a permit,1515 Windsor Ave,,4/15/2020
Closed,construction without a permit,2400 Cooks Hill Rd,,3/20/2020
Closed,construction without a permit,321 Latona St,,3/23/2020
Closed,construction without a permit,809 S Gold St ,,3/23/2020
Closed,construction without a permit,1212 Alexander St,,3/20/2020
Closed,construction without a permit,1219 Alexander St,,3/18/2020
Closed,construction without a permit,310 W Pear St,,3/18/2020
Closed,construction without a permit,517 S Pearl,,3/13/2020
Closed,construction without a permit,1601 Winterwood Dr ,,3/12/2020
Closed,construction without a permit,1110 K St,,3/11/2020
Closed,construction without a permit,3628 Cooks Hill Rd,,3/11/2020
Closed,construction without a permit,504 S Rock St,,3/10/2020
Closed,construction without a permit,103 W Alaska Way,,3/9/2020
Closed,construction without a permit,707 W Chestnut St,,3/3/2020
Closed,construction without a permit,2113 N Pearl St ,,2/28/2020
Closed,construction without a permit,827 S Tower,,2/26/2020
Closed,construction without a permit,530 K St,,2/26/2020
Closed,construction without a permit,309 Spruce St 311,,2/14/2020
Closed,construction without a permit,924 G St ,,2/14/2020
Closed,construction without a permit,1805 Shamrock Dr,,2/13/2020
Closed,construction without a permit,505 S Tower,,2/4/2020
Closed,construction without a permit,702 Harrison Ave,,2/3/2020
Closed,construction without a permit,615 Yew St,,1/28/2020
Closed,construction without a permit,423 E Main,,1/23/2020
Closed,construction without a permit,1303 Bayne Ave.,,1/22/2020
Closed,construction without a permit,214 Jackson St,,1/21/2020
Closed,construction without a permit,203 M St ,,1/16/2020
Closed,construction without a permit,614 K St,,1/16/2020
Closed,construction without a permit,1101 Creekside Crt,,1/16/2020
Closed,construction without a permit, 510 HEMLOCK ST,,1/10/2020
Closed,construction without a permit,2416 N Pearl St. ,,1/8/2020
Closed,construction without a permit,509 Yew St,,1/8/2020
Closed,construction without a permit,1929 Ahlers Ave ,,1/2/2020
Closed,construction without a permit,1114 W Chestnut St,,12/30/2019
Closed,construction without a permit,1311 Crescent Ave,,1/1/2020
Closed,construction without a permit,3320 Borst Ave ,,1/3/2020
