"251 BARTLETT PL, ELGIN 9565",In Progress,,,,8/5/2020,304.2 - PROTECTIVE TREATMENT,NSV20-010191,251,BARTLETT,PL,ELGIN,9565
"251 BARTLETT PL, ELGIN 9565",In Progress,,,,8/5/2020,304.6 - EXTERIOR WALLS,NSV20-010190,251,BARTLETT,PL,ELGIN,9565
"251 BARTLETT PL, ELGIN 9565",In Progress,,,,8/5/2020,304.7 - ROOFS AND DRAINAGE,NSV20-010196,251,BARTLETT,PL,ELGIN,9565
"251 BARTLETT PL, ELGIN 9565",In Progress,,,,8/6/2020,20.08.010 - HISTORIC DISTRICT NOTICE,NSV20-010204,251,BARTLETT,PL,ELGIN,9565
"251 COLLEGE ST, ELGIN 435",In Progress,,,,8/10/2020,112.1 - STOP WORK ORDER,NSV20-010291,251,COLLEGE,ST,ELGIN,435
"251 COLLEGE ST, ELGIN 435",In Progress,,,,8/10/2020,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV20-010290,251,COLLEGE,ST,ELGIN,435
"253 N PORTER ST, ELGIN 376",In Progress,,,,1/14/2020,19.45.065 - COMMERCIAL VEHICLES & TRAILERS PROHIBITED,NSV20-003938,253,PORTER,ST,ELGIN,376
"253 N PORTER ST, ELGIN 376",In Progress,,,,1/14/2020,302.7 - ACCESSORY STRUCTURES,NSV20-003939,253,PORTER,ST,ELGIN,376
"253 N PORTER ST, ELGIN 376",In Progress,,,,1/14/2020,304.8 - DECORATIVE FEATURES,NSV20-003941,253,PORTER,ST,ELGIN,376
"253 N PORTER ST, ELGIN 376",In Progress,,,,1/14/2020,9.36.030 - STORAGE OF JUNK,NSV20-003940,253,PORTER,ST,ELGIN,376
"253 N SPRING ST, ELGIN 1300",In Progress,,,,10/9/2020,105.3 - REQUIRED TESTING,NSV20-013997,253,SPRING,ST,ELGIN,1300
"253 N SPRING ST, ELGIN 1300",In Progress,,,,10/9/2020,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV20-013996,253,SPRING,ST,ELGIN,1300
"254 S LYLE AVE, ELGIN 13160",In Progress,,,,2/8/2021,108.1.3 - STRUCTURE UNFIT FOR HUMAN OCCUPANCY,NSV21-017688,254,LYLE,AVE,ELGIN,13160
"254 S LYLE AVE, ELGIN 13160",In Progress,,,,3/12/2021,302.7 - ACCESSORY STRUCTURES,NSV21-018476,254,LYLE,AVE,ELGIN,13160
"254 S LYLE AVE, ELGIN 13160",In Progress,,,,3/12/2021,302.8 - MOTOR VEHICLES,NSV21-018475,254,LYLE,AVE,ELGIN,13160
"254 S LYLE AVE, ELGIN 13160",In Progress,,,,3/12/2021,304.7 - ROOFS AND DRAINAGE,NSV21-018474,254,LYLE,AVE,ELGIN,13160
"254 S LYLE AVE, ELGIN 13160",In Progress,,,,3/12/2021,604.3 - ELECTRICAL SYSTEM HAZARDS,NSV21-018477,254,LYLE,AVE,ELGIN,13160
"254 S LYLE AVE, ELGIN 13160",In Progress,,,,3/12/2021,9.36.030 - STORAGE OF JUNK,NSV21-018479,254,LYLE,AVE,ELGIN,13160
"255 CENTER ST, ELGIN 2228",In Progress,,,,3/23/2021,302.1 - EXTERIOR PROPERTY; SANITATION,NSV21-018793,255,CENTER,ST,ELGIN,2228
"255 CENTER ST, ELGIN 2228",In Progress,,,,3/23/2021,304.15 - DOORS,NSV21-018797,255,CENTER,ST,ELGIN,2228
"255 CENTER ST, ELGIN 2228",In Progress,,,,3/23/2021,305.4 - STAIRS AND WALKING SURFACES,NSV21-018798,255,CENTER,ST,ELGIN,2228
"255 CENTER ST, ELGIN 2228",In Progress,,,,3/23/2021,9.24.040 (A) - GARBAGE AND/OR RECYCLING TOTE(S) OUT,NSV21-018795,255,CENTER,ST,ELGIN,2228
"255 CENTER ST, ELGIN 2228",In Progress,,,,3/23/2021,9.36.030 - STORAGE OF JUNK,NSV21-018796,255,CENTER,ST,ELGIN,2228
"255 MOSELEY ST, ELGIN 15244",In Progress,,,,4/9/2021,302.10 - RESIDENTIAL STORAGE,NSV21-019366,255,MOSELEY,ST,ELGIN,15244
"257 S CLIFTON AVE, ELGIN 18457",In Progress,,,,12/14/2020,302.10 - RESIDENTIAL STORAGE,NSV20-016567,257,CLIFTON,AVE,ELGIN,18457
"257 ADAMS ST, ELGIN 13978",In Progress,,,,11/23/2020,302.7 - ACCESSORY STRUCTURES,NSV20-016055,257,ADAMS,ST,ELGIN,13978
"257 RAYMOND ST, ELGIN 9287",In Progress,,,,3/4/2021,9.36.030 - STORAGE OF JUNK,NSV21-018239,257,RAYMOND,ST,ELGIN,9287
"257 VILLA ST, ELGIN 28718",In Progress,,,,3/9/2021,105.1 - PERMIT REQUIRED,NSV21-018353,257,VILLA,ST,ELGIN,28718
"257 VILLA ST, ELGIN 28718",In Progress,,,,3/9/2021,20.08.010 - HISTORIC DISTRICT NOTICE,NSV21-018354,257,VILLA,ST,ELGIN,28718
"258 JEFFERSON AVE, ELGIN 2154",In Progress,,,,4/29/2021,9.36.030 - STORAGE OF JUNK,NSV21-019904,258,JEFFERSON,AVE,ELGIN,2154
"259 WAVERLY DR, ELGIN 4761",In Progress,,,,3/12/2021,19.45.065 - COMMERCIAL VEHICLES & TRAILERS PROHIBITED,NSV21-018469,259,WAVERLY,DR,ELGIN,4761
"259 BROOK ST, ELGIN 966",In Progress,,,,4/8/2021,9.24.040 (A) - GARBAGE AND/OR RECYCLING TOTE(S) OUT,NSV21-019343,259,BROOK,ST,ELGIN,966
"259 BROOK ST, ELGIN 966",In Progress,,,,4/8/2021,9.36.030 - STORAGE OF JUNK,NSV21-019342,259,BROOK,ST,ELGIN,966
"260 PERCY ST, ELGIN 9210",In Progress,,,,11/30/2020,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV20-016156,260,PERCY,ST,ELGIN,9210
"262 N SPRING ST, ELGIN 22243",In Progress,,,,2/24/2021,6.37.060 F - LICENSE INSPECTION REQUIRED,NSV21-017968,262,SPRING,ST,ELGIN,22243
"262 SUMMIT ST, ELGIN 2162",In Progress,,,,1/6/2021,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV21-017016,262,SUMMIT,ST,ELGIN,2162
"263 DUPAGE ST, ELGIN 8073",In Progress,,,,7/20/2020,304.6 - EXTERIOR WALLS,NSV20-009911,263,DUPAGE,ST,ELGIN,8073
"263 DUPAGE ST, ELGIN 8073",In Progress,,,,7/22/2020,20.08.010 - HISTORIC DISTRICT NOTICE,NSV20-009946,263,DUPAGE,ST,ELGIN,8073
"263 DUPAGE ST, ELGIN 8073",In Progress,,,,7/22/2020,304.2 - PROTECTIVE TREATMENT,NSV20-009947,263,DUPAGE,ST,ELGIN,8073
"263 DUPAGE ST, ELGIN 8073",In Progress,,,,7/22/2020,304.7 - ROOFS AND DRAINAGE,NSV20-009945,263,DUPAGE,ST,ELGIN,8073
"263 RAYMOND ST, ELGIN 9289",In Progress,,,,3/4/2021,304.12 - HANDRAILS AND GUARDS,NSV21-018243,263,RAYMOND,ST,ELGIN,9289
"263 RAYMOND ST, ELGIN 9289",In Progress,,,,3/4/2021,9.36.030 - STORAGE OF JUNK,NSV21-018241,263,RAYMOND,ST,ELGIN,9289
"265 N GIFFORD ST, ELGIN 451",In Progress,,,,12/3/2020,302.10 - RESIDENTIAL STORAGE,NSV20-016320,265,GIFFORD,ST,ELGIN,451
"265 N GIFFORD ST, ELGIN 451",In Progress,,,,12/3/2020,302.18 - OUTDOOR STORAGE OF FIREWOOD,NSV20-016318,265,GIFFORD,ST,ELGIN,451
"265 N GIFFORD ST, ELGIN 451",In Progress,,,,12/3/2020,6.37.100 - OWNER RESPONSIBILITY,NSV20-016319,265,GIFFORD,ST,ELGIN,451
"265 PERCY ST, ELGIN 8380",In Progress,,,,11/30/2020,304.6 - EXTERIOR WALLS,NSV20-016162,265,PERCY,ST,ELGIN,8380
"266 DUNDEE AVE, ELGIN 2249",In Progress,,,,3/22/2021,302.10 - RESIDENTIAL STORAGE,NSV21-018717,266,DUNDEE,AVE,ELGIN,2249
"266 DUNDEE AVE, ELGIN 2249",In Progress,,,,3/22/2021,6.37.100 - OWNER RESPONSIBILITY,NSV21-018716,266,DUNDEE,AVE,ELGIN,2249
"266 ADAMS ST, ELGIN 19048",In Progress,,,,12/10/2020,6.37.100 - OWNER RESPONSIBILITY,NSV20-016513,266,ADAMS,ST,ELGIN,19048
"266 VILLA ST, ELGIN 9279",In Progress,,,,1/14/2020,"304.10 - STAIRWAYS, DECKS, PORCHES & BALCONIES",NSV20-003942,266,VILLA,ST,ELGIN,9279
"266 VILLA ST, ELGIN 9279",In Progress,,,,3/5/2021,302.7 - ACCESSORY STRUCTURES,NSV21-018267,266,VILLA,ST,ELGIN,9279
"266 VILLA ST, ELGIN 9279",In Progress,,,,3/5/2021,304.6 - EXTERIOR WALLS,NSV21-018268,266,VILLA,ST,ELGIN,9279
"266 VILLA ST, ELGIN 9279",In Progress,,,,3/5/2021,6.37.060 F - LICENSE INSPECTION REQUIRED,NSV21-018261,266,VILLA,ST,ELGIN,9279
"266 VILLA ST, ELGIN 9279",In Progress,,,,3/5/2021,6.37.100 - OWNER RESPONSIBILITY,NSV21-018257,266,VILLA,ST,ELGIN,9279
"267 N PORTER ST, ELGIN 378",In Progress,,,,1/28/2021,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV21-017488,267,PORTER,ST,ELGIN,378
"268 N GIFFORD ST, ELGIN 415",In Progress,,,,1/29/2021,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV21-017532,268,GIFFORD,ST,ELGIN,415
"268 N GIFFORD ST, ELGIN 415",In Progress,,,,1/29/2021,19.45.170 - EXTERIOR - UNPAVED PARKING,NSV21-017536,268,GIFFORD,ST,ELGIN,415
"269 DOUGLAS AVE, ELGIN 1115",In Progress,,,,3/29/2021,108.1.2 - UNSAFE EQUIPMENT,NSV21-018971,269,DOUGLAS,AVE,ELGIN,1115
"269 S CHANNING ST, ELGIN 9270",In Progress,,,,9/4/2020,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV20-011991,269,CHANNING,ST,ELGIN,9270
"269 S CHANNING ST, ELGIN 9270",In Progress,,,,9/4/2020,20.08.010 - HISTORIC DISTRICT NOTICE,NSV20-011989,269,CHANNING,ST,ELGIN,9270
"270 PERCY ST, ELGIN 9209",In Progress,,,,3/5/2021,302.10 - RESIDENTIAL STORAGE,NSV21-018265,270,PERCY,ST,ELGIN,9209
"270 PERCY ST, ELGIN 9209",In Progress,,,,3/5/2021,302.3.1 - PARKING OF MOTOR VEHICLES ON PAVED SURFACES ONLY,NSV21-018259,270,PERCY,ST,ELGIN,9209
"270 PERCY ST, ELGIN 9209",In Progress,,,,3/5/2021,302.8 - MOTOR VEHICLES,NSV21-018266,270,PERCY,ST,ELGIN,9209
"270 PERCY ST, ELGIN 9209",In Progress,,,,3/5/2021,304.1 - EXTERIOR STRUCTURE; GENERAL,NSV21-018263,270,PERCY,ST,ELGIN,9209
"270 PERCY ST, ELGIN 9209",In Progress,,,,3/5/2021,"304.10 - STAIRWAYS, DECKS, PORCHES & BALCONIES",NSV21-018258,270,PERCY,ST,ELGIN,9209
"270 PERCY ST, ELGIN 9209",In Progress,,,,3/5/2021,304.6 - EXTERIOR WALLS,NSV21-018262,270,PERCY,ST,ELGIN,9209
"270 VILLA ST, ELGIN 9278",In Progress,,,,6/23/2020,302.10 - RESIDENTIAL STORAGE,NSV20-009253,270,VILLA,ST,ELGIN,9278
"270 VILLA ST, ELGIN 9278",In Progress,,,,6/23/2020,302.8 - MOTOR VEHICLES,NSV20-009243,270,VILLA,ST,ELGIN,9278
"270 VILLA ST, ELGIN 9278",In Progress,,,,6/23/2020,304.2 - PROTECTIVE TREATMENT,NSV20-009242,270,VILLA,ST,ELGIN,9278
"270 VILLA ST, ELGIN 9278",In Progress,,,,3/24/2021,9.36.030 - STORAGE OF JUNK,NSV21-018874,270,VILLA,ST,ELGIN,9278
"271 LESSENDEN PL, ELGIN 9629",In Progress,,,,10/26/2020,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV20-014961,271,LESSENDEN,PL,ELGIN,9629
"271 LESSENDEN PL, ELGIN 9629",In Progress,,,,10/26/2020,20.08.010 - HISTORIC DISTRICT NOTICE,NSV20-014962,271,LESSENDEN,PL,ELGIN,9629
"271 LESSENDEN PL, ELGIN 9629",In Progress,,,,10/26/2020,302.7 - ACCESSORY STRUCTURES,NSV20-014955,271,LESSENDEN,PL,ELGIN,9629
"271 LESSENDEN PL, ELGIN 9629",In Progress,,,,10/26/2020,304.13.1 - GLAZING,NSV20-014950,271,LESSENDEN,PL,ELGIN,9629
"271 LESSENDEN PL, ELGIN 9629",In Progress,,,,10/26/2020,304.14 - INSECT SCREENS,NSV20-014957,271,LESSENDEN,PL,ELGIN,9629
"271 LESSENDEN PL, ELGIN 9629",In Progress,,,,10/26/2020,304.2 - PROTECTIVE TREATMENT,NSV20-014958,271,LESSENDEN,PL,ELGIN,9629
"271 LESSENDEN PL, ELGIN 9629",In Progress,,,,10/26/2020,304.3 - PREMISES IDENTIFICATION,NSV20-014937,271,LESSENDEN,PL,ELGIN,9629
"271 LESSENDEN PL, ELGIN 9629",In Progress,,,,10/26/2020,304.6 - EXTERIOR WALLS,NSV20-014947,271,LESSENDEN,PL,ELGIN,9629
"271 LESSENDEN PL, ELGIN 9629",In Progress,,,,10/26/2020,304.7 - ROOFS AND DRAINAGE,NSV20-014949,271,LESSENDEN,PL,ELGIN,9629
"271 LESSENDEN PL, ELGIN 9629",In Progress,,,,10/26/2020,305.4 - STAIRS AND WALKING SURFACES,NSV20-014959,271,LESSENDEN,PL,ELGIN,9629
"271 LESSENDEN PL, ELGIN 9629",In Progress,,,,10/26/2020,6.37.100 - OWNER RESPONSIBILITY,NSV20-014936,271,LESSENDEN,PL,ELGIN,9629
"271 LESSENDEN PL, ELGIN 9629",In Progress,,,,10/26/2020,604.3 - ELECTRICAL SYSTEM HAZARDS,NSV20-014956,271,LESSENDEN,PL,ELGIN,9629
"271 LESSENDEN PL, ELGIN 9629",In Progress,,,,10/26/2020,,NSV20-014964,271,LESSENDEN,PL,ELGIN,9629
"275 N PORTER ST, ELGIN 479",In Progress,,,,1/28/2021,11.60.050 - EXTERIOR - PARKING ON SIDEWALK,NSV21-017514,275,PORTER,ST,ELGIN,479
"275 N PORTER ST, ELGIN 479",In Progress,,,,1/28/2021,19.45.065 - COMMERCIAL VEHICLES & TRAILERS PROHIBITED,NSV21-017513,275,PORTER,ST,ELGIN,479
"275 N PORTER ST, ELGIN 479",In Progress,,,,1/28/2021,302.10 - RESIDENTIAL STORAGE,NSV21-017512,275,PORTER,ST,ELGIN,479
"275 N PORTER ST, ELGIN 479",In Progress,,,,1/28/2021,6.37.100 - OWNER RESPONSIBILITY,NSV21-017489,275,PORTER,ST,ELGIN,479
"277 NORTH ST, ELGIN 21560",In Progress,,,,1/5/2021,304.1 - EXTERIOR STRUCTURE; GENERAL,NSV21-016984,277,NORTH,ST,ELGIN,21560
"277 NORTH ST, ELGIN 21560",In Progress,,,,1/5/2021,"304.10 - STAIRWAYS, DECKS, PORCHES & BALCONIES",NSV21-016977,277,NORTH,ST,ELGIN,21560
"278 VILLA PL, ELGIN 9485",In Progress,,,,1/8/2021,302.8 - MOTOR VEHICLES,NSV21-017069,278,VILLA,PL,ELGIN,9485
"279 VILLA ST, ELGIN 9262",In Progress,,,,10/5/2020,6.37.100 - OWNER RESPONSIBILITY,NSV20-013696,279,VILLA,ST,ELGIN,9262
"281 TRIGGS AVE, ELGIN 12151",In Progress,,,,4/14/2021,302.3.1 - PARKING OF MOTOR VEHICLES ON PAVED SURFACES ONLY,NSV21-019469,281,TRIGGS,AVE,ELGIN,12151
"292 VILLA ST, ELGIN 9272",In Progress,,,,8/25/2020,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV20-011018,292,VILLA,ST,ELGIN,9272
"299 S RANDALL RD, ELGIN 29271",In Progress,,,,4/2/2021,302.4.1 - LANDSCAPE MAINTENANCE,NSV21-019183,299,RANDALL,RD,ELGIN,29271
"300 S RANDALL RD, ELGIN 27109",In Progress,,,,4/2/2021,302.4.1 - LANDSCAPE MAINTENANCE,NSV21-019181,300,RANDALL,RD,ELGIN,27109
"300 S STATE ST, ELGIN 14397",In Progress,,,,9/20/2019,302.7 - ACCESSORY STRUCTURES,NSV19-002881,300,ATE,ST,ELGIN,14397
"300 S STATE ST, ELGIN 14397",In Progress,,,,9/20/2019,302.7 - ACCESSORY STRUCTURES,NSV19-002882,300,ATE,ST,ELGIN,14397
"300 S STATE ST, ELGIN 14397",In Progress,,,,9/20/2019,304.1 - EXTERIOR STRUCTURE; GENERAL,NSV19-002878,300,ATE,ST,ELGIN,14397
"300 S STATE ST, ELGIN 14397",In Progress,,,,6/24/2020,19.12.740 - LANDSCAPING--MAINTENANCE,NSV20-009368,300,ATE,ST,ELGIN,14397
"300 S STATE ST, ELGIN 14397",In Progress,,,,6/25/2020,604.3 - ELECTRICAL SYSTEM HAZARDS,NSV20-009386,300,ATE,ST,ELGIN,14397
"301 HEALY ST, ELGIN 9188",In Progress,,,,3/11/2021,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV21-018456,301,HEALY,ST,ELGIN,9188
"301 HEALY ST, ELGIN 9188",In Progress,,,,3/11/2021,302.1 - EXTERIOR PROPERTY; SANITATION,NSV21-018459,301,HEALY,ST,ELGIN,9188
"301 HEALY ST, ELGIN 9188",In Progress,,,,3/11/2021,302.14 - HOLIDAY DECORATIONS,NSV21-018460,301,HEALY,ST,ELGIN,9188
"301 HEALY ST, ELGIN 9188",In Progress,,,,3/11/2021,302.3 - SIDEWALKS AND DRIVEWAYS,NSV21-018454,301,HEALY,ST,ELGIN,9188
"301 HEALY ST, ELGIN 9188",In Progress,,,,3/11/2021,9.24.040 (A) - GARBAGE AND/OR RECYCLING TOTE(S) OUT,NSV21-018458,301,HEALY,ST,ELGIN,9188
"302 CENTER ST, ELGIN 1315",In Progress,,,,3/22/2021,6.37.100 - OWNER RESPONSIBILITY,NSV21-018718,302,CENTER,ST,ELGIN,1315
"302 PERCY ST, ELGIN 9206",In Progress,,,,10/27/2020,6.37.100 - OWNER RESPONSIBILITY,NSV20-014997,302,PERCY,ST,ELGIN,9206
"303 RIVER BLUFF RD, ELGIN 2752",In Progress,,,,10/30/2020,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV20-015214,303,RIVER BLUFF,RD,ELGIN,2752
"303 N LIBERTY ST, ELGIN 512",In Progress,,,,2/1/2021,105.1 - PERMIT REQUIRED,NSV21-017588,303,LIBERTY,ST,ELGIN,512
"303 N LIBERTY ST, ELGIN 512",In Progress,,,,2/1/2021,302.10 - RESIDENTIAL STORAGE,NSV21-017585,303,LIBERTY,ST,ELGIN,512
"303 N LIBERTY ST, ELGIN 512",In Progress,,,,2/1/2021,302.8 - MOTOR VEHICLES,NSV21-017584,303,LIBERTY,ST,ELGIN,512
"303 N LIBERTY ST, ELGIN 512",In Progress,,,,2/1/2021,"304.10 - STAIRWAYS, DECKS, PORCHES & BALCONIES",NSV21-017592,303,LIBERTY,ST,ELGIN,512
"303 N LIBERTY ST, ELGIN 512",In Progress,,,,2/1/2021,"304.13 - WINDOW, SKYLIGHT & DOOR FRAMES",NSV21-017586,303,LIBERTY,ST,ELGIN,512
"303 N LIBERTY ST, ELGIN 512",In Progress,,,,2/1/2021,304.6 - EXTERIOR WALLS,NSV21-017587,303,LIBERTY,ST,ELGIN,512
"303 N LIBERTY ST, ELGIN 512",In Progress,,,,2/1/2021,310 - CARBON MONOXIDE DETECTORS,NSV21-017582,303,LIBERTY,ST,ELGIN,512
"303 N LIBERTY ST, ELGIN 512",In Progress,,,,2/1/2021,704.2 - SMOKE ALARMS,NSV21-017580,303,LIBERTY,ST,ELGIN,512
"304 WALNUT AVE, ELGIN 14612",In Progress,,,,5/8/2020,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV20-008468,304,WALNUT,AVE,ELGIN,14612
"304 WALNUT AVE, ELGIN 14612",In Progress,,,,5/8/2020,302.7 - ACCESSORY STRUCTURES,NSV20-008464,304,WALNUT,AVE,ELGIN,14612
"304 WALNUT AVE, ELGIN 14612",In Progress,,,,5/8/2020,302.7 - ACCESSORY STRUCTURES,NSV20-008466,304,WALNUT,AVE,ELGIN,14612
"304 WALNUT AVE, ELGIN 14612",In Progress,,,,5/8/2020,302.7 - ACCESSORY STRUCTURES,NSV20-008467,304,WALNUT,AVE,ELGIN,14612
"304 WALNUT AVE, ELGIN 14612",In Progress,,,,5/8/2020,304.7 - ROOFS AND DRAINAGE,NSV20-008461,304,WALNUT,AVE,ELGIN,14612
"304 WALNUT AVE, ELGIN 14612",In Progress,,,,1/15/2021,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV21-017257,304,WALNUT,AVE,ELGIN,14612
"304 SOUTH ST, ELGIN 17239",In Progress,,,,10/23/2020,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV20-014925,304,SOUTH,ST,ELGIN,17239
"305 E CHICAGO ST, ELGIN 8022",In Progress,,,,6/15/2020,304.14 - INSECT SCREENS,NSV20-009128,305,CHICAGO,ST,ELGIN,8022
"305 E CHICAGO ST, ELGIN 8022",In Progress,,,,6/15/2020,304.15 - DOORS,NSV20-009130,305,CHICAGO,ST,ELGIN,8022
"305 E CHICAGO ST, ELGIN 8022",In Progress,,,,6/15/2020,309.1 - INFESTATION,NSV20-009129,305,CHICAGO,ST,ELGIN,8022
"306 NORTH ST, ELGIN 6650",In Progress,,,,9/5/2020,105.3 - REQUIRED TESTING,NSV20-012099,306,NORTH,ST,ELGIN,6650
"306 NORTH ST, ELGIN 6650",In Progress,,,,9/5/2020,114.1 - UNLAWFUL ACTS/PERMIT REQUIRED,NSV20-012100,306,NORTH,ST,ELGIN,6650
"306 NORTH ST, ELGIN 6650",In Progress,,,,9/5/2020,603.1 - MECHANICAL APPLIANCES,NSV20-012101,306,NORTH,ST,ELGIN,6650
"306 PERCY ST, ELGIN 9205",In Progress,,,,3/22/2021,302.7 - ACCESSORY STRUCTURES,NSV21-018704,306,PERCY,ST,ELGIN,9205
"307 DWIGHT ST, ELGIN 9140",In Progress,,,,3/15/2021,6.37.100 - OWNER RESPONSIBILITY,NSV21-018502,307,DWIGHT,ST,ELGIN,9140
"307 MORGAN ST, ELGIN 14083",In Progress,,,,12/1/2020,6.37.060 - LICENSE INSPECTION REQUIRED,NSV20-016228,307,MORGAN,ST,ELGIN,14083
"307 MORGAN ST, ELGIN 14083",In Progress,,,,12/1/2020,6.37.100 - OWNER RESPONSIBILITY,NSV20-016229,307,MORGAN,ST,ELGIN,14083
"308 PRAIRIE ST, ELGIN 8285",In Progress,,,,11/10/2020,302.8 - MOTOR VEHICLES,NSV20-015596,308,PRAIRIE,ST,ELGIN,8285
"308 PRAIRIE ST, ELGIN 8285",In Progress,,,,11/10/2020,9.36.030 - STORAGE OF JUNK,NSV20-015598,308,PRAIRIE,ST,ELGIN,8285
"310 N GIFFORD ST, ELGIN 551",In Progress,,,,9/24/2020,603.1 - MECHANICAL APPLIANCES,NSV20-013139,310,GIFFORD,ST,ELGIN,551
