202103012,8 Riverdale CR,3/23/2021,,4/19/2021,,0,0,Citation / Ticket,3/23/2021
6110037,72S Chestnut Glen/Rivergreen,11/29/2006,,,,1,0,Notice of Violation,11/29/2006
2020041,653 Ocean AV,11/24/2020,,11/24/2020,,1,0,Notice of Violation,11/24/2020
2020038,638 Ocean Ave,11/24/2020,,11/24/2020,,1,0,Notice of Violation,3/30/2021
2020037,636 Ocean AV,11/24/2020,,11/24/2020,,1,0,Notice of Violation,11/24/2020
5110038,604 Elmwood St,11/22/2005,,,,0,0,,
202104006,6017 Governors Walk Dr,4/12/2021,,4/12/2021,,0,0,,
5110024,6 Riverdale Crk,11/17/2005,,,,0,0,,
5110026,591 Marietta Rd,11/12/2005,,,,0,0,,
202104007,540 Riverstone Pkwy,4/16/2021,,4/16/2021,,0,0,Citation / Ticket,4/16/2021
2020027,528 Matthew Dr,11/19/2020,302.8,12/21/2020,,1,0,Notice of Violation,3/30/2021
5100039,509 Dogwood St,10/17/2005,,,,0,0,,
7060008,5021 Rebel's Run,6/26/2007,,,,0,0,,
7070002,5021 Rebel's Run,7/18/2007,,,,0,0,,
7080001,5021 Rebel's Run,3/25/2008,,,,0,0,,
202104008,49 Field CR,4/16/2021,,4/16/2021,,1,0,Notice of Violation,4/16/2021
202104011,49 Field CR,4/21/2021,,4/21/2021,,1,0,Notice of Violation,4/21/2021
5100087,471 Hospital Rd,10/18/2005,,,,0,0,,
7070005,451 Hospital Rd,7/6/2007,,,,0,0,,
5110006,451 Center St,11/9/2005,,,,0,0,,
6070010,445 Center St,7/5/2006,,,,1,0,Notice of Violation,7/12/2006
5100024,442 Center St,10/17/2005,,,,0,0,,
5120003,441 Center St,12/5/2005,,,,0,0,,
5120002,438 Center St,12/5/2005,,,,0,0,,
8100001,4369 Tanners Church Rd,10/14/2008,,,,0,0,Citation / Ticket,10/14/2008
8100002,4369 Tanners Church Rd,10/14/2008,,,,0,0,Citation / Ticket,10/14/2008
5100089,430 Hospital Rd,10/18/2005,,,,0,0,,
5120001,429 Center St,12/5/2005,,,,0,0,,
202102001,421 Main St,2/3/2021,,2/3/2021,,1,0,Notice of Violation,2/3/2021
2020036,412 Trail Finders Way,11/24/2020,,11/24/2020,,1,0,Notice of Violation,11/24/2020
2020034,407 Parkbrook Way,11/24/2020,,11/24/2020,,1,0,Notice of Violation,11/24/2020
5100032,402 Erica Ct,10/17/2005,,,,0,0,,
7010038,397 McClure St,1/10/2007,,,,1,0,Notice of Violation,1/10/2007
5110041,390 Hospital Rd,11/28/2005,,,,0,0,,
5120004,3780 Cherokee Overlook Dr,12/5/2005,,,,0,0,,
5100079,3745 Cherokee Overlook Dr,10/18/2005,,,,0,0,,
202103018,360 Cherokee St,3/29/2021,,3/29/2021,,1,0,Notice of Violation,3/29/2021
202102003,351 Scott Mill Rd,2/8/2021,,2/8/2021,,0,0,,
5100071,351 Scott Mill Rd,11/29/2005,,,,0,0,,
3100030,350 Teasley St,9/24/2003,,10/16/2003,,0,0,Citation / Ticket,10/28/2003
7020004,350 Teasley St,2/2/2007,,,,0,0,,
5100060,331 McClain St,10/18/2005,,,,0,0,,
5100010,327 Birch St,10/17/2005,,,,0,0,,
202102009,326 Heights Pl,2/22/2021,,2/22/2021,,0,0,,
8030008,321 Archer St,3/10/2008,",",,,0,0,,
5110017,320 Birch St,11/15/2005,,,,0,0,,
202104012,318 Birch St,4/29/2021,,4/29/2021,,1,0,Notice of Violation,4/29/2021
2020033,314 Tupelo Trl,11/24/2020,,11/24/2020,,1,0,Notice of Violation,11/24/2020
5110040,314 Birch St,11/28/2005,,,,0,0,,
6060032,311 Birch St,6/2/2006,,,,1,0,Notice of Violation,6/2/2006
8030007,311 Archer St,3/10/2008,",",,,0,0,,
5100070,281 E Killian St,10/18/2005,,,,0,0,,
2020009,280 Hickory Ridge Rd,10/1/2020,,10/1/2020,,0,0,,
5100097,278 Academy St,10/18/2005,,,,0,0,,
2020003,269 Marietta Hwy,9/28/2020,307.1,10/12/2020,,1,0,Notice of Violation,10/14/2020
5070035,2649 Marietta Hywy,7/12/2005,,,,0,0,Citation / Ticket,7/12/2005
5110043,251 Teasley St,11/29/2005,,,,0,0,,
5100069,251 E Killian St,10/18/2005,,,,0,0,,
5100061,243 McLain St,10/18/2005,,,,0,0,,
7120012,243 Hillcrest RDG,12/12/2007,,,,0,0,,
6080011,242 Creekside,8/9/2006,,,,1,0,Notice of Violation,8/9/2006
2020042,241 Hillcrest Ridge,12/2/2020,108.1.3,12/2/2020,,1,0,Notice of Violation,12/2/2020
2021001,241 Hillcrest Ridge,1/8/2021,,1/8/2021,,0,0,,
5100068,241 E Killian St,10/18/2005,,,,0,0,,
5100120,240 Dr John T Pettit St,10/31/2005,,,,0,0,,
202103011,230 Hospital Rd,3/22/2021,,3/29/2021,,1,1,Final Notice of Violation,3/29/2021
6060009,2294 Town ML,6/1/2006,,,,1,0,Notice of Violation,6/1/2006
6060011,2290 Town ML,6/1/2006,,,,1,0,Notice of Violation,6/1/2006
7010046,2284 Town ML,1/22/2007,,,,1,0,Notice of Violation,1/22/2007
8020019,226 W Marrietta,2/27/2008,,,,1,0,Notice of Violation,2/27/2008
8020020,226 W Marrietta,2/27/2008,,,,0,0,Citation / Ticket,2/27/2008
2020008,226 Hidden Creek Pt,10/1/2020,,11/2/2020,,1,0,Notice of Violation,11/2/2020
7010047,2238 Town ML,1/22/2007,,,,1,0,Notice of Violation,1/22/2007
17120002,2200 Riverstone BV,12/4/2017,,,,0,0,,
8020011,220 Edwards St,2/7/2008,,,,1,0,Notice of Violation,2/7/2008
5100096,22 Riverdale Crk,10/18/2005,,,,0,0,,
5100029,22 Highland St,10/17/2005,,,,0,0,,
2020022,2191 Marietta Hwy,10/28/2020,,10/28/2020,,1,0,Notice of Violation,10/28/2020
17120005,211 Crisler St,12/7/2017,,,,0,0,,
5110031,211 Cartersville St,11/22/2005,,,,0,0,,
202103016,210 Roy St,3/29/2021,,3/29/2021,,1,0,Notice of Violation,3/29/2021
202103021,208 Alpine St,3/30/2021,,3/30/2021,,0,0,,
6090141,208 Alpine St,9/25/2006,,,,0,0,,
2020029,207 Lauren Ln,11/24/2020,,11/24/2020,,1,0,Notice of Violation,11/24/2020
202101002,205 Westbury Ct,1/21/2021,,1/21/2021,,0,0,,
6100039,205 Norton LK,10/5/2006,,,,1,0,Notice of Violation,10/5/2006
202104003,203 Westbury Ct,4/5/2021,,4/5/2021,,1,0,Notice of Violation,4/5/2021
202103007,203 Marietta Rd,3/12/2021,,3/12/2021,,1,0,Notice of Violation,3/12/2021
202101003,202 Westbury Ct,1/21/2021,,1/21/2021,,0,0,,
202104002,202 Westbury Ct,4/5/2021,,4/5/2021,,1,0,Notice of Violation,4/5/2021
202103001,2017 Marietta Hwy,3/2/2021,,3/2/2021,,1,0,Notice of Violation,3/2/2021
5110029,190 Killian St,11/21/2005,,,,0,0,,
202102004,190 Etowah Industrial Ct,2/12/2021,,2/12/2021,,1,0,Notice of Violation,2/12/2021
202102012,190 Etowah Industrial Ct,2/25/2021,,3/8/2021,,0,0,Citation / Ticket,2/25/2021
202103010,1883 Hickory Flat Hwy,3/19/2021,,3/26/2021,,1,0,Notice of Violation,3/19/2021
7040003,185 Shoal Creek Rd,4/3/2007,,,,1,0,Notice of Violation,8/20/2007
202104001,1820 River Pointe Pkwy,4/2/2021,,4/2/2021,,0,0,,
5110030,181 Killian St,11/21/2005,,,,0,0,,
5020001,1750 Marietta Hwy,2/21/2005,,,,0,0,,
5020003,1750 Marietta Hwy,2/24/2005,,,,0,0,,
5100064,171 Killian St,10/18/2005,,,,0,0,,
5100075,170 Scott Mill Rd,10/18/2005,,,,0,0,,
202103002,1625 Ball Ground Hwy,3/3/2021,,3/10/2021,,0,0,,
202103017,161 Cherokee St,3/29/2021,,3/29/2021,,1,0,Notice of Violation,3/29/2021
202103019,1546 Riverstone Pkwy,3/30/2021,,3/30/2021,,0,1,Final Notice of Violation,3/30/2021
5100084,151 Teasley St,10/18/2005,,,,0,0,,
17120001,151 Elizabeth St,12/4/2017,,,,0,0,Citation / Ticket,12/4/2017
17120004,151 Elizabeth St,12/4/2017,,,,0,0,,
202101009,151 Elizabeth St,1/25/2021,,,,0,0,,
7010004,150 Hickory Flat HW,1/3/2007,,,,0,0,,
8030009,15 Hill St Cir,3/10/2008,",",,,0,0,,
2020002,1494 Riverstone Pkwy,9/28/2020,107.09.02?(B)(3),9/28/2020,,2,0,Notice of Violation,10/28/2020
7010018,143 Hidden LK,1/10/2007,,,,1,0,Notice of Violation,1/10/2007
202104010,141 Jarvis St,4/16/2021,,4/16/2021,,1,0,Notice of Violation,4/16/2021
202103014,135 Stargaze RDG,3/24/2021,,3/24/2021,,1,0,Notice of Violation,3/24/2021
202104009,134 Hidden Lake Cir,4/16/2021,,4/16/2021,,1,0,Notice of Violation,4/16/2021
202103013,130 Stargaze RDG,3/24/2021,,3/24/2021,,1,0,Notice of Violation,3/24/2021
6060010,1298 Town ML,6/1/2006,,,,2,0,Notice of Violation,6/13/2006
202103005,125 Riverstone Ter,3/4/2021,,3/4/2021,,1,0,Notice of Violation,3/4/2021
202102007,124 Mashburn Pl,2/17/2021,,2/17/2021,,0,0,,
5100082,1227 Lightfoot Dr,10/18/2005,,,,0,0,,
5100063,121 Edwards St,10/18/2005,,,,0,0,,
2020011,120 Marietta Hwy,10/6/2020,"302.1, 302.4",10/13/2020,,1,0,Notice of Violation,10/6/2020
5100091,12 Riverdale Crk,10/18/2005,,,,0,0,,
2020035,113 Stargaze RDG,11/24/2020,,11/24/2020,,1,0,Notice of Violation,11/24/2020
7010019,112 Hidden LK,1/10/2007,,,,0,0,,
202103008,111 Daisy Cir,3/15/2021,,3/16/2021,,1,0,Notice of Violation,3/15/2021
202101004,110 Academy St,1/25/2021,,,,0,0,,
202101005,110 Academy St,1/25/2021,,,,0,0,,
202101006,110 Academy St,1/25/2021,,,,0,0,,
202101007,110 Academy St,1/25/2021,,,,0,0,,
202101008,110 Academy St,1/25/2021,,,,0,0,,
202103015,11 Lakeview Dr,3/29/2021,,3/29/2021,,1,0,Notice of Violation,3/29/2021
202104005,11 Lakeview Dr,4/8/2021,,4/8/2021,,1,0,Notice of Violation,4/8/2021
2020010,104 Mashburn Pl,10/5/2020,"304.13.2, 307.3",10/5/2020,,1,0,Notice of Violation,10/5/2020
202103004,104 Alexander Dr Bldg 1000,3/4/2021,,4/5/2021,,1,0,Notice of Violation,3/4/2021
2020030,103 Pine Sandy Bank Dr,11/24/2020,,11/24/2020,,1,0,Notice of Violation,11/24/2020
8010009,1019 Marietta Rd,1/15/2008,,,,1,0,Notice of Violation,1/15/2008
202103003,101 Riverstone Pkwy,3/3/2021,,3/10/2021,,1,0,Notice of Violation,3/3/2021
5100055,1007 Whispering Woods Dr,10/17/2005,,,,0,0,,
202103020,100 River Pointe Pkwy,3/30/2021,,3/30/2021,,0,0,,
5110019,100 Hillcrest Dr,11/17/2005,,,,0,0,,
202104004,100 Hearthstone Lndg,4/7/2021,,4/14/2021,,1,0,Notice of Violation,4/7/2021
6030026,#D17 Reynolds Park,3/15/2006,,,,1,0,Notice of Violation,3/16/2006
6110045,#9T New Point/Rivergreen,11/29/2006,,,,1,0,Notice of Violation,11/29/2006
6060016,#99 Stoney Holw,6/2/2006,,,,1,0,Notice of Violation,6/2/2006
7010026,#96 Hidden Crk,1/10/2007,,,,1,0,Notice of Violation,1/10/2007
6060014,#93D Woodbury,6/1/2006,,,,1,0,Notice of Violation,6/1/2006
6060013,#92D Woodbury,6/1/2006,,,,1,0,Notice of Violation,6/1/2006
6060018,#92 Stoney Holw,6/2/2006,,,,1,0,Notice of Violation,6/2/2006
6090030,#92 Great Sky/Thundering HLS,9/27/2006,,,,1,0,Notice of Violation,9/27/2006
6080001,#92 Day Brack Rush,8/1/2006,,,,1,0,Notice of Violation,8/1/2006
6060017,#91 Stoney Holw,6/2/2006,,,,1,0,Notice of Violation,6/2/2006
6060007,#90 Stoney Hollow Rd,6/1/2006,,,,1,0,Notice of Violation,6/1/2006
6060068,#90 Mountain VW,6/13/2006,,,,1,0,Notice of Violation,6/13/2006
7010028,#90 Hidden Crk,1/10/2007,,,,1,0,Notice of Violation,1/10/2007
6040025,#9 Hidden LK,4/25/2006,,,,1,0,Notice of Violation,4/25/2006
7010016,#9 Hidden LK,1/10/2007,,,,1,0,Notice of Violation,1/10/2007
6060004,#89 Stoney Hollow Rd,6/1/2006,,,,2,0,Notice of Violation,6/13/2006
7010027,#89 Hidden Crk,1/10/2007,,,,1,0,Notice of Violation,1/10/2007
6090032,#89 Great Sky/Thundering HLS,9/27/2006,,,,1,0,Notice of Violation,9/27/2006
6030024,#88 Tupelo Trl,3/15/2006,,,,1,0,Notice of Violation,3/15/2006
6060003,#88 Stoney Hollow Rd,6/1/2006,,,,1,0,Notice of Violation,6/1/2006
7010025,#88 Hidden Crk,1/10/2007,,,,1,0,Notice of Violation,1/10/2007
6060002,#87 Stoney Hollow Rd,6/1/2006,,,,1,0,Notice of Violation,6/1/2006
6060001,#86 Stoney Hollow Rd,6/1/2006,,,,2,0,Notice of Violation,6/13/2006
6060063,#86 Mountian VW,6/13/2006,,,,1,0,Notice of Violation,6/13/2006
6060062,#85 Mountian VW,6/13/2006,,,,1,0,Notice of Violation,6/13/2006
6040013,#84 Norton LK,4/13/2006,,,,2,0,Notice of Violation,5/9/2006
6060061,#84 Mountain VW,6/13/2006,,,,1,0,Notice of Violation,6/13/2006
6060060,#83 Mountain VW,6/13/2006,,,,1,0,Notice of Violation,6/13/2006
6090029,#82 Great Sky/,9/27/2006,,,,1,0,Notice of Violation,9/27/2006
6090036,#81 Great Sky/Thundering HLS,9/27/2006,,,,1,0,Notice of Violation,9/27/2006
6090020,#80D Rivergreen/Woodbury,9/26/2006,,,,1,0,Notice of Violation,9/26/2006
6050007,#80 Mountain VW,5/2/2006,,,,2,0,Notice of Violation,5/11/2006
6060059,#80 Mountain VW,6/13/2006,,,,1,0,Notice of Violation,6/13/2006
6080009,#80 Mountain VW,8/9/2006,,,,1,0,Notice of Violation,8/9/2006
6090028,#80 Mountain VW,9/12/2006,,,,1,0,Notice of Violation,9/12/2006
7010013,#80 Mountain VW,1/10/2007,,,,1,0,Notice of Violation,1/10/2007
6070011,#8 Southern Lgts,7/6/2006,,,,1,0,Notice of Violation,7/6/2006
6080003,#8 Horizion Peaks,8/3/2006,,,,1,0,Notice of Violation,8/3/2006
6060025,#79 Thundering HLS,6/5/2006,,,,0,0,,
6060058,#79 Mountain VW,6/13/2006,,,,1,0,Notice of Violation,6/13/2006
6080010,#79 Mountain VW,8/9/2006,,,,1,0,Notice of Violation,8/9/2006
7010012,#79 Mountain VW,1/10/2007,,,,1,0,Notice of Violation,1/10/2007
6090037,#79 Great Sky/Thundering HLS,9/27/2006,,,,1,0,Notice of Violation,9/27/2006
6090014,#78S Rivergreen/Chestnut GLN,9/26/2006,,,,1,0,Notice of Violation,9/26/2006
6110033,#78S Chestnut Glen/Rivergreen,11/29/2006,,,,1,0,Notice of Violation,11/29/2006
6090015,#75S Rivergreen/Chestnut GLN,9/26/2006,,,,1,0,Notice of Violation,9/26/2006
6110034,#75S Chestnut Glen/Rivergreen,11/29/2006,,,,1,0,Notice of Violation,11/29/2006
6090016,#74S Rivergreen/Chestnut GLN,9/26/2006,,,,1,0,Notice of Violation,9/26/2006
6110035,#74S Chestnut Glen/Rivergreen,11/29/2006,,,,1,0,Notice of Violation,11/29/2006
6090017,#73S Rivergreen/Chestnut GLN,9/26/2006,,,,1,0,Notice of Violation,9/26/2006
6110036,#73S Chestnut Glen/Rivergreen,11/29/2006,,,,1,0,Notice of Violation,11/29/2006
6090018,#71S Rivergreen/Chestnut GLN,9/26/2006,,,,1,0,Notice of Violation,9/26/2006
6110038,#71S Chestnut/Glen,11/29/2006,,,,1,0,Notice of Violation,11/29/2006
6070021,#70 Starlight Climb,7/20/2006,,,,1,0,Notice of Violation,7/20/2006
6060057,#70 Mountain VW,6/13/2006,,,,1,0,Notice of Violation,6/13/2006
6090047,#7 Great Sky/Mourning Mist,9/27/2006,,,,1,0,Notice of Violation,9/27/2006
6110003,#69 Norton LK,11/1/2006,,,,1,0,Notice of Violation,11/1/2006
6040014,#67 Hidden LK,4/14/2006,,,,1,0,Notice of Violation,4/14/2006
6040015,#66 Hidden LK,4/14/2006,,,,1,0,Notice of Violation,4/14/2006
6050044,#66 Hidden LK,5/30/2006,,,,1,0,Notice of Violation,5/30/2006
6060024,#65 Puckett Crk,6/2/2006,,,,1,0,Notice of Violation,6/2/2006
6050045,#65 Hidden LK,5/30/2006,,,,1,0,Notice of Violation,5/30/2006
6030022,#62 Parkbrook Way,3/15/2006,,,,1,0,Notice of Violation,3/15/2006
6060083,#6 Southern Lgts,6/29/2006,,,,1,0,Notice of Violation,6/29/2006
6090046,#6 Great Sky/Mourning Mist,9/27/2006,,,,1,0,Notice of Violation,9/27/2006
6110019,#6 Gov' Walk,11/9/2006,,,,1,0,Notice of Violation,11/9/2006
6060019,#59 Stoney Holw,6/2/2006,,,,1,0,Notice of Violation,6/2/2006
6090049,#59 Great Sky/Southern Lgts,9/28/2006,,,,1,0,Notice of Violation,9/28/2006
6110032,#58 Southern Lights/Great Sky,11/28/2006,,,,1,0,Notice of Violation,11/28/2006
6090048,#58 Great Sky/Southern Lgts,9/28/2006,,,,1,0,Notice of Violation,9/28/2006
6100058,#58 Great Sky/Southern Lgts,10/23/2006,,,,1,0,Notice of Violation,10/23/2006
6030028,#57 Canton Hieghts,3/16/2006,,,,1,0,Notice of Violation,3/16/2006
6030027,#56 Canton Hieghts,3/16/2006,,,,1,0,Notice of Violation,3/16/2006
6030032,#55 Sessna Dr,3/16/2006,,,,1,0,Notice of Violation,3/16/2006
6040001,#55 Parkbrook Way,4/3/2006,,,,1,0,Notice of Violation,4/3/2006
6030042,#54 Parkbrook Way,3/29/2006,,,,1,0,Notice of Violation,3/29/2006
6090061,#54 Park VLG,9/28/2006,,,,1,0,Notice of Violation,9/28/2006
6090041,#54 Great Sky/Mourning Mist,9/27/2006,,,,1,0,Notice of Violation,9/27/2006
6100042,#510 Encalve @ HM,10/5/2006,,,,1,0,Notice of Violation,10/5/2006
6030031,#51 Sessna Dr,3/16/2006,,,,1,0,Notice of Violation,3/16/2006
6100041,#509 Enclave @ HM,10/5/2006,,,,1,0,Notice of Violation,10/5/2006
6030030,#50 Sessna Dr,3/16/2006,,,,1,0,Notice of Violation,3/16/2006
6060084,#5 Southren Lgts,6/29/2006,,,,1,0,Notice of Violation,6/29/2006
6090045,#5 Great Sky/Mourning Mist,9/27/2006,,,,1,0,Notice of Violation,9/27/2006
6100049,#5 Canton HTS,10/20/2006,,,,1,0,Notice of Violation,10/20/2006
6040019,#49 Hidden LK,4/18/2006,,,,1,0,Notice of Violation,4/19/2006
6030029,#48 Sessna Dr,3/16/2006,,,,1,0,Notice of Violation,3/16/2006
6050038,#47 Springs Xing,5/18/2006,,,,1,0,Notice of Violation,5/18/2006
6060052,#47 Hiddin LK,6/12/2006,,,,1,0,Notice of Violation,6/12/2006
6050043,#47 Hidden LK,5/22/2006,,,,1,0,Notice of Violation,5/22/2006
6050037,#46 Springs Crosing,5/18/2006,,,,1,0,Notice of Violation,5/18/2006
6060053,#46 Hiddin LK,6/12/2006,,,,1,0,Notice of Violation,6/12/2006
6090022,#45D Rivergreen/Woodbury,9/26/2006,,,,1,0,Notice of Violation,9/26/2006
6050036,#45 Springs Xing,5/18/2006,,,,1,0,Notice of Violation,5/18/2006
6090021,#44D Rivergreen/Woodbury,9/26/2006,,,,1,0,Notice of Violation,9/26/2006
6050035,#44 Springs Xing,5/18/2006,,,,1,0,Notice of Violation,5/18/2006
6090040,#43 Great Sky/Morning Mist,9/27/2006,,,,1,0,Notice of Violation,9/27/2006
6090039,#42 Great Sky/Morning Mist,9/27/2006,,,,1,0,Notice of Violation,9/27/2006
6090044,#4 Great Sky/Mourning Mist,9/27/2006,,,,1,0,Notice of Violation,9/27/2006
6040017,#39 Hidden LK,4/18/2006,,,,1,0,Notice of Violation,4/18/2006
6090023,#38H Rivergreen/Addison,9/26/2006,,,,1,0,Notice of Violation,9/26/2006
