846,LILLIAN ST,6/1/2017,O-985351,Violations Found,,"City Code 614.02 OUTDOOR STORAGE OF FURNITURE :: 2003 IPMC 304.10 Stairways, decks, porches and balconies :: 2003 IPMC 304.6 Exterior walls :: 2003 IPMC 307.1 Accumulation of rubbish or garbage",FRONT PORCH :: FRONT PORCH :: THROUGHOUT PROPERTY :: THROUGHOUT PROPERTY,"UPHOLSTERED (INDOOR) FURNITURE IS NOT PERMITED TO BE KEPT OUTSIDE. - REMOVE COUCH AND CHAIR FROM THE PORCH. :: PORCHES SHALL BE MAINTAINED IN GOOD REPAIR AND IN SOUND CONDITION. - PORCH DAMAGED BY FIRE. - REPAIR DETERIORATED PORTIONS OF THE PORCH. :: EXTERIOR WALLS SHOULD BE MAINTAINED FREE FROM HOLES, BREAKS, AND LOOSE OR ROTTED MATERIAL, - REPAIR DETERIORATED PORTIONS OF THE WALLS. :: PREMISES SHALL BE MAINTAINED FREE FROM THE ACCUMULATION OF RUBBISH AND GARBAGE. - CLEAR ALL DEBRI FROM POPERTY.",0014K00040000000,Allentown,3,18,180300,4,18,3,21-Apr,-79.99184672,40.4186041
824,JAMES ST,6/1/2017,O-996031,Abated,,City Code 922.02 - Occupancy Permits :: City Code 912.04 - Accessory Use and Structure Development and Operational Standards,Commercial dumpster needs an Occupancy permit issued. :: City code requires a 6' screening or wall around commercial dumpsters.,"922.02 Occupancy Permits.  Obtain an occupancy permit for the commercial dumpster at the side of the property.  Apply at 3rd floor 200 Ross St. Pittsburgh, PA 15219. :: 912.04.H Dumpsters. All dumpsters must have a minimum six-foot screen wall. The Zoning Administrator must approve material for the wall.",0023S00362000000,East Allegheny,1,23,563200,1,23,1,6-Jan,-80.00087209,40.45500729
1426,EVANDALE RD,6/1/2017,O-1020880,Abated,,City Code 925.06 - Setbacks :: 2003 IPMC 301.3 Vacant structures and land,925.06.a.2  front hedges overgrown :: 301.3  overgrowth/dibris,hedges must be 4 foot or under on front of property :: all overgrown property/land must be properly cut and cleaned,0044D00305000000,Marshall-Shadeland,1,27,271500,1,27,1,14-Jan,-80.03315628,40.46989958
867,LILLIAN ST,6/1/2017,O-1011581,Abated,,2003 IPMC 301.3 Vacant structures and land,VACANT PROPERTY,"301.3 Vacant structures and land.  All vacant structures and premises shall be maintained in a clean, safe, secure and sanitary condition.MAINTAIN PROPERTY",0014F00371000000,Allentown,3,18,180300,4,18,3,6-Apr,-79.99113523,40.41887345
1609,WESTFIELD ST,6/1/2017,O-1026758,Abated,,2003 IPMC 301.3 Vacant structures and land,"ALL VACANT STRUCTURES MUST BE MAINTAINED IN A CLEAN,SAFE AND SANITARY CONDITION",PROPERTY MUST BE CUT AND CLEANED,0035H00056000000,Beechview,4,19,191600,5,19,6,28-Apr,-80.0189003,40.41042328
3891,BRIGHTON RD,6/1/2017,O-1015758,Abated,,City Code 777.01 - LICENSE REQUIRED; EXCEPTION,Mechanical Devices license MD1069 has expired 01/31/17.,"777.01 No proprietor shall set up any devices without obtaining a mechanical devices license for all applicable devices.  Apply 3rd floor, 200 Ross St. Pittsburgh, PA 15219.",0114L00234000000,Brighton Heights,1,27,270100,1,27,1,14-Jan,-80.0373427,40.48674062
3027,BRIGHTON RD,6/1/2017,O-1015476,Abated,,2003 IPMC 302.4 Weeds :: 2003 IPMC 301.3 Vacant structures and land,302.4  rear of property overgrown :: 301.3  rear of property overgrown,all overgrown weeds/grass must be cut and removed :: all overgrown property/land must be properly cut and cleaned,0076P00125000000,Marshall-Shadeland,1,27,271500,1,27,1,14-Jan,-80.02812738,40.47252989
7616,MULFORD ST,5/31/2017,O-1001921,Violations Found,,2003 IPMC 302.4 Weeds :: 2003 IPMC 307.1 Accumulation of rubbish or garbage,overgrowth thru-out property :: rubbish scattered thru-out property,premises must be free of overgrowth and grass over 10 inches :: premises must be free of rubbish and garbage,0175C00040000000,Homewood South,9,13,130400,2,13,5,17-Mar,-79.89077615,40.4522848
200,CHARLES ST,5/31/2017,O-1010088,Abated,,2003 IPMC 307.1 Accumulation of rubbish or garbage :: 2003 IPMC 301.3 Vacant structures and land,Rubbish & garbage throughout property. :: Vacant structures & land.,"All property shall be maintained free from any accumulation of rubbish & garbage.Remove all rubbish & garbage. :: All vacant structures & land shall be maintained in a clean, safe, secure & sanitary manner.Remove all rubbish & garbage.",0014L00198000A00,Knoxville,3,30,300100,4,30,3,6-Apr,-79.99073181,40.41642342
7624,MULFORD ST,5/31/2017,O-1002028,Violations Found,,2003 IPMC 302.4 Weeds :: 2003 IPMC 307.1 Accumulation of rubbish or garbage,overgrowth thru-out property :: rubbish scattered thru-out property,premises must be free of overgrowth and grass over 19 inches :: premises must be free of rubbish and garbage,0175C00044000000,Homewood South,9,13,130400,2,13,5,17-Mar,-79.89048362,40.4521841
3140,PENN AVE,5/31/2017,O-1014237,Abated,,2003 IPMC 307.1 Accumulation of rubbish or garbage,Throughout Property,Premises must be free from the accumulation of rubbish and garbage.,0025D00155000100,Strip District,7,6,20300,6,6,2,2-Mar,-79.97030274,40.4603145
4501,TORLEY ST,5/31/2017,O-1000614,Abated,,City Code 777.01 - LICENSE REQUIRED; EXCEPTION,AMUSEMENT MACHINE,"OPERATING WITHOUT A LICENSE, MACHINES EXCEED AMOUNT APPLIED FOR. OPERATOR FAILED TO SHOW PLACARD.",0049M00336000000,Bloomfield,7,9,90300,2,9,5,6-Mar,-79.9504575,40.46490333
7621,MULFORD ST,5/31/2017,O-1001966,Violations Found,,2003 IPMC 302.4 Weeds :: 2003 IPMC 307.1 Accumulation of rubbish or garbage,overgrowth thru-out property :: rubbish scattered thru-out property,premises must be free of overgrowth and grass over 10 inches :: premises must be free of rubbish,0175C00024000000,Homewood South,9,13,130400,2,13,5,17-Mar,-79.8904657,40.45259509
1223,WOODS RUN AVE,5/31/2017,O-1003432,Abated,,2003 IFC 505.1 Address identification :: 2003 IFC 107.2.1 Test and inspection records,1223 Woods Run Ave Wise Guys Pizza :: 1223 Woods Run Ave Wise Guys Pizza,No address identification visible from the street.Action Required: Provide address identification at the main entrance of the building that is visible from the street. :: Failure to maintain bi-annual cleaning off hood system and duct work. Action Required: Provide documentation of current cleaning of hood and duct work from third party company.,0076J00178000000,Marshall-Shadeland,1,27,271500,1,27,1,14-Jan,-80.03111156,40.47632593
1517,WESTMORELAND ST,5/31/2017,O-1025734,Abated,,2003 IPMC 302.4 Weeds :: 2003 IPMC 301.3 Vacant structures and land,overgrown property :: overgrown property,property needs to be cut & cleaned :: property needs to be cut & cleaned,0173F00114000000,Lincoln-Lemington-Belmar,9,12,561900,2,12,5,18-Mar,-79.89448324,40.46885362
414,W BURGESS ST,5/31/2017,O-1013657,Violations Found,,2003 IPMC 302.8 Motor vehicles :: 2003 IPMC 301.3 Vacant structures and land,302.8  inoperable motor vehicles on vacant lot :: 301.3  overgrowth/dibris,all motor vehicles must have current inspectio/regertration or be removed :: all overgrown property/land must be properly cut or removed,0046J00105000000,Perry South,6,26,261400,1,26,1,12-Jan,-80.01505004,40.46592642
7619,MULFORD ST,5/31/2017,O-1002009,Violations Found,,2003 IPMC 302.4 Weeds :: 2003 IPMC 307.1 Accumulation of rubbish or garbage,overgrowth thru-out property :: rubbish scattered thru-out property,premises must be free of overgrowth and grass over 10 inches :: premises must be free of rubbish,0175C00026000000,Homewood South,9,13,130400,2,13,5,17-Mar,-79.8905636,40.45263046
1033,BERKSHIRE AVE,5/31/2017,O-1010892,Voided,,2003 IPMC 307.1 Accumulation of rubbish or garbage,TREE DEBRIS REAR OF PROPERTY,CLEAN AND REMOVE TREE DEBRIS REAR OF PROPERTY,0097H00084000000,Brookline,4,19,191800,4,19,6,26-Apr,-80.01666724,40.39043885
330,S 9TH ST,5/31/2017,O-1031052,Abated,,"UCC 403.43 - Grant, denial and effect of permits",abandoment of permits 14-b-04125,abandoment of permits 14-b-04125please contact Kevin Karman 412-965-4184 for final inspection,0003G00286000000,South Side Flats,3,17,170200,4,17,3,2-Apr,-79.99052521,40.43013729
15,MONTGOMERY PL,5/31/2017,O-1002155,Abated,,2003 IPMC 302.3 Sidewalks and driveways,SIDEWALK ON MONTGOMERY SIDE,"302.3 All sidewalks, walkways, stairs, driveways, parking spaces and similar areas shall be kept in a proper state of repair, & maintained free from hazardous conditions. REPAIR CRACKED SIDEWALK",0023R00202000002,Allegheny Center,1,22,562700,1,22,1,6-Jan,-80.00572022,40.45446149
3753,BEECHWOOD BLVD,5/31/2017,O-999313,Voided,,"2003 IPMC 304.10 Stairways, decks, porches and balconies",Front Exterior Steps,Steps are deteriorated. Repair steps.,0087J00032000000,Greenfield,5,15,151700,3,15,4,15-Feb,-79.92894092,40.42750968
0,JANEWOOD WAY,5/31/2017,O-991160,Violations Found,,2003 IPMC 301.3 Vacant structures and land,"ALL VACANT LAND MUST BE MAINTAINED IN A CLEAN,SAFE AND SANITARY CONDITION",CLEAN AND REMOVE TRASH/LITTER FROM PROPERTY,0019C00139000000,Elliott,2,20,562600,5,20,6,17-Jan,-80.0389553,40.44196634
3444,UNIVERSAL ST,5/31/2017,O-979300,Abated,,"2003 IPMC 304.7 Roofs and drainage :: 2003 IPMC 304.10 Stairways, decks, porches and balconies",entire roof :: front porch,"front and back roofs of house collapsed, -  replace roof :: porch ceiling caved in/falling - replace porch ceiling",0042E00065000000,Sheraden,2,20,202200,5,20,6,16-Jan,-80.06533408,40.45819808
57,S 19TH ST,5/31/2017,O-1031082,Abated,,"UCC 403.43 - Grant, denial and effect of permits",abandoment of permits 14-b-03875 and 10-04009,abandoment of permits 14-b-03875 and 10-04009please contact Kevin Karman 412-965-4184 for final inspection,0012E00212000000,South Side Flats,3,17,170200,4,17,3,24-Apr,-79.97877721,40.42994266
618,CHAUTAUQUA ST,5/31/2017,O-992396,Abated,,2003 IPMC 302.3 Sidewalks and driveways :: 2003 IPMC 301.3 Vacant structures and land,302.3  front sidewalk is broken and uplifted :: 301.3  overgrowth/dibris,all sidewalks must be properly repaired or replaced :: all overgrown property/land must be proprely cut and cleaned,0045S00110000000,Perry South,6,25,261400,1,25,1,12-Jan,-80.01739992,40.46449467
206,LABELLE ST,5/31/2017,O-934930,Violations Found,,2003 IPMC 302.7 Accessory structures,Rear of property,"All accessory structures, including garages, shall be maintained structurally sound and in good repair.Repair garage",0006S00265000000,Mount Washington,2,19,190300,5,19,3,1-Apr,-80.01631167,40.43433496
3163,BEECHWOOD BLVD,5/31/2017,O-1015430,Violations Found,,2003 IPMC 302.2 Grading and drainage,REAR,"A GEOTECHNICAL ANALYSIS AND REPORT IS REQUIRED TO BE PREPARED, UNDER THE SEAL OF A LICENSED GEOTECHNICAL ENGINEER, TO PRESCRIBE THE REMEDIATION OF THE LANDSLIDE AS MAY BE NECESSARY IN ORDER TO PROVIDE",0088G00232000000,Squirrel Hill South,5,14,141400,3,14,4,15-Feb,-79.92233143,40.41959801
623,LORENZ AVE,5/31/2017,O-985314,Violations Found,,2003 IPMC 307.1 Accumulation of rubbish or garbage :: 2003 IPMC 304.6 Exterior walls,rear of property :: rear of property,"accumilation of debris on property - remove debris,garbage, rubbish from property :: exterior walls of house in dissreapir - repair or replace exterior walls, close any openings, remove any loose or rotting materials, apply protective coating",0020R00191000000,Elliott,2,20,562600,5,20,6,17-Jan,-80.03882586,40.44490198
489,NORTON ST,5/31/2017,O-1012331,Abated,,2003 IPMC 302.4 Weeds,ALL EXTERIOR PROPERTY MUST BE CLEAN AND FREE FROM WEEDS,PROPERTY MUST BE CUT AND CLEANED FROM OVERGROWTH,0004N00136000000,Mount Washington,2,19,191400,5,19,3,27-Apr,-80.01222737,40.42452992
404,WALTER ST,5/31/2017,O-996629,Abated,,2003 IFC 1026.16.5 Materials and strength,404 WALTER ST,Failure to maintain inspection records of fire escape.  Action Required: Provide current third party engineers report of fire escape,0014F00005000000,Allentown,3,18,180300,4,18,3,21-Apr,-79.99497706,40.41891282
0,MULFORD ST,5/31/2017,O-1002046,Violations Found,,2003 IPMC 302.4 Weeds :: 2003 IPMC 307.1 Accumulation of rubbish or garbage,overgrowth thru-out property :: rubbish scattered on lot,lots must be cur and cleaned :: lots must be cut and cleaned,0175C00042000000,Homewood South,9,13,130400,2,13,5,17-Mar,-79.89061974,40.45222924
235,ROCHELLE ST,5/31/2017,O-1013829,Abated,,2003 IPMC 302.4 Weeds :: 2003 IPMC 301.3 Vacant structures and land,Overgrown grass & weeds throughout property. :: Vacant structures & land.,"All property shall be maintained free from any grass & weeds in excess of 10 inches.Cut & clean property. :: All vacant structures & land shall be maintained in a clean, safe, secure & sanitary manner.Cut & clean property.",0014P00116000000,Knoxville,3,30,300100,4,30,3,6-Apr,-79.99229063,40.41525995
7615,MULFORD ST,5/31/2017,O-1001991,Violations Found,,2003 IPMC 302.4 Weeds :: 2003 IPMC 307.1 Accumulation of rubbish or garbage,overgrowth thru-out property :: rubbish scattered thru-out property,premises must be free of overgrowth and grass over 10 inches :: premises must be free of rubbish and garbage,0175C00028000000,Homewood South,9,13,130400,2,13,5,17-Mar,-79.89073793,40.4526674
7136,UPLAND ST,5/31/2017,O-1002813,Violations Found,,2003 IPMC 307.1 Accumulation of rubbish or garbage,rubbish front and back,premises must be free of all rubbish and garbage,0174A00010000000,Homewood North,9,13,130100,2,13,5,18-Mar,-79.89606003,40.46220276
5730,ELLSWORTH AVE,5/31/2017,O-988370,Abated,,UCC 403.45 - Inspections,DENTISTRY OFFICE FIRST FLOOR,"FINAL INSPECTION MUST BE DONE BUT MUST HAVE FIRE ALARM PERMIT ISSUED,INSPECTED,AND FINAL .ALSO MEED THIRD PARTY ENERGY INSPECTION AND SEND REPORT TO OUR DEPARTMENT AND ACCESSIBILITY INSPECTION",0084J00081000000,Shadyside,8,7,70500,2,7,4,11-Mar,-79.93120878,40.45524108
7014,CHURCHLAND ST,5/31/2017,O-1013590,Violations Found,,2003 IPMC 302.4 Weeds :: 2003 IPMC 307.1 Accumulation of rubbish or garbage :: 2003 IPMC 301.3 Vacant structures and land,overgrown property :: debris on property :: overgrown & debris on property,"front & rear of property needs to be cut :: debris in rear garage area needs to be cleaned out :: front & rear of property needs cut, debris in garage area needs to be removed",0173A00121000000,Lincoln-Lemington-Belmar,9,12,561900,2,12,5,18-Mar,-79.89730172,40.4713963
2410,PIONEER AVE,5/31/2017,O-1028134,Abated,,City Code 922.02 - Occupancy Permits,Occupancy for use of front yard for parking,"A Certificate of Occupancy shall be required for the lawful use or occupancy of all land, structures or premises, or parts thereof. Apply for Occupancy permit for use of parking",0062L00090000000,Brookline,4,19,191900,4,19,6,26-Apr,-80.02164293,40.39912925
2304,BENSONIA AVE,5/31/2017,O-1019494,Abated,,2003 IPMC 302.4 Weeds :: 2003 IPMC 307.1 Accumulation of rubbish or garbage,Overgrown Weeds or Grass throughout property :: Accumulation of Rubbish / Garbage and debris throughout property,All premises and exterior shall be maintain free from weeds or grass in excess of 10 inchesCut overgrowth :: Property must be clean of all Rubbish / Garbage debrisRemove all rubbish / garbage and debris,0062A00183000000,Beechview,4,19,192000,5,19,6,28-Apr,-80.03023487,40.40239815
285,LELIA ST,5/31/2017,O-1015171,Abated,,2003 IPMC 302.4 Weeds,ALL EXTERIOR PROPERTY MUST BE CLEAN AND FREE FROM OVERGROWTH,CUT AND REMOVE OVERGROWTH FROM THROUGHOUT PROPERTY,0015C00075000000,Mount Washington,2,19,191500,5,19,3,27-Apr,-80.00696918,40.42166652
0,LINDELL ST,5/31/2017,O-989233,Abated,,2003 IPMC 302.8 Motor vehicles :: 2003 IPMC 301.3 Vacant structures and land,302.8  inoperable motorr vehicles on property :: 301.3  overgrowth/dibris,all motor vehicles must have current inspection/regertration or be removed :: all overgrown property/land must be properly cut and cleaned,0078R00208000000,Spring Garden,1,26,241200,1,26,1,11-Jan,-79.98827894,40.47275372
50,TRETOW ST,5/31/2017,O-1023278,Abated,,2003 IPMC 302.4 Weeds :: 2003 IPMC 301.3 Vacant structures and land,302.4  overgrowth throughout property :: 301.3  overgrowth throughout property,all overgrown weeds/grass must be cut and removed :: all overgrown property/land must be properly cut and removed,0077F00193000000,Perry North,1,26,260700,1,26,1,15-Jan,-80.00901286,40.47849664
831,EXCELSIOR ST,5/31/2017,O-941363,Abated,,UCC 403.62a Permit application,rear deck constructed with out permit   at 831 exceslsior st,stop work obtain required permit,0014B00233000000,Allentown,3,18,180300,4,18,3,5-Apr,-79.99259024,40.42303506
3151,BEECHWOOD BLVD,5/31/2017,O-1015406,Violations Found,,2003 IPMC 302.2 Grading and drainage,REAR,"A GEOTECHNICAL ANALYSIS AND REPORT IS REQUIRED TO BE PREPARED, UNDER THE SEAL OF A LICENSED GEOTECHNICAL ENGINEER, TO PRESCRIBE THE REMEDIATION OF THE LANDSLIDE AS MAY BE NECESSARY IN ORDER TO PROVIDE",0088G00229000000,Squirrel Hill South,5,14,141400,3,14,4,15-Feb,-79.92236668,40.41979835
49,RUTH ST,5/31/2017,O-1014088,Abated,,"2003 IPMC 301.3 Vacant structures and land :: 2003 IPMC 302.4 Weeds :: 2003 IPMC 304.10 Stairways, decks, porches and balconies",VACANT STRUCTURE :: THROUGHOUT PROPERTY :: FRONT OF STRUCTURE,"301.3 Vacant structures and land.  All vacant structures and premises shall be maintained in a clean, safe, secure and sanitary condition. SECURE BUILDING :: 302.4  Weeds/overgrowth.  All exterior property shall be free from weeds or plant growth in excess of 10?.  All noxious weeds shall be prohibited.  Cut clear and remove overgrowth. :: 304.10 Stairways, decks, porches & balconies shall be maintained and structurally sound, in good repair, with proper anchorage and capable of bearing the imposed loads. REPAIR FRONT PORCH AND STEPS.",0004R00252000000,Mount Washington,3,18,180700,5,18,3,5-Apr,-80.00477741,40.42524464
461,GRACE ST,5/31/2017,O-956082,Violations Found,,2003 IPMC 307.1 Accumulation of rubbish or garbage :: 2003 IPMC 304.11 Chimneys and towers :: 2003 IPMC 302.7 Accessory structures,Throughout property :: Roof :: Front of property,"All exterior property and premises, and the interior of every structure, shall be free from any accumulation of rubbish or garbage.Remove debris :: All chimneys shall be structurally maintained and in good repair.Repair chimney :: All accessory structures, including retaining walls, shall be maintained structurally sound and in good repair.Repair retaining wall",0004J00101000000,Mount Washington,2,19,191400,5,19,3,27-Apr,-80.0142368,40.42835128
140,LABELLE ST,5/31/2017,O-904079,Violations Found,,"2003 IPMC 304.10 Stairways, decks, porches and balconies :: 2003 IPMC 304.7 Roofs and drainage :: 2003 IPMC 304.6 Exterior walls",Rear of property :: Throughout Property :: Throughout property,Every exterior deck shall be maintained structurally sound and in good repair.Repair rear deck and add handrails to deck for safety :: Roof water shall not be discharged in a manner that creates a public nuisance.Repair fascia and soffit :: All exterior walls shall be maintained weatherproof and properly surface coated to prevent deterioration.Repaint exterior of home,0001N00007000000,Mount Washington,2,19,190300,5,19,3,1-Apr,-80.01611935,40.43524819
3026,ALLENDALE ST,5/31/2017,O-975320,Violations Found,,"2003 IPMC 307.1 Accumulation of rubbish or garbage :: 2003 IPMC 304.11 Chimneys and towers :: 2003 IPMC 304.7 Roofs and drainage :: 2003 IPMC 304.10 Stairways, decks, porches and balconies",on property :: roof :: front porch :: front porch,"accumilation of dabris,garbage, rubbish on property - clean up property :: chimbney in dissrepair - repoint, remove, or replace chimbney :: porch gutters in dissreapir - repair or replace gutters for propper drainage :: porch ceiling falling - repair, remove, or replace porch ceiling",0042P00291000000,Sheraden,2,20,202200,5,20,6,16-Jan,-80.05912179,40.4535707
5219,PEMBROKE PL,5/31/2017,O-993495,Abated,,UCC 403.64 - Inspections,INTERIOR AND EXTRIOR RENOVATION,MUST HAVE MECHANICAL INSPECTED AND FINALED THAN HAVE THE SR.INSPECTOR INSPECTION AND FINAL FOR PERMIT COMPLIANCE,0052C00203000000,Shadyside,8,7,70300,2,7,4,22-Mar,-79.93782432,40.45057753
7635,MULFORD ST,5/31/2017,O-1002034,Violations Found,,2003 IPMC 302.4 Weeds :: 2003 IPMC 307.1 Accumulation of rubbish or garbage,overgrowth thru-out property :: rubbish scattered thru-out property,premises must be free of overgrowth :: premises must be free of rubbish and garbage,0175C00016000000,Homewood South,9,13,130400,2,13,5,17-Mar,-79.88990544,40.45247025
3369,WEBSTER AVE,5/31/2017,O-1016770,Abated,,2003 IPMC 302.4 Weeds :: 2003 IPMC 301.3 Vacant structures and land,THROUGHOUT PROPERTY :: THROUGHOUT PROPERTY,"OVERGROWTH.  ALL EXTERIOR PROPERTY AND PREMISES SHALL BE MAINTAINED FREE FROM OVERGROWTH. :: OVERGROWTH.  ALL VACANT STRUCTURES AND LAND SHALL BE MAINTAINED CLEAN, SAFE, SECURE AND SANITARY.",0026N00118000A00,Upper Hill,6,5,50600,3,5,2,22-Feb,-79.96312962,40.45436772
611,TRIPOLI ST,5/31/2017,O-1023696,Abated,,2003 IPMC 302.4 Weeds :: 2003 IPMC 301.3 Vacant structures and land,302.4  vacant lot overgrown :: 301.3  vacant lot overgrown,all overgrown weeds/grass must be cut and removed :: allovergrown property/land must be properly cut and cleaned,0024J00029000000,East Allegheny,1,23,563200,1,23,1,6-Jan,-79.99935661,40.45608382
6914,GREENWOOD ST,5/31/2017,O-1025447,Abated,,2003 IPMC 302.4 Weeds :: 2003 IPMC 301.3 Vacant structures and land,overgrown property :: overgrown property,property needs to be cut & cleaned :: property needs to be cut & cleaned,0121K00292000000,Morningside,7,10,101400,2,10,5,7-Mar,-79.92554751,40.4848748
3169,BEECHWOOD BLVD,5/31/2017,O-1015436,Violations Found,,2003 IPMC 302.2 Grading and drainage,REAR,"A GEOTECHNICAL ANALYSIS AND REPORT IS REQUIRED TO BE PREPARED, UNDER THE SEAL OF A LICENSED GEOTECHNICAL ENGINEER, TO PRESCRIBE THE REMEDIATION OF THE LANDSLIDE AS MAY BE NECESSARY IN ORDER TO PROVIDE",0088G00234000000,Squirrel Hill South,5,14,141400,3,14,4,15-Feb,-79.92228346,40.41935842
