TCE11-0684,COMP-FINE,5/21/2019,840 N   MACOMB  ST,Parcel ID  2125050000250,Private Property Code Enforcement,,
TCE14-0242,COMP-FINE,5/21/2019,840 N   MACOMB  ST,Parcel ID  2125050000250,Private Property Code Enforcement,,
TCE184175,  NOV,  09/21/2018,808 N   MONROE  ST,Parcel ID  2125204260000,Private Property Code Enforcement,,
TCE17-3171,MOW-FINE,  05/21/2019,,Parcel ID  212524 F0130,Private Property Code Enforcementm Bldg 11,Private Property Code Enforcement,Exterior Structure
TCE16-0607,MOW-FINE,  05/21/2019,,Parcel ID  212524 F0130,Private Property Code Enforcement,,
TCE03-0828,COMP-FINE,5/28/2019,,Parcel ID  2125280000040,,,
TCE04-3365,COMP-FINE,5/21/2019,,Parcel ID  2125280000211,Private Property Code Enforcement Bldg 12,,Parcel ID
TCE181806,CB-FINE,5/10/2018,911 DEWEY ST,Parcel ID  2125280000550,Private Property Code Enforcement,,
TCE01-0718,MOW-FINE,  05/21/2019,656 DENT ST,Parcel ID  2125280000570,Private Property Code Enforcement,,
TCE17-3176,CM-FINE,5/21/2019,626 DENT ST,Parcel ID  2125280000610,Private Property Code Enforcement,,
TCE04-3583,MOW-FINE,  05/21/2019,,Parcel ID  2125320000021,Private Property Code Enforcement,,
TCE04-2477,MOW-FINE,  05/21/2019,Address /,Parcel ID  212533 A0050,,,
TCE03-3391,MOW-FINE,  05/21/2019,,Parcel ID  212533 A0050,Private Property Code Enforcement,,
TCE06-5229,MOW-FINE,  05/21/2019,,Parcel ID  212533 A0050,Private Property Code Enforcement,,
TCE04-3668,MOW-FINE,  05/21/2019,,Parcel ID  212533 A0070,Private Property Code Enforcement,Maintenance Exterior Structure,
TCE08-4252,CM-FINE,5/21/2019,1425 N   DUVAL ST,Parcel ID  212543 G0310,Private Property Code Enforcement,,
TCE184786,  CB-HEAR,    12/07/2018,,Parcel ID  2125450000930,Environmental Code Enforcement,Maintenance Requirements,
TCE181115,  CB-HEAR,    03/30/2018,1105 N   MONROE  ST,Parcel ID  2125450000951,Environmental Code Enforcement,Maintenance Requirements,
TCE13-3517,COMP-FINE,5/21/2019,,Parcel ID  212595 A0150,Private Property Code Enforcement,,
TCE03-0467,COMP-FINE,5/21/2019,,Parcel ID  212595 B0260,Private Property Code Enforcement,,
TCE15-4977,MOW-FINE,  05/21/2019,,Parcel ID  2126200520000,Private Property Code Enforcement,,
TCE07-3066,COMP-FINE,5/21/2019,1102 ALABAMA ST,Parcel ID  2126200650000,Private Property Code Enforcement,,
TCE07-3573,COMP-FINE,5/21/2019,1102 ALABAMA ST,Parcel ID  2126200650000,,,
TCE15-0718,MOW-FINE,  05/21/2019,,Parcel ID  2126202060000,Private Property Code Enforcement,,
TCE181262,  CM-FINE,4/5/2018,,Parcel ID  2126204210000,Private Property Code Enforcement,,
TCE05-0546,CB-FINE,5/21/2019,,Parcel ID  2126204670000,Private Property Code Enforcement,,
TCE03-0371,MOW-FINE,  05/21/2019,,Parcel ID  2126206310000,Private Property Code Enforcement,,
TCE03-2942,MOW-FINE,  05/21/2019,,Parcel ID  2126206310000,Private Property Code Enforcement,,
TCE05-0571,MOW-FINE,  05/21/2019,,Parcel ID  2126206310000,Private Property Code Enforcement,,
TCE10-2344,COMP-FINE,5/21/2019,,Parcel ID  212635 A0180,Private Property Code Enforcement,Permanent Building Numbers Maintenance,
TCE04-0445,COMP-FINE,5/21/2019,,Parcel ID  212635 A0250,Private Property Code Enforcement,,
TCE04-1043,COMP-FINE,5/21/2019,,Parcel ID  212635 D0100,Private Property Code Enforcement,,
TCE09-1055,COMP-FINE,5/21/2019,,Parcel ID  212635 D0100,Private Property Code Enforcement,,
TCE16-0709,MOW-FINE,  05/21/2019,,Parcel ID  212635 D0100,Private Property Code Enforcement,,
TCE17-0569,MOW-FINE,  05/21/2019,,Parcel ID  212635 D0100,Private Property Code Enforcement,,
TCE17-1677,MOW-FINE,  05/21/2019,,Parcel ID  212635 H0090,Private Property Code Enforcement,,
TCE06-1605,CB-FINE,5/21/2019,,Parcel ID  212635 J0030,Private Property Code Enforcement,,
TCE03-3463,COMP-FINE,5/21/2019,,Parcel ID  212635 K0150,Private Property Code EnforcementPrivate Property Code Enforcement,Exterior Structure,
TCE04-2598,MOW-FINE,  05/21/2019,,Parcel ID  212635 K0150,Private Property Code Enforcement,,
TCE06-3762,MOW-FINE,  05/21/2019,,Parcel ID  212635 K0150,Private Property Code Enforcement,,
TCE07-4979,MOW-FINE,  05/21/2019,,Parcel ID  212635 K0150,Private Property Code EnforcementPrivate Property Code Enforcement,Exterior Structure,
TCE08-4180,MOW-FINE,  05/21/2019,,Parcel ID  212635 K0150,Private Property Code Enforcement,,
TCE09-3672,MOW-FINE,  05/21/2019,,Parcel ID  212635 K0150,Private Property Code EnforcementPrivate Property Code Enforcement,Exterior Structure,
TCE11-0690,MOW-FINE,  05/21/2019,,Parcel ID  212635 K0150,Private Property Code Enforcement,,
TCE183644,CB-HEAR,8/24/2018,1309 ALABAMA ST,Parcel ID  212635 M0010,,,
TCE16-4692,MOW-FINE,  05/21/2019,,Parcel ID  212635 M0240,Private Property Code EnforcementPrivate Property Code Enforcement,Exterior Structure,
TCE07-3703,CB-FINE,5/21/2019,,Parcel ID  212635 O0230,Private Property Code Enforcement,,
TCE09-4571,MOW-FINE,  05/21/2019,,Parcel ID  212645 A0100,Private Property Code Enforcement,,
TCE11-3865,MOW-FINE,  05/21/2019,,Parcel ID  212645 A0100,Private Property Code EnforcementPrivate Property Code Enforcement,Exterior Structure,
TCE16-0514,MOW-FINE,  05/21/2019,,Parcel ID  212645 A0100,Private Property Code Enforcement,Maintenance Exterior Structure,
TCE12-0047,MOW-FINE,  05/21/2019,,Parcel ID  212645 A0450,Private Property Code EnforcementPrivate Property Code Enforcement,Exterior Structure,
TCE14-0150,MOW-FINE,  05/21/2019,,Parcel ID  212645 A0450,Private Property Code Enforcement,,
TCE14-3025,MOW-FINE,  05/21/2019,,Parcel ID  212645 A0450,Private Property Code EnforcementPrivate Property Code Enforcement,Exterior Structure,
TCE15-0167,MOW-FINE,  05/21/2019,,Parcel ID  212645 A0450,Private Property Code Enforcement,,
TCE16-0362,MOW-FINE,  05/21/2019,,Parcel ID  212645 A0450,Private Property Code Enforcement,,
TCE09-4569,MOW-FINE,  05/21/2019,,Parcel ID  212645 B0130,Private Property Code Enforcement,,Private Property Code Enforcement
TCE02-1397,MOW-FINE,  05/21/2019,,Parcel ID  212645 B0130,Private Property Code Enforcement,,
TCE07-3528,MOW-FINE,  05/21/2019,,Parcel ID  212645 B0130,Private Property Code Enforcement,,
TCE11-2557,MOW-FINE,  05/21/2019,,Parcel ID  212645 B0130,Private Property Code Enforcement,,
TCE05-0581,DEMO-FINE,5/21/2019,,Parcel ID  2126530060120,Private Property Code Enforcement,,
TCE07-2340,COMP-FINE,5/21/2019,726 DENT ST,Parcel ID  2126530070080,Private Property Code Enforcement,,
TCE08-0499,COMP-FINE,5/21/2019,726 DENT ST,Parcel ID  2126530070080,Private Property Code Enforcement,,
TCE15-4532,MOW-FINE,  05/21/2019,,Parcel ID  2126530100130,Private Property Code Enforcement,,
TCE15-0068,MOW-FINE,  05/21/2019,Address /,Parcel ID  2126530120110,,,
TCE08-5047,COMP-FINE,5/21/2019,,Parcel ID  212655 C0070,Private Property Code Enforcement,,
TCE15-0983,CM-FINE,5/21/2019,,Parcel ID  212657 B0030,Private Property Code Enforcement,,
TCE11-4394,MOW-FINE,  05/21/2019,,Parcel ID  212666 B0070,Private Property Code Enforcement,,
TCE13-3788,MOW-FINE,  05/21/2019,,Parcel ID  212670 B0070,Private Property Code Enforcement,,
TCE184761, MOW-FINE,  12/05/2018,,Parcel ID  212670 B0080,Private Property Code Enforcement,,
TCE14-0499,COMP-FINE,5/21/2019,,Parcel ID  2127050000140,Private Property Code Enforcement,,
TCE15-3354,CM-FINE,5/21/2019,1010 SAN LUIS  RD,Parcel ID  212745  A0070,Private Property Code Enforcement,,
TCE17-2367,CM-FINE,5/21/2019,,Parcel ID  2128209510000,Private Property Code Enforcement,,
TCE10-5882,COMP-FINE,5/21/2019,2610 HAYWARD  DR,Parcel ID  212840 C0051,Private Property Code Enforcement,,
TCE06-4400,COMP-FINE,5/21/2019,,Parcel ID  212865 B0081,Private Property Code Enforcement,,
TCE10-0703,MOW-FINE,  05/21/2019,,Parcel ID  212865 B0081,Private Property Code Enforcement,Maintenance Fences & Walls,
TCE16-0913,MOW-FINE,  05/21/2019,,Parcel ID  2128750020140,Private Property Code Enforcement,Maintenance,
TCE14-4355,COMP-FINE,5/21/2019,1462 VALLEY GREEN DR,Parcel ID  212880 B0050,Private Property Code Enforcement,,
TCE190559,  NOV,  02/05/2019,,Parcel ID  212935  0001,Stormwater Code Enforcement,Operation and Maintenance of SWMF,Private Property Code Enforcement
TCE190503,  APPROVED, 01/30/2019,,Parcel ID  212935  0001,Stormwater Code Enforcement,,
TCE11-2091,COMP-FINE,5/21/2019,,Parcel ID  213061 B0230,Private Property Code Enforcement,,
TCE190453,  APPROVED, 01/25/2019,,Parcel ID  2133204030000,Stormwater Code Enforcement,Operation and Maintenance of SWMF,
TCE15-3643,COMP-FINE,5/21/2019,,Parcel ID  213402 E2146,Private Property Code Enforcement,,
TCE17-1436,CB-FINE,5/21/2019,2349 YORKSHIRE DR ,Parcel ID  213426  J0020,Private Property Code Enforcement,,
TCE12-1666,CB-FINE,7/12/2019,1810 BELLE VUE  WAY,Parcel ID  2134300000010,Private Property Code Enforcement,,
TCE182768,  APPROVED, 07/10/2018,,Parcel ID  2134510001110,Stormwater Code Enforcement,,
TCE16-3405,CB-FINE,5/21/2019,,Parcel ID  2134510001380,Private Property Code Enforcement,,
TCE02-2746,COMP-FINE,5/21/2019,,Parcel ID  2135750010170,Private Property Code Enforcement,,
TCE16-4394,COMP-FINE,5/21/2019,,Parcel ID  2135750010170,Private Property Code Enforcement,,
TCE17-0910,CM-FINE,5/21/2019,,Parcel ID  2135750030020,Private Property Code Enforcement,,
TCE09-4523,MOW-FINE,  05/21/2019,504 N   MACOMB  ST,Parcel ID  2136500506065,Private Property Code Enforcement,,
TCE10-3903,MOW-FINE,  05/21/2019,504 N   MACOMB  ST,Parcel ID  2136500506065,Private Property Code Enforcement,,
TCE11-0805,MOW-FINE,  05/21/2019,504 N   MACOMB  ST,Parcel ID  2136500506065,Private Property Code Enforcement,,
TCE12-0477,MOW-FINE,  05/21/2019,504 N   MACOMB  ST,Parcel ID  2136500506065,Private Property Code Enforcement,,
TCE08-3114, CB-FINE,5/21/2019,318 N   COPELAND  ST,Parcel ID  2136600000020,Private Property Code Enforcement,,
TCE190218,  APPROVED, 01/11/2019,,Parcel ID  3103200200000,Stormwater Code Enforcement,,
TCE190290,  APPROVED, 01/18/2019,,Parcel ID  3103200220010,Stormwater Code Enforcement,,
TCE190291,  APPROVED, 01/18/2019,,Parcel ID  3103200450000,Stormwater Code Enforcement,,
TCE190342,  APPROVED, 01/18/2019,,Parcel ID  3103200600000,Stormwater Code Enforcement,Operation and Maintenance of SWMF,
TCE190341,  APPROVED, 01/18/2019,,Parcel ID  3103200780000,Stormwater Code Enforcement,,
TCE190330,  APPROVED, 01/18/2019,,Parcel ID  3103202020000,Stormwater Code Enforcement,,
TCE190509,  APPROVED, 01/30/2019,,Parcel ID  3103202260000,Stormwater Code Enforcement,Operation and Maintenance of SWMF,
TCE190261,  APPROVED, 01/16/2019,,Parcel ID  3103202280000,Stormwater Code Enforcement,,
TCE190244,  APPROVED, 01/15/2019,,Parcel ID  3103202310000,Stormwater Code Enforcement,,
TCE190257,  APPROVED, 01/15/2019,Address /,Parcel ID  3103202440000,,,
TCE190331,  APPROVED, 01/18/2019,,Parcel ID  3103202520000,Stormwater Code Enforcement,,
TCE190334,  APPROVED, 01/18/2019,,Parcel ID  3103202660000,Stormwater Code Enforcement,Offensive Accumulations & Growth Maintenance,
TCE190538,  APPROVED, 02/01/2019,,Parcel ID  3103204210000,Stormwater Code Enforcement,,
TCE190336,  APPROVED, 01/18/2019,,Parcel ID  3103209010000,Stormwater Code Enforcement,,
TCE190337,  APPROVED, 01/18/2019,,Parcel ID  3103250000010,Stormwater Code Enforcement,,
TCE16-2120,COMP-FINE,5/21/2019,1424 TAMI TRL,Parcel ID  3103500000740,Private Property Code Enforcement,,
TCE182294, COMP-FINE,6/13/2018,1437 TAMI TRL,Parcel ID  3103500000780,Private Property Code Enforcement,,
TCE190335,  APPROVED, 01/18/2019,,Parcel ID  310403 O0010,Stormwater Code Enforcement,,
TCE182621,  ORDERS,     07/02/2018,1204 CROSS CREEK  WAY,Parcel ID  310404 300A0,Private Property Code Enforcement,Maintenance,Exterior Structure
TCE14-4179,CB-FINE,5/21/2019,1206 CROSS CREEK  WAY,Parcel ID  310404 400B0,,,
TCE182880, COMP-FINE,7/18/2018,,Parcel ID  310406  0001,Private Property Code Enforcement,,
TCE190313,  APPROVED, 01/18/2019,,Parcel ID  3104204270000,Stormwater Code Enforcement,,
TCE190468,  APPROVED, 01/28/2019,,Parcel ID  310480 C0320,Stormwater Code Enforcement,Operation and Maintenance of SWMF,
TCE10-5811,COMP-FINE,5/21/2019,,Parcel ID  310519  0001,Private Property Code Enforcement,,
TCE15-4786,CB-FINE,5/21/2019,,Parcel ID  3105200640000,Private Property Code Enforcement,,
TCE16-3658,CB-FINE,5/21/2019,,Parcel ID  3105204110000,Private Property Code Enforcement,,
TCE14-0394,CB-FINE,5/21/2019,Address /,Parcel ID  310542  0001,,,
TCE14-0420,CB-FINE,5/21/2019,,Parcel ID  310542  0001,Private Property Code Enforcement,,
TCE14-0421,CB-FINE,5/21/2019,,Parcel ID  310542  0001,Private Property Code Enforcement,,
TCE14-0422,CB-FINE,5/21/2019,,Parcel ID  310542  0001,Private Property Code Enforcement,,
TCE180899,VCN,3/21/2018,1522 ATAPHA NENE,Parcel ID  310550 C0190,,,
TCE11-1091,COMP-FINE,5/21/2019,,Parcel ID  3107030000070,Private Property Code Enforcement,,Offensive Accumulations & Growth Fences & Walls
TCE190523,  CM-FINE,2/1/2019,2403 COUNTRY CLUB  DR,Parcel ID  3107200020000,Private Property Code Enforcement,Maintenance,
TCE07-5235,MOW-FINE,  05/21/2019,,Parcel ID  3107200250000,Private Property Code Enforcement,,
TCE09-5705,COMP-FINE,5/21/2019,2406 COUNTRY CLUB  DR,Parcel ID  3107202160000,Private Property Code Enforcement,,
TCE14-3164,MOW-FINE,  05/21/2019,2406 COUNTRY CLUB  DR,Parcel ID  3107202160000,Private Property Code Enforcement,,
TCE15-0052,MOW-FINE,  05/21/2019,2406 COUNTRY CLUB  DR,Parcel ID  3107202160000,Private Property Code Enforcement,,
TCE182311,  MOW-FINE,  06/13/2018,2406 COUNTRY CLUB  DR,Parcel ID  3107202160000,Private Property Code Enforcement,,
TCE11-2165, CB-FINE,5/21/2019,Address /,Parcel ID  3107202160000,,,
TCE15-3110,MOW-FINE,  05/21/2019,2406 COUNTRY CLUB  DR,Parcel ID  3107202160000,,,
TCE183272,CB-FINE,8/9/2018,603 PUTNAM DR,Parcel ID  3107202660000,,,
TCE06-0189,AE-C-PAID,   05/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,,Handrails and Guardrails Offensive Accumulations & Growth
TCE05-0462,AE-C-PAID,   07/12/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,Maintenance,
TCE05-0503,AE-C-PAID,   05/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,,
TCE05-0512,AE-C-PAID,   05/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,,
TCE05-0610,AE-C-PAID,   05/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,,
TCE05-0611,COMP-FINE,5/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,,
TCE05-0612,COMP-FINE,5/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,"Accessory Structures,Offensive Accumulations & Growth",
TCE05-0613,DEMO-FINE,5/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,,
TCE05-0614,COMP-FINE,5/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,,
TCE05-0615,DEMO-FINE,5/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,,
TCE05-0616,COMP-FINE,5/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,,
TCE05-0617,DEMO-FINE,5/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,,
TCE05-0618,DEMO-FINE,5/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,,
TCE05-0619,AE-C-PAID,   05/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,,
TCE05-0674,AE-C-PAID,   05/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,,
TCE05-1854,AE-C-PAID,   05/21/2019,,Parcel ID  3107202890000,Private Property Code Enforcement,,
TCE11-4057,MOW-FINE,  05/21/2019,,Parcel ID  3107202930000,Private Property Code Enforcement,,
TCE04-4396,COMP-FINE,5/21/2019,,Parcel ID  3107203340000,Private Property Code Enforcement,,
TCE15-0579,CB-FINE,5/21/2019,2818 TARTARY DR,Parcel ID  310775 C0110,Private Property Code Enforcement,,
TCE14-3256,COMP-FINE,5/21/2019,2818 TARTARY DR,Parcel ID  310775 C0110,Private Property Code Enforcement,,
TCE11-4782,MOW-FINE,  05/21/2019,,Parcel ID  310775 D0010,Private Property Code Enforcement,,
TCE14-2917,MOW-FINE,  05/21/2019,,Parcel ID  310775 D0010,Private Property Code Enforcement,,
TCE14-4935,MOW-FINE,  05/21/2019,,Parcel ID  310775 D0010,Private Property Code Enforcement,,
TCE14-1454,MOW-FINE,  05/21/2019,,Parcel ID  310786 B0140,Private Property Code Enforcement,,
TCE15-5577,CB-FINE,5/21/2019,608 LAURA LEE AVE,Parcel ID  310789 D0030,Private Property Code Enforcement,,
TCE180413,  CB-FINE,2/13/2018,2820 PAR  LN ,Parcel ID  3108020000130,Private Property Code Enforcement,Exterior Structure,
TCE15-2446,COMP-FINE,5/21/2019,1562 THREE LANTERN  LN,Parcel ID  3108110000040,Private Property Code Enforcement,,
TCE190320,  APPROVED, 01/18/2019,,Parcel ID  3110200120000,Stormwater Code Enforcement,Private Property Code Enforcement,Maintenance
TCE184819,  NOV,  12/11/2018,,Parcel ID  3110200120000,Environmental Code Enforcement,,
TCE190317,  APPROVED, 01/18/2019,,Parcel ID  3110200120000,Stormwater Code Enforcement,,
TCE190318,  APPROVED, 01/18/2019,,Parcel ID  3110200120000,Stormwater Code Enforcement,,
TCE190324,  APPROVED, 01/18/2019,,Parcel ID  3110200120000,Stormwater Code Enforcement,,
TCE190322,  APPROVED, 01/18/2019,,Parcel ID  3110310000001,Stormwater Code Enforcement,Operation and Maintenance of SWMF,
TCE190515,  APPROVED, 01/31/2019,,Parcel ID  3110340000002,Stormwater Code Enforcement,Operation and Maintenance of SWMF,Offensive Accumulations & Growth
