2/11/2021,VBO21-00240,"3739 E MARKET ST, INDIANAPOLIS IN 46201",744 E TERRACE AVE,", INDIANAPOLIS IN 46201",Enforcement - Vacant Board Order,Closed
1/27/2021,VBO21-00134,"3743 SALEM ST, INDIANAPOLIS IN 46208",744 N CHESTER AVE,", INDIANAPOLIS IN 46208",Enforcement - Vacant Board Order,Closed
2/2/2021,INV21-02060,"3744 N CAPITOL AVE, INDIANAPOLIS IN 46208",7442 DEREK DR,", INDIANAPOLIS IN 46208",Investigation - Trash,"Closed, VIO"
2/3/2021,VIO21-000972,"3744 N CAPITOL AVE, INDIANAPOLIS IN 46208",7444 SANDALWOOD DR,", INDIANAPOLIS IN 46208",Violation - Trash,Closed
3/2/2021,VIO21-001593,"3745 ADAMS ST, INDIANAPOLIS IN 46218",7445 E 14TH ST,", INDIANAPOLIS IN 46218",Violation - Trash,Inspections
2/12/2021,INV21-02661,"3746 CRESTON DR, INDIANAPOLIS IN 46222",7452 BENTLEY DR,", INDIANAPOLIS IN 46222",Investigation - Trash,Closed
2/24/2021,INV21-02997,"3746 CRESTON DR, INDIANAPOLIS IN 46222",747 S ADDISON ST,", INDIANAPOLIS IN 46222",Investigation-Zoning,Closed
3/9/2021,INV21-03998,"3746 CRESTON DR, INDIANAPOLIS IN 46222",749 N HOLMES AVE,", INDIANAPOLIS IN 46222",Investigation - Air Quality,Closed
2/8/2021,INV21-02388,"3746 E 82ND ST, INDIANAPOLIS IN 46240",750 N TREMONT ST,", INDIANAPOLIS IN 46240",Investigation-Zoning,Closed
2/26/2021,VIO21-001529,"3747 CAROLINE AVE, INDIANAPOLIS IN 46218",7503 IVYWOOD CIR,", INDIANAPOLIS IN 46218",Violation - Trash,Clean Up
3/1/2021,INV21-03421,"3748 N OLNEY ST, INDIANAPOLIS IN 46218",7507 TURNBERRY CT,", INDIANAPOLIS IN 46218",Investigation - Trash,Closed
2/9/2021,INV21-02497,"3748 RUCKLE ST, INDIANAPOLIS IN 46205",751 W 32ND ST,", INDIANAPOLIS IN 46205",Investigation - Unsafe Buildings,Closed
3/8/2021,INV21-03877,"3750 FALL CREEK PKWY NDR, INDIANAPOLIS IN 46205",752 S MOUNT ST,", INDIANAPOLIS IN 46205",Investigation - Trash,"Closed, Refer to DPW"
2/23/2021,INV21-02953,"3752 KINNEAR AVE, INDIANAPOLIS IN 46218",7520 N PENNSYLVANIA ST,", INDIANAPOLIS IN 46218",Investigation - Unsafe Buildings,"Closed, RNH"
2/24/2021,RNH21-00226,"3752 KINNEAR AVE, INDIANAPOLIS IN 46218",7524 PINE VALLEY LN,", INDIANAPOLIS IN 46218",Enforcement - Repair w/no Hearing,In Violation
2/24/2021,VBO21-00292,"3752 KINNEAR AVE, INDIANAPOLIS IN 46218",7534 NORMA JEAN DR,", INDIANAPOLIS IN 46218",Enforcement - Vacant Board Order,NOV Issued
3/1/2021,INV21-03419,"3760 BROADWAY ST, INDIANAPOLIS IN 46205",754 S HOLMES AVE,", INDIANAPOLIS IN 46205",Investigation - Trash,Closed
3/10/2021,INV21-04105,"3760 GUION RD, INDIANAPOLIS IN 46222",755 MASSACHUSETTS AVE,", INDIANAPOLIS IN 46222",Investigation - Trash,Case Initiated
3/1/2021,INV21-03381,"3760 S STATE AVE, INDIANAPOLIS IN 46227",755 OLIN AVE,", INDIANAPOLIS IN 46227",Investigation - Trash,"Closed, VIO"
3/1/2021,VIO21-001585,"3760 S STATE AVE, INDIANAPOLIS IN 46227",7551 W MORRIS ST,", INDIANAPOLIS IN 46227",Violation - Trash,Inspections
2/3/2021,VIO21-000995,"3764 RUCKLE ST, INDIANAPOLIS IN 46205",7552 IRONHILL WAY,", INDIANAPOLIS IN 46205",Violation-Right of Way,Inspections
2/10/2021,INV21-02547,"3775 CRESTON DR, INDIANAPOLIS IN 46222",7555 CRICKWOOD LN,", INDIANAPOLIS IN 46222",Investigation - Trash,Closed
1/20/2021,INV21-01193,"38 N COLORADO AVE, INDIANAPOLIS IN 46201",7555 OLD TRAILS RD,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
2/2/2021,INV21-02008,"38 N GRAY ST, INDIANAPOLIS IN 46201",757 PIONEER WOODS DR,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
1/28/2021,INV21-01746,"38 S LASALLE ST, INDIANAPOLIS IN 46201",759 SHEPARD ST,", INDIANAPOLIS IN 46201",Investigation - Trash,"Closed, Notice"
1/20/2021,INV21-01157,"3801 E NEW YORK ST, INDIANAPOLIS IN 46201",7600 ROCKVILLE RD,", INDIANAPOLIS IN 46201",Investigation - Trash,"Closed, Notice"
1/20/2021,INV21-01116,"3802 N KENWOOD AVE, INDIANAPOLIS IN 46208",7601 MILHOUSE RD,", INDIANAPOLIS IN 46208",Investigation-Zoning,Closed
3/4/2021,INV21-03680,"381 GASOLINE ALLEY, INDIANAPOLIS IN 46222",7601 ROCKVILLE RD,", INDIANAPOLIS IN 46222",Investigation - Trash,Closed
1/29/2021,INV21-01815,"3810 KINNEAR AVE, INDIANAPOLIS IN 46205",7608 DITCH RD,", INDIANAPOLIS IN 46205",Investigation - Trash,"Closed, VIO"
1/29/2021,VIO21-000881,"3810 KINNEAR AVE, INDIANAPOLIS IN 46205",7608 STOCKARD ST,", INDIANAPOLIS IN 46205",Violation - Trash,Closed
2/3/2021,VEH21-000287,"3814 FETLOCK DR, INDIANAPOLIS IN 46227",761 S SHERMAN DR,", INDIANAPOLIS IN 46227",Enforcement/Vehicle/Zoning/NA,Inspections
2/22/2021,CIT21-000372,"3814 FETLOCK DR, INDIANAPOLIS IN 46227",7610 OLD TRAILS RD,", INDIANAPOLIS IN 46227",Enforcement/Citation/Vehicle/50,Overdue
3/9/2021,INV21-03987,"3814 N ILLINOIS ST, INDIANAPOLIS IN 46208",7612 INVERNESS DR,", INDIANAPOLIS IN 46208",Investigation - Trash,Closed
1/20/2021,VIO21-000539,"3815 E NEW YORK ST, INDIANAPOLIS IN 46201",7614 FIVE POINTS RD,", INDIANAPOLIS IN 46201",Violation - Trash,Closed
1/20/2021,INV21-01136,"3816 E MICHIGAN ST, INDIANAPOLIS IN 46201",7618 HIDDEN VALLEY LN,", INDIANAPOLIS IN 46201",Investigation - Trash,Closed
2/3/2021,VEH21-000286,"3818 FETLOCK DR, INDIANAPOLIS IN 46227",7628 SERGI CANYON DR,", INDIANAPOLIS IN 46227",Enforcement/Vehicle/Zoning/NA,Closed
3/10/2021,INV21-04089,"3820 N GERMAN CHURCH RD, INDIANAPOLIS IN 46235",7629 CARLTON ARMS DR,", INDIANAPOLIS IN 46235",Investigation-Zoning,Case Initiated
2/5/2021,INV21-02265,"3820 N KEYSTONE AVE, INDIANAPOLIS IN 46205",7632 BANN WAY,", INDIANAPOLIS IN 46205",Investigation-Zoning,Closed
2/16/2021,INV21-02691,"3820 REDFERN DR, INDIANAPOLIS IN 46237",7640 E 52ND ST,", INDIANAPOLIS IN 46237",Investigation-Zoning,Closed
2/10/2021,INV21-02550,"3821 N KENWOOD AVE, INDIANAPOLIS IN 46208",7645 SHADY TRAILS DR,", INDIANAPOLIS IN 46208",Investigation - Unsafe Buildings,"Closed, RNH"
2/11/2021,RNH21-00188,"3821 N KENWOOD AVE, INDIANAPOLIS IN 46208",765 N HOLMES AVE,", INDIANAPOLIS IN 46208",Enforcement - Repair w/no Hearing,In Violation
2/11/2021,VBO21-00236,"3821 N KENWOOD AVE, INDIANAPOLIS IN 46208",7652 DANCY DR,", INDIANAPOLIS IN 46208",Enforcement - Vacant Board Order,Closed
1/20/2021,INV21-01122,"3827 N COLLEGE AVE, INDIANAPOLIS IN 46205",7658 NOEL RD,", INDIANAPOLIS IN 46205",Investigation-Zoning,Closed
3/5/2021,INV21-03744,"3828 E 31ST ST, INDIANAPOLIS IN 46218",7690 E 21ST ST,", INDIANAPOLIS IN 46218",Investigation - Unsafe Buildings,Case Initiated
1/20/2021,VEH21-000168,"3830 E 13TH ST, INDIANAPOLIS IN 46201",7702 WESTFIELD BLVD,", INDIANAPOLIS IN 46201",Enforcement/Vehicle/Zoning/NA,Closed
1/26/2021,INV21-01610,"3831 PARLIAMENT LN, INDIANAPOLIS IN 46235",7715 E 42ND ST,", INDIANAPOLIS IN 46235",Investigation-Zoning,Closed
3/1/2021,INV21-03300,"3832 GRACELAND AVE, INDIANAPOLIS IN 46208",7716 MARADONA DR S,", INDIANAPOLIS IN 46208",Investigation - Unsafe Buildings,Closed
2/11/2021,INV21-02611,"3832 N LAWNDALE AVE, INDIANAPOLIS IN 46254",7720 OLD TRAILS RD,", INDIANAPOLIS IN 46254",Investigation-Zoning,Closed
2/10/2021,RNH21-00187,"3834 WINTHROP AVE, INDIANAPOLIS IN 46205",7723 THORNEY WOOD DR,", INDIANAPOLIS IN 46205",Enforcement - Repair w/no Hearing,In Violation
3/1/2021,RNH21-00238,"3836 GRACELAND AVE, INDIANAPOLIS IN 46208",7724 IRENE CT,", INDIANAPOLIS IN 46208",Enforcement - Repair w/no Hearing,In Violation
3/1/2021,VBO21-00318,"3836 GRACELAND AVE, INDIANAPOLIS IN 46208",7726 FALL CREEK RD,", INDIANAPOLIS IN 46208",Enforcement - Vacant Board Order,NOV Issued
2/1/2021,VBO21-00157,"3839 S WALCOTT ST, INDIANAPOLIS IN 46227",7728 SOUTHFIELD DR,", INDIANAPOLIS IN 46227",Enforcement - Vacant Board Order,Closed - Fees Due
2/8/2021,RNH21-00176,"3839 S WALCOTT ST, INDIANAPOLIS IN 46227",773 WALLACE AVE,", INDIANAPOLIS IN 46227",Enforcement - Repair w/no Hearing,In Violation
2/8/2021,RNH21-00177,"3839 S WALCOTT ST, INDIANAPOLIS IN 46227",7730 SOUTHFIELD DR,", INDIANAPOLIS IN 46227",Enforcement - Repair w/no Hearing,In Violation
3/9/2021,INV21-03946,"3840 N EMERSON AVE, INDIANAPOLIS IN 46218",7750 BEECHWOOD AVE,", INDIANAPOLIS IN 46218",Investigation - Trash,Case Initiated
3/9/2021,INV21-03947,"3840 N EMERSON AVE, INDIANAPOLIS IN 46218",777 S WHITE RIVER PKWY WDR,", INDIANAPOLIS IN 46218",Investigation - Unsafe Buildings,Case Initiated
3/6/2021,INV21-03812,"3841 W MCCARTY ST, INDIANAPOLIS IN 46241",7802 MICHIGAN RD,", INDIANAPOLIS IN 46241",Investigation-Zoning,Closed
1/21/2021,VIO21-000602,"3843 E WASHINGTON ST, INDIANAPOLIS IN 46201",7807 SANTOLINA DR,", INDIANAPOLIS IN 46201",Violation_Zoning,VIO-Closed
1/22/2021,VIO21-000611,"3844 GUILFORD AVE, INDIANAPOLIS IN 46205",7817 YARMOUTH WAY,", INDIANAPOLIS IN 46205",Violation-Building,Violation(s) Corrected
2/11/2021,RNH21-00191,"3845 ORCHARD AVE, INDIANAPOLIS IN 46218",7823 amadeus,", INDIANAPOLIS IN 46218",Enforcement - Repair w/no Hearing,In Violation
2/9/2021,INV21-02484,"3849 N CAPITOL AVE, INDIANAPOLIS IN 46208",7823 AMADEUS DR,", INDIANAPOLIS IN 46208",Investigation - Trash,"Closed, Notice"
2/2/2021,INV21-02044,"385 S FRANKLIN RD, INDIANAPOLIS IN 46219",7829 WAYFOREST CT,", INDIANAPOLIS IN 46219",Investigation-Zoning,"Closed, VIO"
2/2/2021,VIO21-000960,"385 S FRANKLIN RD, INDIANAPOLIS IN 46219",7833 TIMBER RUN CT,", INDIANAPOLIS IN 46219",Violation_Zoning,Inspections
3/5/2021,INV21-03743,"3850 E 31ST ST, INDIANAPOLIS IN 46218",7835 BROOKVILLE RD,", INDIANAPOLIS IN 46218",Investigation - Unsafe Buildings,Case Initiated
2/26/2021,INV21-03241,"3850 E SOUTHPORT RD, SUITE 200, INDIANAPOLIS IN 46237",7836 HOUSEFINCH LN,", SUITE 200, INDIANAPOLIS IN 46237",Investigation-Zoning,Case Initiated
2/3/2021,INV21-02155,"3850 N RICHARDT AVE, INDIANAPOLIS IN 46226",7840 DITCH RD,", INDIANAPOLIS IN 46226",Investigation - Trash,"Closed, Refer to DPW"
2/8/2021,INV21-02401,"3851 VINCENNES RD, INDIANAPOLIS IN 46268",7849 BULLFINCH LN,", INDIANAPOLIS IN 46268",Investigation-Zoning,Closed
2/8/2021,INV21-02321,"3852 N COLLEGE AVE, INDIANAPOLIS IN 46205",7862 MICHIGAN RD,", INDIANAPOLIS IN 46205",Investigation - Trash,Closed
2/8/2021,INV21-02386,"3856 HOYT AVE, INDIANAPOLIS IN 46203",7869 YARMOUTH WAY,", INDIANAPOLIS IN 46203",Investigation - Trash,Closed
2/9/2021,INV21-02467,"3856 HOYT AVE, INDIANAPOLIS IN 46203",7890 MICHIGAN RD,", INDIANAPOLIS IN 46203",Investigation - Trash,Closed
2/5/2021,VIO21-001098,"3860 N COLLEGE AVE, INDIANAPOLIS IN 46205",7902 W RALSTON RD,", INDIANAPOLIS IN 46205",Violation - Trash,Closed
2/10/2021,INV21-02508,"3860 N COLLEGE AVE, INDIANAPOLIS IN 46205",7907 BENJAMIN DR,", INDIANAPOLIS IN 46205",Investigation - Trash,Closed
1/26/2021,INV21-01601,"3863 N POST RD, INDIANAPOLIS IN 46226",7907 OAKDALE LN,", INDIANAPOLIS IN 46226",Investigation - Trash,"Closed, Notice"
2/11/2021,INV21-02602,"3864 N KERCHEVAL DR, INDIANAPOLIS IN 46226",7910 BULLFINCH LN,", INDIANAPOLIS IN 46226",Investigation-Zoning,Closed
2/26/2021,INV21-03192,"3895 W 79TH ST, INDIANAPOLIS IN 46268",7915 S EMERSON AVE,", INDIANAPOLIS IN 46268",Investigation - Trash,Closed
3/2/2021,INV21-03457,"39 S OXFORD ST, INDIANAPOLIS IN 46201",7921 WILDCAT RUN LN,", INDIANAPOLIS IN 46201",Investigation - Trash,"Closed, Notice"
2/9/2021,VIO21-001169,"3901 CLARENDON RD, INDIANAPOLIS IN 46208",7939 W 10TH ST,", INDIANAPOLIS IN 46208",Violation-Building,Violation(s) Corrected
2/9/2021,VIO21-001170,"3901 CLARENDON RD, INDIANAPOLIS IN 46208",7940 MICHIGAN RD,", INDIANAPOLIS IN 46208",Violation-Building,Violation(s) Corrected
2/9/2021,VIO21-001172,"3901 CLARENDON RD, INDIANAPOLIS IN 46208",7981 DARTMOUTH RD,", INDIANAPOLIS IN 46208",Violation-Building,Violation(s) Corrected
2/25/2021,INV21-03148,"3901 E 34TH ST, INDIANAPOLIS IN 46218",8 N DEQUINCY ST,", INDIANAPOLIS IN 46218",Investigation - Trash,Closed
2/2/2021,VIO21-000958,"3902 E 34TH ST, INDIANAPOLIS IN 46218",800 W 16TH ST,", INDIANAPOLIS IN 46218",Violation - Trash,Closed
2/9/2021,INV21-02451,"3902 E 34TH ST, INDIANAPOLIS IN 46218",8001 TOWNSHIP LINE RD,", INDIANAPOLIS IN 46218",Investigation - Trash,"Closed, VIO"
2/10/2021,VIO21-001199,"3902 E 34TH ST, INDIANAPOLIS IN 46218",8006 MERIDIAN HILLS LN,", INDIANAPOLIS IN 46218",Violation - Trash,Closed
2/23/2021,VIO21-001361,"3905 E MINNESOTA ST, INDIANAPOLIS IN 46203",801 LINCOLN ST,", INDIANAPOLIS IN 46203",Violation - Trash,Inspections
2/10/2021,INV21-02552,"3905 FLETCHER AVE, INDIANAPOLIS IN 46203",8010 E 38TH ST,", INDIANAPOLIS IN 46203",Investigation - Trash,"Closed, Notice"
1/28/2021,INV21-01770,"3906 W HENRY ST, INDIANAPOLIS IN 46241",8010 ENGLEWOOD RD,", INDIANAPOLIS IN 46241",Investigation-Zoning,Closed
3/10/2021,INV21-04094,"3911 E MICHIGAN ST, INDIANAPOLIS IN 46201",8011 GUION RD,", INDIANAPOLIS IN 46201",Investigation - Trash,Possible Duplicate
3/1/2021,INV21-03411,"3912 S NEW JERSEY ST, INDIANAPOLIS IN 46227",802 FOX HILL DR,", INDIANAPOLIS IN 46227",Investigation-Zoning,Closed
2/8/2021,INV21-02352,"3912 W WASHINGTON ST, INDIANAPOLIS IN 46241",802 N CHESTER AVE,", INDIANAPOLIS IN 46241",Investigation-Zoning,Closed
3/9/2021,INV21-03997,"3913 EVELYN ST, INDIANAPOLIS IN 46222",802 N PARKER AVE,", INDIANAPOLIS IN 46222",Investigation - Trash,Case Initiated
1/28/2021,INV21-01778,"3914 BYRAM AVE, INDIANAPOLIS IN 46208",8021 YARMOUTH WAY,", INDIANAPOLIS IN 46208",Investigation - Trash,Closed
3/8/2021,INV21-03893,"3915 CHATEAU DR, INDIANAPOLIS IN 46226",8037 FOLKSTONE RD,", INDIANAPOLIS IN 46226",Investigation - Trash,Case Initiated
1/26/2021,INV21-01566,"3916 N KENWOOD AVE, INDIANAPOLIS IN 46208",805 BEACHWAY DR,", INDIANAPOLIS IN 46208",Investigation - Trash,Closed
1/28/2021,VIO21-000824,"3917 HOYT AVE, INDIANAPOLIS IN 46203",805 COTTAGE AVE,", INDIANAPOLIS IN 46203",Violation - Trash,Closed
2/8/2021,INV21-02354,"3918 W HENRY ST, INDIANAPOLIS IN 46241",806 N CHESTER AVE,", INDIANAPOLIS IN 46241",Investigation - Trash,Closed
1/28/2021,INV21-01765,"3919 N AUDUBON RD, INDIANAPOLIS IN 46226",806 N OXFORD ST,", INDIANAPOLIS IN 46226",Investigation-Zoning,"Closed, VIO"
2/1/2021,VEH21-000266,"3919 N AUDUBON RD, INDIANAPOLIS IN 46226",806 THORNDALE ST,", INDIANAPOLIS IN 46226",Enforcement/Vehicle/Zoning/NA,Closed
3/1/2021,INV21-03321,"3921 N DELAWARE ST, INDIANAPOLIS IN 46205",806 WARREN AVE,", INDIANAPOLIS IN 46205",Investigation-Zoning,Closed
3/3/2021,INV21-03521,"3921 N DELAWARE ST, INDIANAPOLIS IN 46205",807 E MINNESOTA ST,", INDIANAPOLIS IN 46205",Investigation-Zoning,Closed
2/24/2021,VIO21-001427,"3923 BOULEVARD PL, INDIANAPOLIS IN 46208",8070 CASTLETON RD,", INDIANAPOLIS IN 46208",Violation - Trash,Cleaned by Vendor
1/29/2021,INV21-01870,"3924 ARBORCREST DR, INDIANAPOLIS IN 46226",8080 N PENNSYLVANIA ST,", INDIANAPOLIS IN 46226",Investigation-Zoning,Closed
2/10/2021,INV21-02544,"3925 E WASHINGTON ST, INDIANAPOLIS IN 46201",8082 SPRINGWATER DR W,", INDIANAPOLIS IN 46201",Investigation-Zoning,"Closed, VIO"
