1 MIRANOVA PLACE 2330
1 MIRANOVA PLACE 2200
"1 MIRANOVA PLACE UNIT 1725"
149 W KENWORTH RD
149 W KENWORTH RD
1491 COURTRIGHT RD
1491 FAHLANDER DRIVE NORTH
1499 CRANWOOD DR
1499 WESTWOOD AVE
1500 BROWN RD
1500 NOE BIXBY RD
1500 OLD HICKORY DR
1500 SELKIRK RD
1502 DEER CREEK CT
1503 MANCHESTER AVE
1504 E 25TH AVENUE
1505 FAIRWOOD AVE
1513 RAMBLEWOOD AVE
1514 GRENOBLE RD
1514 LAFAYETTE DR B
1515 BRADSHIRE DRIVE
1517 E WEBER RD
152 MAYFAIR BLVD
1523 ORSON DR
1523 VANELM ST
153 CHARLESTON AVE
153 E LANE AVE
1530 MARINER DR
15308 ADOBE WAY
1531 PERRY ST
1533 MULLIGAN CT
154 LAURA DRIVE
154 N MERKLE RD
1545 GREENVILLE RD
1547 SOUTHWESTERN RD
1548 ALPINE DR
155 BEECHTREE RD
155 HIGHBLUFFS BLVD
155 HIGHVIEW BLVD 120
155 SHERBORNE DR
155 W MAIN STREET 1704
1555 EAGLE EGLEN DRIVE
1557 E LONG STREET
1557 W MAIN ST 901
1558 MARABAR DR
1559 PICARD RD
1559 ROXBURY RD
156 POWHATAN AVE
156 WETMORE RD
1560 CARDIFF RD
1561 BRIARWOOD AVENUE
1563 DEMOREST RD
1569 BURLEY DR
1569 REPUBLIC AVE
1572 LINCOLN RD
1577 WILTON DRIVE
1586 GARYWOOD AVE
1586 S THIRD ST
1593 WITHERS AVE
1594 E 12TH AVE
1596 EASTFIELD DRIVE
160 S SOUTHHAMPTON AVENUE
1600 W LANE AVE 402
1601 KERRYGLEN DR
1604 NW 12TH ST
1604 TRURO RD
1605 NW PROFESSIONAL PLAZA
1605 NW PROFESSIONAL PLAZA
1607 ROSE VIEW DR
1607 ROSEVIEW DR
1610 ROSEHILL RD
1610 ROSEHILL ROAD
1612 ABERDEEN AVE
1614 DUNDEE PL
1618 HARVESTER LANE
162 E NORTH BROADWAY
162 EAST NORTH BROADWAY
162 GLEN CIRCLE
162 KINGSMEADOW LN
162 PENNY LANE
162 W COOKE RD
1620 CARDIFF RD
1620 E BROAD ST
1620 LONSDALE RD 301
1623 MOLER ROAD
1625 PAULA DR
1627 MANCHESTER AVE
1629 HILLCREST AVENUE
163 COLLEGE ST
163 S HAMILTON ROAD
1630 DYER RD
1636 WOODHURST CT
164 SOUTH SUMMIT STREET
1640 WOODLAND AVENUE
1642 ADAIR RD
1644 GREEN FRIAR DR
1645 KOEBEL ROAD
1647 CLAYTON CT
165 HIGHBLUDDS BLVD
165 HIGHBLUFFS BLVD
165 HIGHBLUFFS BLVD 504
165 HIGHBLUFFS BLVD 617
165 HIGHBLUFFS BLVD 620
165 HIGHBLUFFS BLVD
165 HIGHBLUFFS BOULEVARD
1653 BENDELOW DR
1655 MORAVIAN ST
1656 LINNET AVE
1656 PARK ROAD DR
1657 OAKLAND PARK AVE
1660 BROWN RD F
1661 HANSEN AVE
1662 SANDYBROOK CT
1663 BRYDEN RD
1663 KOEBEL RD
1664 COBURG ROAD
1665 E WHITTIER ST
167 N STYGLAR ROAD
167 N STYGLER RD
1670 HINER ROAD
1670HARRISBURG PIKE 1-O
1674 GREENWAY AVE
1675 BERRANCHER DRIVE
1675 OMAR DR
1677 KOEBEL ROAD
1678 DEWBERRY RD
1679 BERRANCHER DRIVE
168 COLUMBIAN AVE
1680 DOONE RD
1680 PARSON AVE
1681 LARAMIE DR
1688 ABERDEEN AVE
1688 IVY HILL LOOP N
169 E TOMPKINS ST
169 N VIRGINIALEE RD
1694 S CHAMPION
1695 BAR HARBOR RD
1695 DUNDEE PL
1697 JUPITER AVE
17 COLLEGE COURT
170 E WEISHEIMER RD
1700 HEIZERLING DR
1701 WALCUTT RD
1704 QUIGLEY RD
1707 MARINA DRIVE
1708 LINWOOD AVE
1710 HANFORD STREET D
1710 WILLOWWIND DRIVE
1711 PENFIELD RD
1718 STRIEBEL RD
1722 KENVIEW RD
1722 LINWOOD AVE
1724 HIGHTOWER DR
1725 FRANKLIN PARK S
1725 LINWOOD AVE
1729 PICKERING DR
1731 DUNEDIN ROAD
1734 FERRIS RD
174 RETREAT LANE
1740 OAK ST
1741 SHADYBROOK LANE
1742 PENFIELD RD
1743 MARSHLYN COURT
1743 N PINE TREE ST UNIT M
1744 BRYDEN RD
1748 BROOKFIELD SQUARE S
1748 LYNNHURST ROAD
175 CHERRINGTON RD
1750 SIOUX COURT
1754 BENNIGAN DRIVE
1755 ALUM CREEK DR
1755 MERRIWEATER DR
1755 STEMWOOD DR
176 NORTH WESTMOOR AVE
1760 PLAIN BLVD
1762 NEWFIELD RD
1765 E COOKE RD
1765 HARRINGTON DR
1770 SAWGRASS DR
1771 ROXBURY
1773 WILLOWAY CIRCLE NORTH
1774 E MAIN STREET 215
1774 LINDEN PLACE
1774 N STAR RD A
1777 COLLEGE PARK DR
1777 ELAINE RD
1777 GUILFORD ROAD
1777 HELLECK PL
1778 KENNY ROAD
1779 FAIRWOOD AVE
1783 HIGHTOWER DR
1784 BEDFORD ROAD
1789 HANSEN AVE
179 LINFIELD PL
1790 HOBBES DR
1794 E BROAD ST
1794 RAMBLEWOOD AVE
1795 DORSETSHIRE RD
1799 HARD RD
18 PICKETT PL
18 WEST PACEMONT ROAD
1800 LYNNHAVEN DRIVE
1800 RIVERSIDE DR
1800 RIVERSIDE DR 2201
1800 RIVERSIDE DR 2313
"1800 RIVERSIDE DR 4301"
1800 RIVERSIDE DR
1800 RIVERSIDE DRIVE
1800 RIVERSIDE DRIVE 1414
1800 RIVERSIDE DRIVE 21
1800 RIVERSIDE DRIVE 3313
1801 RIVERSIDE DR
1801 RIVERSIDE DR 2109
1802 CASE RD
1802 RIVERSIDE DR 2
1803 HIGHTOWER DRIVE
1806 OAKWOOD DRIVE
181 GLADYS RD
181 S DAWSON AVE
1810 MARLEY CT
1812 GUILFORD RD
1813 KENVIEW RD
1817 CEDAR WILLOW DRIVE
1819 BERKELEY RD
1819 PENFIELD ROAD
1822 WEST MOUND STREET
1823 REYNOLDSBURG-NEW ALBANY RD
1824 RHONDA AVE
1826 FLEMING RD
183 S SUNBURY RD
1830 DEANNE LANE
1835 KERMIT AVE
184 E ALCOTT RD
1840 ALVASON AVE
1840 MILDEN RD
1842 BERRANCHER DR
1844 JUDWICK DR
1848 WYTHE ST
185 GROVEPORT RD 3B
1850 CROWN PARK CT
1852 NASON AVE
1857 MOUNTAIN OAK RD
186 N STYGLER RD
1864 TAMARACK CIRCLE N 210
1865 UPPER CHELSEA RD
1868 LOCKBORNE RD
1868 RIVERSIDE DR 6
187 RUGBY LN
1871 HILLANDALE AVE
1872 RIDGEBURY DR
188 CAREN AVE
188 S ASHBURTON RD
1881 DUNNING RD
1881 ROBERT STREET
1885 RICHMOND ROAD
1886 ARGYLE DR
1886 BERKELEY RD
1890 JERMAIN DRIVE
1894 ROCK CREEK LN
190 WOODLAND AVE
1904 BIRKDALE DRIVE
1905 HARRISBURG PL
1905 MICHELLE CT
1908 GLENN AVE
1908 HOPKINS AVE
191 ROCKWELL RD
191 WEBSTER PARK
1920 JERVIS RD
1921 ORMOND AVE
1922 ROCKDALE DR
1925 FERRIS RD
193 N MAGNOLIA AVE A
1930 WILLOW RUN RD
1939 FENTON ST
194 LANSDOWNE AVE
"1944 MALLOW LANE C/O BLANTON HOUSE"
1949 BIG RUN BLUFF BLVD
1953 S WASHINGTON ST
1957 MARYLAND AVE
1959 SALE ROAD
1959 SUMMIT RD
196 DEERFIELD RD
196 DEERFIELD ROAD
1967 DUNBAR DR
1970 MERRYHILL DR
1981 BROCTON RD
1985 JEFFERSON AVE
1986 LINTON GARDENS DR
1986 POPLAR ST
1990 HARMON AVE
1991 PAYNE AVE
2000 LYNN GAY CIRCLE
2000 MARBLE CLIFF CROSSING
2000 QUEENS MEADOW LN
201  1/2 CHITTENDEN AVE
201 S SYLVAN AVE
2012 MARSTON RD
2012 WALKER ROAD
2015 CANNINGTON CT
2022 POPLAR STREET
2026 BRITTANY RD
2026 MARGO RD
2029 FRISTON BLVD
203 BREVOORT ROAD
2030 LAKE SHORE DR
2033 WALNUT HILL PARK DR
2034 BROOKFIELD RD
2037 BURWELL DR
2040 BRIDLINGTON LN C
2043 PINE NEEDLE CT
205 COLE RD
205 CREIGHTON CT
2053 NAYLAND RD
2054 SEDDINGTON COURT
2055 INCHCLIFF RD
2057 FERRIS ROAD
2059 SHAWBURY CT W
206 BERNADINE COURT
2061 MACKENZIE DR
2062 MILDEN RD
2068 FARLEIGH ROAD
2070 EASTHAVEN DRIVE
2077 GINGERWOOD CT
208 WINDSOR LANE
2081 ELMORE AVE
2081 FARLEIGH RD
2081 PARK RUN DRIVE  B
2082 HONEYTREE LOOP N
2085 EASTHAVEN DR
209 LUKE CT
2091 QUEENSBRIDGE DRIVE
2094 STOWBRIDGE ROAD
2102 BROOKHURST AVE
2103 ROCHELLE PL
2103 WARD RD
2104 CHARDON RD
211 WEST COOKE ROAD
2119 SEDAN AVE
2127 ORMOND AVE
2128 SEDAN AVENUE
2129 BELCHER DR
2129 COLFAX AVE
213 PINNEY DR
2131 LISA DR
2135 CLEAR RIDGE DR
2136 BALFORD SQUARE WEST
2137 INCHCLIFF RD
214 NORTH BRINKER AVE
2141 GREEN ISLAND DRIVE
2141 N CORNELL ST
2141 SANDOVER RD
2142 KELLER PLACE W
2144 BROOKFIELD RD
2146 TEAKWOOD DR
215 HUBER VILLAGE BLVD A218
2152 GINGERWOOD CT
2155 DARTMOUTH AVE
2155 ORMOND AVE
2155 WATERCREST LN
2158 WILLOWICK SQ
216 PARKWOOD AVE
216 STEVENS AVE
216 STURBRIDGE RD
2160 LANE WOODS DRIVE
2165 BRENTNELL BLVD
2176 BALFORD SQUARE W
2177 BRYDEN ROAD
2177 OAKMONT RD
2177 PARTLOW DR
2179 MARGARET AVENUE
218 BURNS DR
218 COLLIER RIDGE RD
218 RUMSEY ROAD
2182 MIFFLIN BLVD
2182 WOODLAND AVE
2184 GERBERT ROAD
2184 KOEBEL ROAD
2184 RUSKIN AVE
2186 SALE ROAD
2188 PRELEY DRIVE
2189 JEFFERSON AVE
219 OAKWOOD COURT
219 WEST GRANVILLE
2199 TEAKWOOD DR
220 S BURGESS AVE
220 ST ANTOINE ST
220 WELCOME PLACE
"220 WELCOME PLACE 210"
2200 WELCOME PL
2200 WELCOME PL 108
2200 WELCOME PL 305
2200 WELCOME PL 509
2200 WELCOME PLACE 308
2200 WELCOME PLACE 405
2202 TREMONT RD
2206 VICTORIA PARK DR
221 S ALGONQUIN AVE
221 VINE ST 117
2221 KOEBEL RD
2221 WATKINS RD
2224 VICTORIA PARK DR
2226 SONNINGTON DR
2227 BALMORAL ST
2229 MAUREEN BLVD N
2229 NOTTINGHAM RD
223 N GOULD RD
2233 ARLINGTON AVE
2235 BALMORAL RD
2236 COLFAX AVE
224 MOORFIELD DRIVE
2240 LISTON AVE
2241 MCGUFFEY RD
2246 CHELTENHAM RD
2248 BRIDLEWOOD BLVD
2248 DARTMOUTH AVE
225 MEADOWLARK LANE
225 NORMAN LANE
2253 BRIARHURST LN
2255 W BROAD ST
2256 CANTERBURY RD
2257 SUNCREST DR
226 COLUMBIAN AVE
226 HANFORD ST
226 N STATE ST
2260 RIVER RUN TRACE
2263 HAMPSTEAD DR
2267 LISTON AVE
2269 MCCOY RD
2273 GERBERT RD
2274 HAMILTON AVE
2277 WILLIAMONT AVE
2280 HEMLOCK AVE
229 E MARKISON AVE
229 SOUTH MURRA HILL RD
2291 DONEEN DR
2291 MAUREEN BLVD N
230 CHESTERVILLE CT
2300 HOMESTEAD DR
2301 PARKWOOD AVE
2305 GANTZ ROAD
2307 BLOWDEN CIRCLE
2309 HUNTERSTOWN DR
231 MIX AVE
231 S YEARLING RD
231 TREETOP DR
231 WHITETHORNE AVE
232 COURTSIDE DR  232 GATESIDE CT
2320 NONA RD
2320 SONORA CT
2320 SONORA DR
"2320 SONORA DR NO 54"
2325 TRAYMORE PLACE
2330 LANE RD
2333 HUNTERSTOWN DR
2339 SONORA RD
2340 WEYBURN ROAD
2344 OLD SAWMILL BLVD
2344 WILLOWSIDE LANE
2348 ATWOOD TERRACE
2348 JOHNSTON RD
2349 BEVERLY PLACE
235 HEISCHMAN AVE
2352 WILLOWSIDE LANE
2357 WOODBROOK CIR S
2359 CHATEAU ST
2364 GARDENDALE DRIVE
2365 BELLEVUE AVE
2368 WICKLIFFE RD
2370 HARDESTY DR
2376 MECCA RD
2377 BRISTOL RD
2379 CREEK VIEW PL
2380 GARDNER RD
2383 VALENCIA RD
2384 BLOXOM ST
2389 SILVERBLUFF DR
239 N KELLNER ROAD
2392 KITTREL CT
2393 SAWBURY BLVD
2396 MECCA ROAD
2399 CENTURY DR
2399 HILLIARD PARK BLVD
24 EAST MOUND STREET
24 KIM COURT EAST
24 WINDSOR VILLAGE DR
2402 VENDOME DR
2407 NEWKIRK LANE
2407 RAVENEL DR
2408 WARFIELD DR
241 ASHBOURNE RD
241 N HIGH ST
241 W HENDERSON ROAD
2417 BARSTON CT
242 ACADEMY COURT EAST
2422 NORTHWEST BLVD
2423 HOOVERSIDE LANE
2423 LIMESTONE WAY
2424 GANTZ RD
2425 NORTH FOURTH STREET
243 BUENA VISTA AVE
243 HIGHGATE AVE
2430 DEMOREST RD
2433 WHISPERING BROOK LANE
2437 BERWICK BLVD
2437 SPORTSMAN DR
2439 WINDING HILLK CT
244 CHATTERLY LANE
2442 LANDINGS WAY
2444 MERBROOK RD
245 E MAIN ST
245 E MAIN ST ROOM 353
245 E MAIN ST
245 EAST MAIN STREET
245 NORMAN LANE
245 PORTAGE CT
2451 HOOVERSIDE LN
2453 MEREDITH DR
2454 HUNTMASTER LN
246 REGENTS ROAD
246 S PRINCETON AVE
2461 VASSAR PLACE
2468 S HIGH ST
2470 WINDING HILLS DR
2471 GROVEPORT RD
2472 WILLIS RD
2477 MCGUFFEY RD
2478 LANDINGS WAY
248 OTTER CREEK CT
2481 BRYDEN RD
2482 HOLT AVE
2482 TIMBER DR
2486 PEEKSKILL DR
2487 ROSECREST ST
249 E COOKE RD
2490 RAVENEL DR
2497 BURGANDY LANE
25 NOE BIXBY RD 148
25 NOE BIXBY ROAD
25 NOE-BIXBY RD 135
25 NOE-BIXBY RD 99
250 SOUTH HIGH STREET 816
250 W SPRING ST
2501 MCVEY BLVD
2503 NASSAU DR
2507 BURGANDY LANE
"251 EDGEVALE RD N"
251 GENERATIONS WAY
251 ST ANTOINE ST
251 STANBERY AVE
2510 VI LILLY CIR E
2511 KICHNER DR
2512 KITCHNER DR
2514 S HIGH ST
2515 JOI AVENUE
2517 BRIXTON ROAD
2518 BRANDON RD
2519 SPAATZ AVE
252 WESTVIEW AVE
2522 GARDENIA DR
2522 NASSAU DR
2525 HAMILTON AVE
2526 KREBER AVE
253 EMBASSY CT
2530 BRISTOL RD
2530 NOTTINGHAM RD
2533 HAVERFORD ROAD
2534 BURGANDY LN
2535 MOUNT HOLYOKE RD
2536 DWITON CT
2538 BOADLEAF CT
2538 TIMBERSIDE DRIVE
2540 KINGSTON AVE
2541 IRENE RD
2545 SYMINGTON AVE
2548 ONADAGA DRIVE
255 BRISBANE AVE
255 CARILLA LANE
2560 ROBERTS COURT
2569 N HIGH ST A
2570 CLARION COURT
2571 RUTLING OAK BLVD
2572 ANDOVER RD
258 WALHALLA ROAD
2580 PISCES COURT
2585 ROBERTS COURT
2587 SPAATZ AVE
2589 PENNBROOK CT
2590 LANDINGS WAY
2591 HAVERFORD RD
2591 TEAL WATER TRAIL DR
2594 HUBBELL ROAD
2594 SUMMIT ST
2597 BRETTON WOODS DR
2598 DOVER RD
2599 SONATA DRIVE
260 DANA AVE
260 E KOSSUTH ST
260 POSTLE BLVD
2600 E MAIN ST
2601 COPPERWOOD RD
2603 SAUGUS CIRCLE
2617 PONTIAC ST
2621 EDENCREEK LANE
2621 LAKEWOOD DR
2625 FAIR AVE
2626 CARBONDALE PL
2626 LANDINGS WAY UNIT 12A
2626 STACIE LN
263 CACRILLA LANE
263 CARILLA LANE
2630 AGAWAM CIRCLE
2633 STONEY WAY
2641 GANTZ RD
2641 MELLOWBROOK ST
2641 STACIE LANE
2643 FLORIBUNDA DR
2645 KENVIEW RD S
2645 MEDARY AVE
265 E HINMAN AVE
2655 DONNA DR
2657 TUDOR ROAD
266 LARRIMER AVE
266 PRESTON RD
2661 SUNBURY RD
2665 LAKEWOOD DR
2668 RHOADS AVE
267 N HAMILTON RD
2670 WEXFORD RD
2677 HOMEBRIDGE DRIVE
2678 ADAMS AVE
2680 MCCUTCHEON RD
2680 MITZI DR
2683 MOONLIGHT LN
2689 SHREWSBURY ROAD
2690 COLLINFORD DR C
2690 EUGENE AVE
2693 BONNIE CIRCLE
2693 FAIRWOOD AVE
2694 VI-LILLY CIR W
2695 BROWNFIELD RD
2698 PETZINGER ROAD
