360824,4/4/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"101 PRESTON EXECUTIVE DR, CARY 275138458",,101 PRESTON EXECUTIVE DR,101,PRESTON EXECUTIVE
423205,8/24/2020,Closed on Call,Code Enforcement,Tall Grass ? Code Enforcement,"101 PRESTON EXECUTIVE DR, CARY 275138458",,101 PRESTON EXECUTIVE DR,101,PRESTON EXECUTIVE
341914,2/20/2020,Completed,Code Enforcement,Dumping ? Code Enforcement,"101 QUEENSFERRY RD, CARY 275116311",,101 QUEENSFERRY RD,101,QUEENSFERRY
529712,4/12/2021,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"101 RIDGEPATH WAY, CARY 275116633",,101 RIDGEPATH WAY,101,RIDGEPATH
412797,8/3/2020,Closed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"101 SARABANDE DR, CARY 275135363",,101 SARABANDE DR,101,SARABANDE
488915,1/13/2021,Closed,Code Enforcement,Cart Roll?In ? Code Enforcement,"101 SARABANDE DR, CARY 275135363",,101 SARABANDE DR,101,SARABANDE
387022,6/5/2020,Work Completed,Code Enforcement,Graffiti/Defacement,"101 SILVERGROVE DR, CARY 275139218",,101 SILVERGROVE DR,101,SILVERGROVE
391956,6/17/2020,Duplicate,Code Enforcement,Dumping ? Code Enforcement,"101 SW CARY PKWY, CARY 275115562",,101 SW CARY PKWY,101,SW CARY PKWY
407184,7/21/2020,Work Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"101 VE THEYL LN, CARY 275131629",,101 VE THEYL LN,101,VE THEYL
397600,6/30/2020,Closed,Code Enforcement,Sight Obstruction ? Code Enforcement,"101 WIDECOMBE CT, CARY 275134765",,101 WIDECOMBE CT,101,WIDECOMBE
425952,8/31/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"101 WILLOUGHBY LN, CARY 275134143",,101 WILLOUGHBY LN,101,WILLOUGHBY
379710,5/19/2020,Completed,Code Enforcement,Dumping ? Code Enforcement,"1011 ASKHAM DR, CARY 275114703",,1011 ASKHAM DR,1011,ASKHAM
383809,5/29/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"1011 MANCHESTER DR, CARY 275114808",,1011 MANCHESTER DR,1011,MANCHESTER
424058,8/26/2020,Work Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"1012 ASKHAM DR, CARY 275114737",,1012 ASKHAM DR,1012,ASKHAM
337706,2/10/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"1013 ASKHAM DR, CARY 275114703",,1013 ASKHAM DR,1013,ASKHAM
383235,5/28/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1013 CASTALIA DR, CARY 275134988",,1013 CASTALIA DR,1013,CASTALIA
386247,6/4/2020,Closed on Call,Code Enforcement,Tall Grass ? Code Enforcement,"1013 CASTALIA DR, CARY 275134988",,1013 CASTALIA DR,1013,CASTALIA
418824,8/16/2020,Duplicate,Code Enforcement,Tall Grass ? Code Enforcement,"1013 CASTALIA DR, CARY 275134988",,1013 CASTALIA DR,1013,CASTALIA
443183,10/5/2020,On Hold,Code Enforcement,Dumping ? Code Enforcement,"1013 CASTALIA DR, CARY 275134988",,1013 CASTALIA DR,1013,CASTALIA
337708,2/10/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"1015 ASKHAM DR, CARY 275114703",,1015 ASKHAM DR,1015,ASKHAM
384834,6/1/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"1019 MANCHESTER DR, CARY 275114808",,1019 MANCHESTER DR,1019,MANCHESTER
444630,10/8/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"1019 MONMOUTH LOOP, CARY 27513",,1019 MONMOUTH LOOP,1019,MONMOUTH LOOP
490909,1/19/2021,Closed,Code Enforcement,Dumping ? Code Enforcement,"102 ABBOTT LN, CARY 275134138",,102 ABBOTT LN,102,ABBOTT
529622,4/12/2021,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"102 AMBER CREEK CIR, CARY 275138800",,102 AMBER CREEK CIR,102,AMBER CREEK
334150,2/3/2020,Completed,Code Enforcement,Sight Obstruction ? Code Enforcement,"102 BOLDLEAF CT, CARY 275133812",,102 BOLDLEAF CT,102,BOLDLEAF
369219,4/28/2020,Closed,Public Works,Code Enforcement Inquiry,"102 CORONADO WAY, CARY 275114022",,102 CORONADO WAY,102,CORONADO
370274,4/30/2020,Closed,Public Works,Code Enforcement Inquiry,"102 CORONADO WAY, CARY 275114022",,102 CORONADO WAY,102,CORONADO
418794,8/16/2020,Work Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"102 FARREN CT, CARY 275114559",,102 FARREN CT,102,FARREN
463596,11/14/2020,Closed,Public Works,Code Enforcement Inquiry,"102 FARREN CT, CARY 275114559",,102 FARREN CT,102,FARREN
410544,7/28/2020,Work Completed,Code Enforcement,Material Not Prepared ? Code Enforcement,"102 FROSTWOOD DR, CARY 275187024",,102 FROSTWOOD DR,102,FROSTWOOD
338881,2/12/2020,Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"102 HUNTSMOOR LN, CARY 275134731",,102 HUNTSMOOR LN,102,HUNTSMOOR
526170,4/5/2021,Duplicate,Public Works,Code Enforcement Inquiry,"102 LEISURE CT, CARY 275114445",,102 LEISURE CT,102,LEISURE
344958,2/26/2020,Completed,Code Enforcement,Dumping ? Code Enforcement,"102 MANHATTAN CT, CARY 275113258",,102 MANHATTAN CT,102,MANHATTAN
365387,4/17/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"102 MANHATTAN CT, CARY 275113258",,102 MANHATTAN CT,102,MANHATTAN
318684,1/2/2020,Closed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"102 WOODGROVE LN, CARY 275189709",,102 WOODGROVE LN,102,WOODGROVE
390453,6/13/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1021 EVANS RD, CARY 27513",,1021 EVANS RD,1021,EVANS
394349,6/23/2020,Closed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"1022 EVANS RD, CARY 275133111",,1022 EVANS RD,1022,EVANS
508409,3/2/2021,Closed,Code Enforcement,Dumping ? Code Enforcement,"1022 EVANS RD, CARY 275133111",,1022 EVANS RD,1022,EVANS
386460,6/4/2020,Closed,Code Enforcement,Sight Obstruction ? Code Enforcement,"1022 WINWOOD DR, CARY 275114351",,1022 WINWOOD DR,1022,WINWOOD
396615,6/29/2020,Work Completed,Code Enforcement,Sight Obstruction ? Code Enforcement,"1022 WINWOOD DR, CARY 275114351",,1022 WINWOOD DR,1022,WINWOOD
371832,5/4/2020,Completed,Code Enforcement,Material Not Prepared ? Code Enforcement,"103 ALBERT CT, CARY 275133021",,103 ALBERT CT,103,ALBERT
493022,1/25/2021,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"103 BLACK ANGUS, CARY 275135403",,103 BLACK ANGUS,103,BLACK ANGUS
375202,5/8/2020,Closed,Public Works,Code Enforcement Inquiry,"103 COATBRIDGE CIR, CARY 275115089",,103 COATBRIDGE CIR,103,COATBRIDGE
349088,3/6/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"103 KAREN CT, CARY 275114965",,103 KAREN CT,103,KAREN
383107,5/28/2020,Work Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"103 LIVELY COURT WEST, CARY 275115786",,103 LIVELY COURT WEST,103,LIVELY COURT
351895,3/13/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"103 MINT CT, CARY 275135136",,103 MINT CT,103,MINT
442163,10/2/2020,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"103 OAK HILL LOOP, CARY 275132400",,103 OAK HILL LOOP,103,OAK HILL LOOP
446123,10/12/2020,Duplicate,Code Enforcement,Dumping ? Code Enforcement,"103 OAK HILL LOOP, CARY 275132400",,103 OAK HILL LOOP,103,OAK HILL LOOP
447880,10/15/2020,Duplicate,Code Enforcement,Sight Obstruction ? Code Enforcement,"103 OAK HILL LOOP, CARY 275132400",,103 OAK HILL LOOP,103,OAK HILL LOOP
412827,8/3/2020,Closed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"103 SILK LEAF CT, CARY 275183868",,103 SILK LEAF CT,103,SILK LEAF
392945,6/19/2020,Duplicate,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"103 TRIMBLE AVE, CARY 275116207",,103 TRIMBLE AVE,103,TRIMBLE
379132,5/18/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"103 WYATTS POND LN, CARY 275133013",,103 WYATTS POND LN,103,WYATTS POND
384878,6/1/2020,Closed on Call,Code Enforcement,Tall Grass ? Code Enforcement,"103 WYATTS POND LN, CARY 275133013",,103 WYATTS POND LN,103,WYATTS POND
429360,9/8/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"1030 JEWEL CREEK DR, CARY 275199486",,1030 JEWEL CREEK DR,1030,JEWEL CREEK
371965,5/4/2020,Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"1030 MANCHESTER DR, CARY 275114848",,1030 MANCHESTER DR,1030,MANCHESTER
322408,1/9/2020,Closed on Call,Public Works,Code Enforcement Inquiry,"1037 PUEBLO RIDGE PL, CARY 275190833",,1037 PUEBLO RIDGE PL,1037,PUEBLO RIDGE
468677,11/25/2020,Closed,Code Enforcement,Cart Roll?In ? Code Enforcement,"104 BECKINGHAM LOOP, CARY 275196371",,104 BECKINGHAM LOOP,104,BECKINGHAM LOOP
493767,1/26/2021,Closed,Public Works,Code Enforcement Inquiry,"104 DALRYMPLE LN, CARY 275116355",,104 DALRYMPLE LN,104,DALRYMPLE
468037,11/24/2020,Work Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"104 GLADE PARK RD, CARY 275188683",,104 GLADE PARK RD,104,GLADE PARK
421306,8/21/2020,Work Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"104 GLASGOW RD, CARY 275116516",,104 GLASGOW RD,104,GLASGOW
324166,1/14/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"104 HIGHLOCH CT, CARY 275116362",,104 HIGHLOCH CT,104,HIGHLOCH
468304,11/24/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"104 ORILLA CT, CARY 275132848",,104 ORILLA CT,104,ORILLA
411359,7/30/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"104 PARK OAKS CT, CARY 275195993",,104 PARK OAKS CT,104,PARK OAKS
401079,7/8/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"104 POPLIN CT, CARY 275199731",Cary Park Greenway,104 POPLIN CT,104,POPLIN
509320,3/3/2021,Closed,Code Enforcement,Street Cleaning ? Code Enforcement,"104 QUARTERMAINE CT, CARY 275135152",,104 QUARTERMAINE CT,104,QUARTERMAINE
329477,1/24/2020,Completed,Code Enforcement,Cart Roll?In ? Code Enforcement,"104 WAX MYRTLE CT, CARY 275135131",,104 WAX MYRTLE CT,104,WAX MYRTLE
440445,9/29/2020,Closed,Code Enforcement,Material Not Prepared ? Code Enforcement,"104 WEDGEMERE ST, CARY 275195156",,104 WEDGEMERE ST,104,WEDGEMERE
405592,7/17/2020,Work Completed,Code Enforcement,Sight Obstruction ? Code Enforcement,"1040 HORTONS CREEK RD, CARY 275197403",,1040 HORTONS CREEK RD,1040,HORTONS CREEK
374597,5/7/2020,Work Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"10401 PENNY RD, RALEIGH 276069109",,10401 PENNY RD,10401,PENNY
423481,8/25/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"1042 MANCHESTER DR, CARY 275114848",,1042 MANCHESTER DR,1042,MANCHESTER
392607,6/18/2020,Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"1046 UPCHURCH FARM LN, CARY 275198756",,1046 UPCHURCH FARM LN,1046,UPCHURCH FARM
494697,1/28/2021,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"105 DEVINE WAY, CARY 275115790",,105 DEVINE WAY,105,DEVINE
409159,7/25/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"105 ELMVIEW DR, CARY 275195202",,105 ELMVIEW DR,105,ELMVIEW
366016,4/20/2020,Completed,Code Enforcement,Material Not Prepared ? Code Enforcement,"105 ESQUIRE LN, CARY 275133068",,105 ESQUIRE LN,105,ESQUIRE
381322,5/22/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"105 N JAGUAR CT, CARY 275134940",,105 N JAGUAR CT,105,JAGUAR
409004,7/24/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"105 ORCHARD PARK DR, CARY 27513",,105 ORCHARD PARK DR,105,ORCHARD PARK
402312,7/10/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"105 RAWHIDE CT, CARY 275134727",,105 RAWHIDE CT,105,RAWHIDE
394881,6/24/2020,Closed,Public Works,Code Enforcement Inquiry,"105 ROSEWALL LN, CARY 275116639",,105 ROSEWALL LN,105,ROSEWALL
361673,4/7/2020,Closed,Code Enforcement,Street Cleaning ? Code Enforcement,"105 TACK CT, CARY 275138329",,105 TACK CT,105,TACK
470960,12/1/2020,Work Completed,Code Enforcement,Sight Obstruction ? Code Enforcement,"105 TRAFALGAR LN, CARY 275135123",,105 TRAFALGAR LN,105,TRAFALGAR
366859,4/22/2020,Closed,Code Enforcement,Graffiti/Defacement,"105 W CHATHAM ST, CARY 275113331",,105 W CHATHAM ST,105,W CHATHAM
336891,2/7/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"105 WHITTLEWOOD DR, CARY 275134707",Park Site: Fred G. Bond Metro Park,105 WHITTLEWOOD DR,105,WHITTLEWOOD
474887,12/9/2020,Work Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"10508 PENNY RD, RALEIGH 276069110",,10508 PENNY RD,10508,PENNY
395343,6/25/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"106 CASTLEFERN DR, CARY 275135154",,106 CASTLEFERN DR,106,CASTLEFERN
390442,6/13/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"106 E CAMDEN FOREST DR, CARY 275189044",,106 E CAMDEN FOREST DR,106,CAMDEN FOREST
437226,9/23/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"106 EMPIRE CIR, CARY 275133309",,106 EMPIRE CIR,106,EMPIRE
376019,5/11/2020,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"106 LIVINGSTONE DR, CARY 275132900",,106 LIVINGSTONE DR,106,LIVINGSTONE
502917,2/17/2021,Closed,Code Enforcement,Hazard Tree ? Code Enforcement,"106 LOCHBERRY LN, CARY 275189753",,106 LOCHBERRY LN,106,LOCHBERRY
424995,8/27/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"106 MADISON SQUARE LN, CARY 275134438",,106 MADISON SQUARE LN,106,MADISON SQUARE
446047,10/12/2020,Work Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"106 MUSES CT, CARY 275139616",,106 MUSES CT,106,MUSES
402428,7/10/2020,Closed,Code Enforcement,Material Not Prepared ? Code Enforcement,"107 CANDACE PL, CARY 275135216",,107 CANDACE PL,107,CANDACE
416020,8/10/2020,Closed,Code Enforcement,Material Not Prepared ? Code Enforcement,"107 CANDACE PL, CARY 275135216",,107 CANDACE PL,107,CANDACE
416335,8/10/2020,Work Completed,Code Enforcement,Dumping ? Code Enforcement,"107 CANDACE PL, CARY 275135216",,107 CANDACE PL,107,CANDACE
523396,3/30/2021,Closed on Call,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"107 GREENGATE CT, CARY 275113762",,107 GREENGATE CT,107,GREENGATE
523440,3/30/2021,Closed,Public Works,Code Enforcement Inquiry,"107 GREENGATE CT, CARY 275113762",,107 GREENGATE CT,107,GREENGATE
522355,3/29/2021,Duplicate,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"107 LAKE PINE DR, CARY 275114356",,107 LAKE PINE DR,107,LAKE PINE
424938,8/27/2020,Completed,Code Enforcement,Dumping ? Code Enforcement,"107 MARTINA CT, CARY 275116649",,107 MARTINA CT,107,MARTINA
353130,3/17/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"107 MINDEN LN, CARY 27513",,107 MINDEN LN,107,MINDEN
382123,5/26/2020,Closed,Public Works,Code Enforcement Inquiry,"107 MINDEN LN, CARY 27513",,107 MINDEN LN,107,MINDEN
424744,8/27/2020,Work Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"107 PADGETT CT, CARY 275189183",,107 PADGETT CT,107,PADGETT
336338,2/6/2020,Completed,Code Enforcement,Sight Obstruction ? Code Enforcement,"107 TECUMSEH CT, CARY 27513",,107 TECUMSEH CT,107,TECUMSEH
336263,2/6/2020,Completed,Code Enforcement,Hazard Tree ? Code Enforcement,"108 DUTCHESS DR, CARY 275134209",,108 DUTCHESS DR,108,DUTCHESS
355254,3/23/2020,Completed,Code Enforcement,Dumping ? Code Enforcement,"108 GREENGATE CT, CARY 275113762",,108 GREENGATE CT,108,GREENGATE
382694,5/27/2020,Closed,Public Works,Code Enforcement Inquiry,"10820 PENNY RD, CARY 275181916",,10820 PENNY RD,10820,PENNY
492581,1/22/2021,Closed,Code Enforcement,Street Cleaning ? Code Enforcement,"10825 W BRIDGFORD DR, CARY 275181519",,10825 W BRIDGFORD DR,10825,W BRIDGFORD
362502,4/9/2020,Closed on Call,Code Enforcement,Cart Roll?In ? Code Enforcement,"109 OLDE ALPHE CIR, CARY 275199366",,109 OLDE ALPHE CIR,109,OLDE ALPHE
363666,4/13/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"109 OLDE ALPHE CIR, CARY 275199366",,109 OLDE ALPHE CIR,109,OLDE ALPHE
392892,6/19/2020,Closed,Public Works,Code Enforcement Inquiry,"109 SEQUOIA CT, CARY 275134754",,109 SEQUOIA CT,109,SEQUOIA
419830,8/18/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"109 WRENN DR, CARY 275115316",,109 WRENN DR,109,WRENN
354348,3/19/2020,Completed,Code Enforcement,Dumping ? Code Enforcement,"110 GREENGATE CT, CARY 275113762",,110 GREENGATE CT,110,GREENGATE
348137,3/4/2020,Completed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"110 KING GEORGE LOOP, CARY 275116334",,110 KING GEORGE LOOP,110,KING GEORGE LOOP
382660,5/27/2020,Closed,Public Works,Code Enforcement Inquiry,"110 WYATTS POND LN, CARY 275133012",,110 WYATTS POND LN,110,WYATTS POND
423154,8/24/2020,Closed,Public Works,Code Enforcement Inquiry,"11000 REGENCY PKWY, CARY 275188518",,11000 REGENCY PKWY,11000,REGENCY PKWY
402943,7/13/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1102 BELHAVEN RD, CARY 275134034",,1102 BELHAVEN RD,1102,BELHAVEN
408643,7/24/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"1102 BELHAVEN RD, CARY 275134034",,1102 BELHAVEN RD,1102,BELHAVEN
410924,7/29/2020,Duplicate,Code Enforcement,Tall Grass ? Code Enforcement,"1102 BELHAVEN RD, CARY 275134034",,1102 BELHAVEN RD,1102,BELHAVEN
413014,8/3/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"1102 BELHAVEN RD, CARY 275134034",,1102 BELHAVEN RD,1102,BELHAVEN
403607,7/14/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1104 LEDSOME LN, CARY 27511",,1104 LEDSOME LN,1104,LEDSOME
424765,8/27/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1109 SEABROOK AVE, CARY 275115742",,1109 SEABROOK AVE,1109,SEABROOK
433874,9/16/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"111 CHEVIS DR, CARY 275134151",,111 CHEVIS DR,111,CHEVIS
439486,9/28/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"111 CHEVIS DR, CARY 275134151",,111 CHEVIS DR,111,CHEVIS
466233,11/19/2020,Closed,Code Enforcement,Tall Grass ? Code Enforcement,"111 E CAMDEN FOREST DR, CARY 275189045",,111 E CAMDEN FOREST DR,111,E CAMDEN FOREST
426574,9/1/2020,Closed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"111 RUSHINGWATER DR, CARY 275132836",,111 RUSHINGWATER DR,111,RUSHINGWATER
386306,6/4/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"111 SYLVAN GROVE DR, CARY 275189607",,111 SYLVAN GROVE DR,111,SYLVAN GROVE
414670,8/6/2020,Closed,Code Enforcement,Road/Walkway Obstruction ? Code Enforcement,"111 THURSTON DR, CARY 27511",,111 THURSTON DR,111,THURSTON
395883,6/26/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"111 WINFAIR DR, CARY 275132717",,111 WINFAIR DR,111,WINFAIR
424096,8/26/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"111 WINFAIR DR, CARY 275132717",,111 WINFAIR DR,111,WINFAIR
446313,10/12/2020,Closed,Public Works,Code Enforcement Inquiry,"1110 BALMORAL DR, CARY 275116266",,1110 BALMORAL DR,1110,BALMORAL
338796,2/12/2020,Closed,Code Enforcement,Dumping ? Code Enforcement,"1110 NOTTINGHAM CIR, CARY 275114999",,1110 NOTTINGHAM CIR,1110,NOTTINGHAM
382932,5/27/2020,Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1111 CASTALIA DR, CARY 275134917",,1111 CASTALIA DR,1111,CASTALIA
431734,9/12/2020,Work Completed,Code Enforcement,Tall Grass ? Code Enforcement,"1111 CASTALIA DR, CARY 275134917",,1111 CASTALIA DR,1111,CASTALIA
